t, Precipitation (mm/day),t, Wetland inflow (m3/day),t, Wetland inlet stage (m),t, Wetland mid-stage (m),t, Wetland outlet stage (m),t, Wetland outflow (m3/day),t, Wetland Cell 1 Water depth (m),t, Wetland Cell 6 Water depth (m),t, HRT
43838.79167,1.2,43838.79167,46.2216,43838.79167,0.861377,43838.79167,0.922369,43838.79167,0.975355,43838.79167,90.1967,43838.79167,0.801729,43838.79167,0.886551,43838.79167,5.14649
43838.83333,0,43838.83333,18.4076,43838.83333,0.854955,43838.83333,0.91595,43838.83333,0.96894,43838.83333,74.8636,43838.83333,0.782278,43838.83333,1.01018,43838.83333,5.2546
43838.87500,0,43838.87500,16.1722,43838.87500,0.854122,43838.87500,0.915117,43838.87500,0.968107,43838.87500,68.9977,43838.87500,0.821772,43838.87500,0.961515,43838.87500,5.27285
43838.91667,0,43838.91667,13.9368,43838.91667,0.853289,43838.91667,0.914285,43838.91667,0.967275,43838.91667,63.2415,43838.91667,0.936187,43838.91667,0.992004,43838.91667,5.2911
43838.95833,0,43838.95833,13.0217,43838.95833,0.85292,43838.95833,0.913915,43838.95833,0.966906,43838.95833,62.4423,43838.95833,0.853671,43838.95833,0.946689,43838.95833,5.29957
43839.00000,0,43839.00000,10.5496,43839.00000,0.851717,43839.00000,0.912713,43839.00000,0.965704,43839.00000,57.3977,43839.00000,0.832527,43839.00000,0.957479,43839.00000,5.32786
43839.00000,0,43839.00000,9.08907,43839.00000,0.850811,43839.00000,0.911808,43839.00000,0.964799,43839.00000,54.9181,43839.00000,0.831641,43839.00000,0.956581,43839.00000,5.34957
43839.04167,0,43839.04167,7.19741,43839.04167,0.849261,43839.04167,0.910257,43839.04167,0.963249,43839.04167,53.9372,43839.04167,0.907611,43839.04167,0.979318,43839.04167,5.38777
43839.08333,0,43839.08333,5.51102,43839.08333,0.847292,43839.08333,0.908289,43839.08333,0.961282,43839.08333,49.0045,43839.08333,0.867009,43839.08333,0.944486,43839.08333,5.43845
43839.12500,0,43839.12500,4.49005,43839.12500,0.845713,43839.12500,0.90671,43839.12500,0.959703,43839.12500,45.611,43839.12500,0.746403,43839.12500,0.848396,43839.12500,5.48074
43839.16667,0,43839.16667,3.77848,43839.16667,0.844323,43839.16667,0.90532,43839.16667,0.958314,43839.16667,45.1878,43839.16667,0.737608,43839.16667,0.860088,43839.16667,5.51926
43839.20833,0,43839.20833,3.21275,43839.20833,0.84297,43839.20833,0.903968,43839.20833,0.956962,43839.20833,42.6849,43839.20833,0.73587,43839.20833,0.940173,43839.20833,5.55799
43839.25000,0,43839.25000,2.75697,43839.25000,0.841653,43839.25000,0.902651,43839.25000,0.955646,43839.25000,37.4291,43839.25000,0.783319,43839.25000,0.994963,43839.25000,5.59693
43839.29167,0,43839.29167,2.38545,43839.29167,0.840369,43839.29167,0.901367,43839.29167,0.954362,43839.29167,34.2599,43839.29167,0.747788,43839.29167,0.990031,43839.29167,5.63605
43839.33333,0,43839.33333,2.07939,43839.33333,0.839118,43839.33333,0.900116,43839.33333,0.953111,43839.33333,30.1578,43839.33333,0.805684,43839.33333,0.902017,43839.33333,5.67534
43839.37500,0,43839.37500,1.82484,43839.37500,0.837897,43839.37500,0.898895,43839.37500,0.951891,43839.37500,28.4994,43839.37500,0.759601,43839.37500,0.917734,43839.37500,5.7148
43839.41667,0,43839.41667,1.61128,43839.41667,0.836704,43839.41667,0.897702,43839.41667,0.950699,43839.41667,26.2795,43839.41667,0.825864,43839.41667,0.962073,43839.41667,5.75442
43839.45833,0,43839.45833,1.43068,43839.45833,0.835539,43839.45833,0.896537,43839.45833,0.949534,43839.45833,22.1507,43839.45833,0.820951,43839.45833,0.867493,43839.45833,5.79417
43839.50000,0,43839.50000,1.27684,43839.50000,0.834395,43839.50000,0.895393,43839.50000,0.94839,43839.50000,20.4379,43839.50000,0.844562,43839.50000,0.829677,43839.50000,5.83406
43839.54167,0,43839.54167,1.14491,43839.54167,0.833224,43839.54167,0.894223,43839.54167,0.94722,43839.54167,18.9772,43839.54167,0.837128,43839.54167,0.875315,43839.54167,5.87408
43839.58333,0,43839.58333,1.03108,43839.58333,0.831935,43839.58333,0.892934,43839.58333,0.945932,43839.58333,15.2858,43839.58333,0.86013,43839.58333,0.92962,43839.58333,5.91422
43839.62500,0,43839.62500,0.932306,43839.62500,0.830477,43839.62500,0.891476,43839.62500,0.944473,43839.62500,15.221,43839.62500,0.816985,43839.62500,0.98808,43839.62500,5.9545
43839.66667,0,43839.66667,0.846138,43839.66667,0.82888,43839.66667,0.889879,43839.66667,0.942877,43839.66667,13.062,43839.66667,0.840289,43839.66667,0.943006,43839.66667,5.99491
43839.70833,0,43839.70833,0.7706,43839.70833,0.827223,43839.70833,0.888222,43839.70833,0.94122,43839.70833,10.3931,43839.70833,1.00501,43839.70833,0.980112,43839.70833,6.03545
43839.75000,0,43839.75000,0.704076,43839.75000,0.825602,43839.75000,0.886601,43839.75000,0.9396,43839.75000,8.97044,43839.75000,1.00553,43839.75000,0.999807,43839.75000,6.07613
43839.79167,0,43839.79167,0.64524,43839.79167,0.824096,43839.79167,0.885096,43839.79167,0.938095,43839.79167,8.26859,43839.79167,0.92786,43839.79167,0.929883,43839.79167,6.11692
43839.83333,0,43839.83333,0.592995,43839.83333,0.822747,43839.83333,0.883746,43839.83333,0.936745,43839.83333,7.02871,43839.83333,0.894018,43839.83333,0.992758,43839.83333,6.15782
43839.87500,0,43839.87500,0.546429,43839.87500,0.821571,43839.87500,0.88257,43839.87500,0.935569,43839.87500,6.10561,43839.87500,0.934729,43839.87500,0.984562,43839.87500,6.1988
43839.91667,0,43839.91667,0.509064,43839.91667,0.820665,43839.91667,0.881664,43839.91667,0.934664,43839.91667,5.33608,43839.91667,0.893915,43839.91667,0.964498,43839.91667,6.23504
43839.95833,0,43839.95833,0.487151,43839.95833,0.820149,43839.95833,0.881148,43839.95833,0.934147,43839.95833,5.48131,43839.95833,0.987736,43839.95833,0.884528,43839.95833,6.25771
43840.00000,0,43840.00000,0.457707,43840.00000,0.819429,43840.00000,0.880428,43840.00000,0.933428,43840.00000,5.19006,43840.00000,1.07196,43840.00000,0.800753,43840.00000,6.29046
43840.00000,0,43840.00000,0.437547,43840.00000,0.818907,43840.00000,0.879907,43840.00000,0.932906,43840.00000,4.84862,43840.00000,1.07128,43840.00000,0.800305,43840.00000,6.31436
43840.04167,0,43840.04167,0.405962,43840.04167,0.818004,43840.04167,0.879004,43840.04167,0.932003,43840.04167,3.95486,43840.04167,1.11864,43840.04167,0.818469,43840.04167,6.35618
43840.08333,0,43840.08333,0.369612,43840.08333,0.816829,43840.08333,0.877829,43840.08333,0.930828,43840.08333,3.60145,43840.08333,1.1239,43840.08333,0.840946,43840.08333,6.41122
43840.12500,0,43840.12500,0.342745,43840.12500,0.815865,43840.12500,0.876865,43840.12500,0.929864,43840.12500,3.22796,43840.12500,1.07091,43840.12500,0.849886,43840.12500,6.45687
43840.16667,0,43840.16667,0.320731,43840.16667,0.814999,43840.16667,0.875999,43840.16667,0.928998,43840.16667,2.56698,43840.16667,1.05441,43840.16667,0.793698,43840.16667,6.49821
43840.20833,0,43840.20833,0.30063,43840.20833,0.814138,43840.20833,0.875138,43840.20833,0.928137,43840.20833,2.15641,43840.20833,0.944973,43840.20833,0.88851,43840.20833,6.53959
43840.25000,0,43840.25000,0.282236,43840.25000,0.813282,43840.25000,0.874282,43840.25000,0.927282,43840.25000,1.84001,43840.25000,0.868796,43840.25000,0.870741,43840.25000,6.581
43840.29167,0,43840.29167,0.265367,43840.29167,0.812431,43840.29167,0.873431,43840.29167,0.926431,43840.29167,1.56178,43840.29167,0.839437,43840.29167,0.832929,43840.29167,6.62242
43840.33333,0,43840.33333,0.249866,43840.33333,0.811584,43840.33333,0.872584,43840.33333,0.925584,43840.33333,1.28316,43840.33333,0.877589,43840.33333,0.864551,43840.33333,6.66387
43840.37500,0,43840.37500,0.235594,43840.37500,0.810741,43840.37500,0.871741,43840.37500,0.92474,43840.37500,1.0663,43840.37500,0.901638,43840.37500,0.862624,43840.37500,6.70534
43840.41667,0,43840.41667,0.222429,43840.41667,0.8099,43840.41667,0.8709,43840.41667,0.9239,43840.41667,0.906099,43840.41667,0.860738,43840.41667,0.845662,43840.41667,6.74683
43840.45833,0,43840.45833,0.210264,43840.45833,0.809063,43840.45833,0.870063,43840.45833,0.923063,43840.45833,0.665126,43840.45833,0.909508,43840.45833,0.887806,43840.45833,6.78833
43840.50000,0,43840.50000,0.199004,43840.50000,0.808226,43840.50000,0.869226,43840.50000,0.922226,43840.50000,0.512381,43840.50000,0.885559,43840.50000,0.887148,43840.50000,6.82984
43840.54167,0,43840.54167,0.188565,43840.54167,0.807369,43840.54167,0.868369,43840.54167,0.921369,43840.54167,0.396772,43840.54167,0.936833,43840.54167,0.883001,43840.54167,6.87136
43840.58333,0,43840.58333,0.178871,43840.58333,0.806423,43840.58333,0.867423,43840.58333,0.920423,43840.58333,0.268043,43840.58333,0.977952,43840.58333,0.859672,43840.58333,6.91289
43840.62500,0,43840.62500,0.169856,43840.62500,0.80536,43840.62500,0.86636,43840.62500,0.91936,43840.62500,0.185438,43840.62500,1.03196,43840.62500,0.890797,43840.62500,6.95441
43840.66667,0,43840.66667,0.161461,43840.66667,0.804234,43840.66667,0.865234,43840.66667,0.918234,43840.66667,0.094527,43840.66667,0.978093,43840.66667,1.00777,43840.66667,6.99593
43840.70833,0,43840.70833,0.153631,43840.70833,0.803065,43840.70833,0.864065,43840.70833,0.917065,43840.70833,0.0456777,43840.70833,1.08657,43840.70833,1.03942,43840.70833,7.03745
43840.75000,0,43840.75000,0.14632,43840.75000,0.801852,43840.75000,0.862852,43840.75000,0.915852,43840.75000,0.0159563,43840.75000,1.0551,43840.75000,1.02084,43840.75000,7.07898
43840.79167,0,43840.79167,0.139483,43840.79167,0.800618,43840.79167,0.861617,43840.79167,0.914617,43840.79167,0.0025639,43840.79167,1.04026,43840.79167,1.07177,43840.79167,7.12049
43840.83333,0,43840.83333,0.133083,43840.83333,0.799442,43840.83333,0.860442,43840.83333,0.913442,43840.83333,0,43840.83333,0.919208,43840.83333,1.00494,43840.83333,7.16202
43840.87500,0,43840.87500,0.127084,43840.87500,0.798413,43840.87500,0.859413,43840.87500,0.912413,43840.87500,0,43840.87500,1.01659,43840.87500,1.10258,43840.87500,7.20355
43840.91667,0,43840.91667,0.122067,43840.91667,0.797614,43840.91667,0.858614,43840.91667,0.911614,43840.91667,0,43840.91667,0.961239,43840.91667,1.0585,43840.91667,7.24023
43840.95833,0,43840.95833,0.119044,43840.95833,0.797146,43840.95833,0.858146,43840.95833,0.911146,43840.95833,0,43840.95833,0.914438,43840.95833,0.999478,43840.95833,7.26315
43841.00000,0,43841.00000,0.114857,43841.00000,0.796486,43841.00000,0.857486,43841.00000,0.910486,43841.00000,0,43841.00000,0.958769,43841.00000,0.93576,43841.00000,7.29626
43841.00000,0,43841.00000,0.112204,43841.00000,0.796005,43841.00000,0.857005,43841.00000,0.910005,43841.00000,0,43841.00000,0.95819,43841.00000,0.935266,43841.00000,7.32038
43841.04167,0,43841.04167,0.107359,43841.04167,0.795164,43841.04167,0.856164,43841.04167,0.909164,43841.04167,0,43841.04167,0.93457,43841.04167,1.06588,43841.04167,7.36255
43841.08333,0,43841.08333,0.101476,43841.08333,0.794058,43841.08333,0.855058,43841.08333,0.908058,43841.08333,0,43841.08333,0.913878,43841.08333,1.04378,43841.08333,7.418
43841.12500,0,43841.12500,0.0969284,43841.12500,0.793141,43841.12500,0.854141,43841.12500,0.907141,43841.12500,0,43841.12500,0.841878,43841.12500,1.00062,43841.12500,7.46392
43841.16667,0,43841.16667,0.0930552,43841.16667,0.792312,43841.16667,0.853312,43841.16667,0.906312,43841.16667,0,43841.16667,0.848715,43841.16667,1.02626,43841.16667,7.50549
43841.20833,0,43841.20833,0.0893941,43841.20833,0.791482,43841.20833,0.852482,43841.20833,0.905482,43841.20833,0,43841.20833,0.838842,43841.20833,0.963836,43841.20833,7.54706
43841.25000,0,43841.25000,0.0859304,43841.25000,0.790652,43841.25000,0.851652,43841.25000,0.904652,43841.25000,0,43841.25000,0.825139,43841.25000,0.913544,43841.25000,7.58863
43841.29167,0,43841.29167,0.0826508,43841.29167,0.789821,43841.29167,0.850821,43841.29167,0.903821,43841.29167,0,43841.29167,0.822508,43841.29167,0.92272,43841.29167,7.63019
43841.33333,0,43841.33333,0.0795428,43841.33333,0.788991,43841.33333,0.849991,43841.33333,0.902991,43841.33333,0,43841.33333,0.895475,43841.33333,0.893151,43841.33333,7.67176
43841.37500,0,43841.37500,0.0765952,43841.37500,0.78816,43841.37500,0.84916,43841.37500,0.90216,43841.37500,0,43841.37500,0.914797,43841.37500,0.90222,43841.37500,7.71332
43841.41667,0,43841.41667,0.0737975,43841.41667,0.787329,43841.41667,0.848329,43841.41667,0.901329,43841.41667,0,43841.41667,0.940634,43841.41667,0.928387,43841.41667,7.75489
43841.45833,0,43841.45833,0.0711402,43841.45833,0.786498,43841.45833,0.847498,43841.45833,0.900498,43841.45833,0,43841.45833,0.911788,43841.45833,0.936947,43841.45833,7.79645
43841.50000,0,43841.50000,0.0686142,43841.50000,0.785665,43841.50000,0.846665,43841.50000,0.899665,43841.50000,0,43841.50000,0.851188,43841.50000,0.960716,43841.50000,7.83801
43841.54167,0,43841.54167,0.0662114,43841.54167,0.784818,43841.54167,0.845818,43841.54167,0.898818,43841.54167,0,43841.54167,0.822382,43841.54167,1.1011,43841.54167,7.87957
43841.58333,0,43841.58333,0.0639242,43841.58333,0.78389,43841.58333,0.84489,43841.58333,0.89789,43841.58333,0,43841.58333,0.789846,43841.58333,1.08621,43841.58333,7.92113
43841.62500,0,43841.62500,0.0617456,43841.62500,0.782843,43841.62500,0.843843,43841.62500,0.896843,43841.62500,0,43841.62500,0.772046,43841.62500,0.975604,43841.62500,7.96267
43841.66667,0,43841.66667,0.0596691,43841.66667,0.781708,43841.66667,0.842708,43841.66667,0.895708,43841.66667,0,43841.66667,0.799375,43841.66667,0.923772,43841.66667,8.0042
43841.70833,0,43841.70833,0.0576886,43841.70833,0.780482,43841.70833,0.841482,43841.70833,0.894482,43841.70833,0,43841.70833,0.803335,43841.70833,0.920464,43841.70833,8.04572
43841.75000,0,43841.75000,0.0557985,43841.75000,0.779186,43841.75000,0.840186,43841.75000,0.893186,43841.75000,0,43841.75000,0.801371,43841.75000,0.90132,43841.75000,8.08724
43841.79167,0,43841.79167,0.0539935,43841.79167,0.777909,43841.79167,0.838909,43841.79167,0.891909,43841.79167,0,43841.79167,0.86257,43841.79167,0.839777,43841.79167,8.12875
43841.83333,0,43841.83333,0.0522689,43841.83333,0.776722,43841.83333,0.837722,43841.83333,0.890722,43841.83333,0,43841.83333,0.843417,43841.83333,0.77961,43841.83333,8.17027
43841.87500,0,43841.87500,0.0506202,43841.87500,0.775664,43841.87500,0.836664,43841.87500,0.889664,43841.87500,0,43841.87500,0.780685,43841.87500,0.842549,43841.87500,8.2118
43841.91667,0,43841.91667,0.0492186,43841.91667,0.774838,43841.91667,0.835838,43841.91667,0.888838,43841.91667,0,43841.91667,0.755184,43841.91667,0.862462,43841.91667,8.24848
43841.95833,0,43841.95833,0.0483648,43841.95833,0.774366,43841.95833,0.835366,43841.95833,0.888366,43841.95833,0,43841.95833,0.81822,43841.95833,0.846296,43841.95833,8.2714
43842.00000,0,43842.00000,0.0471675,43842.00000,0.773702,43842.00000,0.834702,43842.00000,0.887702,43842.00000,0,43842.00000,0.776648,43842.00000,0.833856,43842.00000,8.3045
43842.00000,0,43842.00000,0.046184,43842.00000,0.773219,43842.00000,0.834219,43842.00000,0.887219,43842.00000,0,43842.00000,0.776162,43842.00000,0.833401,43842.00000,8.32858
43842.04167,0,43842.04167,0.044768,43842.04167,0.772373,43842.04167,0.833373,43842.04167,0.886373,43842.04167,0,43842.04167,0.717628,43842.04167,0.83202,43842.04167,8.3707
43842.08333,0,43842.08333,0.043008,43842.08333,0.771261,43842.08333,0.832261,43842.08333,0.885261,43842.08333,0,43842.08333,0.707573,43842.08333,0.874211,43842.08333,8.42609
43842.12500,0,43842.12500,0.0416203,43842.12500,0.770339,43842.12500,0.831339,43842.12500,0.884339,43842.12500,0,43842.12500,0.753296,43842.12500,0.824825,43842.12500,8.47197
43842.16667,0,43842.16667,0.0410203,43842.16667,0.769932,43842.16667,0.830932,43842.16667,0.883932,43842.16667,0,43842.16667,0.789297,43842.16667,0.796622,43842.16667,8.49218
43842.20833,6,43842.20833,31.6254,43842.20833,0.769574,43842.20833,0.830571,43842.20833,0.88357,43842.20833,0,43842.20833,0.812308,43842.20833,0.822777,43842.20833,8.52112
43842.25000,9.6,43842.25000,245.738,43842.25000,0.771934,43842.25000,0.832914,43842.25000,0.885908,43842.25000,0,43842.25000,0.800734,43842.25000,0.774357,43842.25000,8.55424
43842.29167,3.6,43842.29167,239.151,43842.29167,0.775646,43842.29167,0.836626,43842.29167,0.88962,43842.29167,0,43842.29167,0.808706,43842.29167,0.751361,43842.29167,8.59033
43842.33333,1.2,43842.33333,131.575,43842.33333,0.777503,43842.33333,0.838493,43842.33333,0.891489,43842.33333,0,43842.33333,0.797767,43842.33333,0.742331,43842.33333,8.63086
43842.37500,1.2,43842.37500,104.005,43842.37500,0.778631,43842.37500,0.839622,43842.37500,0.89262,43842.37500,0,43842.37500,0.856471,43842.37500,0.77072,43842.37500,8.67082
43842.41667,0.38,43842.41667,53.3502,43842.41667,0.778914,43842.41667,0.839909,43842.41667,0.892908,43842.41667,0,43842.41667,0.857523,43842.41667,0.799974,43842.41667,8.73006
43842.45833,6,43842.45833,100.604,43842.45833,0.779274,43842.45833,0.840266,43842.45833,0.893264,43842.45833,0,43842.45833,0.818502,43842.45833,0.792111,43842.45833,8.75172
43842.50000,6,43842.50000,247.528,43842.50000,0.782349,43842.50000,0.843329,43842.50000,0.896322,43842.50000,0,43842.50000,0.894917,43842.50000,0.864729,43842.50000,8.78557
43842.54167,4.8,43842.54167,182.528,43842.54167,0.784625,43842.54167,0.845611,43842.54167,0.898606,43842.54167,0,43842.54167,0.855093,43842.54167,0.924062,43842.54167,8.82461
43842.58333,7.2,43842.58333,283.913,43842.58333,0.788209,43842.58333,0.849186,43842.58333,0.902179,43842.58333,0,43842.58333,0.842498,43842.58333,0.945102,43842.58333,8.85902
43842.62500,2.4,43842.62500,211.315,43842.62500,0.791275,43842.62500,0.852259,43842.62500,0.905253,43842.62500,0,43842.62500,0.85841,43842.62500,0.933375,43842.62500,8.89652
43842.66667,0,43842.66667,51.135,43842.66667,0.790342,43842.66667,0.851338,43842.66667,0.904337,43842.66667,0,43842.66667,0.826346,43842.66667,0.924039,43842.66667,9.03167
43842.70833,0,43842.70833,37.1768,43842.70833,0.788781,43842.70833,0.849778,43842.70833,0.902777,43842.70833,0,43842.70833,0.874559,43842.70833,0.96283,43842.70833,9.08658
43842.75000,0,43842.75000,23.2187,43842.75000,0.78722,43842.75000,0.848218,43842.75000,0.901217,43842.75000,0,43842.75000,0.790761,43842.75000,0.920521,43842.75000,9.1415
43842.79167,0,43842.79167,20.0376,43842.79167,0.786632,43842.79167,0.84763,43842.79167,0.900629,43842.79167,0,43842.79167,0.850853,43842.79167,0.982168,43842.79167,9.16899
43842.83333,0,43842.83333,17.0766,43842.83333,0.786063,43842.83333,0.847062,43842.83333,0.900061,43842.83333,0,43842.83333,0.847271,43842.83333,0.904758,43842.83333,9.19592
43842.87500,0,43842.87500,14.1155,43842.87500,0.785495,43842.87500,0.846494,43842.87500,0.899494,43842.87500,0,43842.87500,0.865762,43842.87500,1.01062,43842.87500,9.22284
43842.91667,0,43842.91667,13.1269,43842.91667,0.785313,43842.91667,0.846312,43842.91667,0.899312,43842.91667,0,43842.91667,0.89264,43842.91667,1.01957,43842.91667,9.23251
43842.95833,0,43842.95833,12.6947,43842.95833,0.78524,43842.95833,0.846239,43842.95833,0.899239,43842.95833,0,43842.95833,0.910665,43842.95833,1.04277,43842.95833,9.23731
43843.00000,0,43843.00000,10.3763,43843.00000,0.78476,43843.00000,0.845759,43843.00000,0.898759,43843.00000,0,43843.00000,0.867988,43843.00000,0.992316,43843.00000,9.26788
43843.00000,0,43843.00000,8.94738,43843.00000,0.784364,43843.00000,0.845363,43843.00000,0.898363,43843.00000,0,43843.00000,0.86755,43843.00000,0.991879,43843.00000,9.29194
43843.04167,0,43843.04167,7.09451,43843.04167,0.783642,43843.04167,0.844641,43843.04167,0.897641,43843.04167,0,43843.04167,0.874376,43843.04167,0.997085,43843.04167,9.33406
43843.08333,0,43843.08333,5.43923,43843.08333,0.782652,43843.08333,0.843652,43843.08333,0.896652,43843.08333,0,43843.08333,0.885142,43843.08333,0.897677,43843.08333,9.38944
