t, Precipitation (mm/day),t, Wetland inflow (m3/day),t, Wetland inlet stage (m),t, Wetland mid-stage (m),t, Wetland outlet stage (m),t, Wetland outflow (m3/day),t, Wetland Cell 1 Water depth (m),t, Wetland Cell 6 Water depth (m),t, HRT
44199.54167,30,44199.54167,1352.27,44199.54167,0.898032,44199.54167,0.958929,44199.54167,1.01186,44199.54167,304.643,44199.54167,0.828132,44199.54167,0.937704,44199.54167,6.48573
44199.58333,20.4,44199.58333,1089.63,44199.58333,0.91086,44199.58333,0.97177,44199.58333,1.02469,44199.58333,383.627,44199.58333,0.92678,44199.58333,0.883268,44199.58333,6.41994
44199.62500,7.2,44199.62500,623.205,44199.62500,0.916247,44199.62500,0.977184,44199.62500,1.03011,44199.62500,469.964,44199.62500,0.92482,44199.62500,0.936127,44199.62500,6.34926
44199.66667,1.2,44199.66667,254.281,44199.66667,0.914729,44199.66667,0.975691,44199.66667,1.02863,44199.66667,453.95,44199.66667,0.897343,44199.66667,0.928336,44199.66667,6.29182
44199.70833,6,44199.70833,222.271,44199.70833,0.911687,44199.70833,0.972652,44199.70833,1.02559,44199.70833,402.438,44199.70833,0.769603,44199.70833,0.906491,44199.70833,6.24614
44199.75000,15.6,44199.75000,447.983,44199.75000,0.910991,44199.75000,0.971942,44199.75000,1.02488,44199.75000,368.634,44199.75000,0.841022,44199.75000,0.887215,44199.75000,6.20226
44199.79167,18,44199.79167,738.407,44199.79167,0.914983,44199.79167,0.975914,44199.79167,1.02884,44199.79167,389.847,44199.79167,0.871336,44199.79167,0.946652,44199.79167,6.14849
44199.83333,12,44199.83333,630.079,44199.83333,0.918368,44199.83333,0.979304,44199.83333,1.03223,44199.83333,401.545,44199.83333,0.882913,44199.83333,1.00895,44199.83333,6.088
44199.87500,8.4,44199.87500,475.412,44199.87500,0.919213,44199.87500,0.980158,44199.87500,1.03309,44199.87500,424.146,44199.87500,0.977547,44199.87500,0.974685,44199.87500,6.02794
44199.91667,3.6,44199.91667,318.088,44199.91667,0.917969,44199.91667,0.978925,44199.91667,1.03186,44199.91667,374.192,44199.91667,0.867783,44199.91667,1.04431,44199.91667,5.97395
44199.95833,0,44199.95833,130.749,44199.95833,0.913315,44199.95833,0.974285,44199.95833,1.02723,44199.95833,357.524,44199.95833,0.882957,44199.95833,0.989533,44199.95833,5.9246
44200.00000,0,44200.00000,78.8938,44200.00000,0.90969,44200.00000,0.970664,44200.00000,1.02361,44200.00000,343.322,44200.00000,0.903064,44200.00000,1.05199,44200.00000,5.89867
44200.00000,0,44200.00000,57.838,44200.00000,0.907037,44200.00000,0.968014,44200.00000,1.02096,44200.00000,322.961,44200.00000,0.90043,44200.00000,1.04927,44200.00000,5.88384
44200.04167,0,44200.04167,37.1817,44200.04167,0.902584,44200.04167,0.963565,44200.04167,1.01652,44200.04167,316.649,44200.04167,0.891525,44200.04167,1.04527,44200.04167,5.86534
44200.08333,0,44200.08333,23.5008,44200.08333,0.897245,44200.08333,0.958228,44200.08333,1.01119,44200.08333,299.986,44200.08333,0.823077,44200.08333,1.06725,44200.08333,5.85253
44200.12500,0,44200.12500,16.7797,44200.12500,0.893199,44200.12500,0.954184,44200.12500,1.00715,44200.12500,264.751,44200.12500,0.911227,44200.12500,1.01445,44200.12500,5.84858
44200.16667,0,44200.16667,12.7726,44200.16667,0.889819,44200.16667,0.950805,44200.16667,1.00377,44200.16667,256.41,44200.16667,0.747018,44200.16667,1.018,44200.16667,5.84948
44200.20833,0,44200.20833,9.96013,44200.20833,0.886681,44200.20833,0.947669,44200.20833,1.00064,44200.20833,232.707,44200.20833,0.711531,44200.20833,0.986454,44200.20833,5.85398
44200.25000,0,44200.25000,7.92702,44200.25000,0.883766,44200.25000,0.944754,44200.25000,0.997727,44200.25000,217.968,44200.25000,0.804256,44200.25000,0.984505,44200.25000,5.86164
44200.29167,0,44200.29167,6.41967,44200.29167,0.881051,44200.29167,0.94204,44200.29167,0.995015,44200.29167,201.645,44200.29167,0.852481,44200.29167,1.01996,44200.29167,5.87208
44200.33333,0,44200.33333,5.27771,44200.33333,0.878518,44200.33333,0.939508,44200.33333,0.992485,44200.33333,180.061,44200.33333,0.8327,44200.33333,0.979008,44200.33333,5.88497
44200.37500,0,44200.37500,4.3962,44200.37500,0.876151,44200.37500,0.937142,44200.37500,0.99012,44200.37500,157.296,44200.37500,0.862409,44200.37500,0.993938,44200.37500,5.90003
44200.41667,0,44200.41667,3.70441,44200.41667,0.873933,44200.41667,0.934925,44200.41667,0.987905,44200.41667,160.633,44200.41667,0.879763,44200.41667,1.0259,44200.41667,5.91702
44200.45833,0,44200.45833,3.15351,44200.45833,0.871852,44200.45833,0.932844,44200.45833,0.985825,44200.45833,153.948,44200.45833,0.95323,44200.45833,1.02441,44200.45833,5.93575
44200.50000,0,44200.50000,2.70907,44200.50000,0.869892,44200.50000,0.930885,44200.50000,0.983867,44200.50000,139.914,44200.50000,0.89238,44200.50000,1.0477,44200.50000,5.95604
44200.54167,0,44200.54167,2.34632,44200.54167,0.868019,44200.54167,0.929012,44200.54167,0.981996,44200.54167,139.777,44200.54167,0.963917,44200.54167,1.07292,44200.54167,5.97775
44200.58333,0,44200.58333,2.04712,44200.58333,0.866167,44200.58333,0.92716,44200.58333,0.980145,44200.58333,125.695,44200.58333,1.00026,44200.58333,1.04964,44200.58333,6.0008
44200.62500,0,44200.62500,1.798,44200.62500,0.86428,44200.62500,0.925274,44200.62500,0.97826,44200.62500,115.666,44200.62500,1.02327,44200.62500,0.895435,44200.62500,6.02514
44200.66667,0,44200.66667,1.58878,44200.66667,0.862345,44200.66667,0.92334,44200.66667,0.976326,44200.66667,110.971,44200.66667,1.00872,44200.66667,0.899056,44200.66667,6.05074
44200.70833,0,44200.70833,1.41168,44200.70833,0.860405,44200.70833,0.9214,44200.70833,0.974388,44200.70833,92.51,44200.70833,0.981643,44200.70833,0.843908,44200.70833,6.07754
44200.75000,0,44200.75000,1.26069,44200.75000,0.858583,44200.75000,0.919578,44200.75000,0.972567,44200.75000,78.0663,44200.75000,0.944808,44200.75000,0.789148,44200.75000,6.10542
44200.79167,0,44200.79167,1.13111,44200.79167,0.856988,44200.79167,0.917984,44200.79167,0.970973,44200.79167,71.6599,44200.79167,0.949874,44200.79167,0.854182,44200.79167,6.13423
44200.83333,0,44200.83333,1.01921,44200.83333,0.855613,44200.83333,0.916609,44200.83333,0.969599,44200.83333,65.5774,44200.83333,0.908474,44200.83333,0.865834,44200.83333,6.16381
44200.87500,0,44200.87500,0.922049,44200.87500,0.85439,44200.87500,0.915386,44200.87500,0.968376,44200.87500,61.4962,44200.87500,0.928354,44200.87500,0.887507,44200.87500,6.19406
44200.91667,0,44200.91667,0.845709,44200.91667,0.853397,44200.91667,0.914393,44200.91667,0.967383,44200.91667,61.9335,44200.91667,0.906349,44200.91667,0.87982,44200.91667,6.2212
44200.95833,0,44200.95833,0.801553,44200.95833,0.852808,44200.95833,0.913804,44200.95833,0.966795,44200.95833,58.1266,44200.95833,0.967126,44200.95833,0.985599,44200.95833,6.23832
44201.00000,0,44201.00000,0.743152,44201.00000,0.851988,44201.00000,0.912985,44201.00000,0.965976,44201.00000,59.8661,44201.00000,0.881568,44201.00000,0.937566,44201.00000,6.26329
44201.00000,0,44201.00000,0.704747,44201.00000,0.851408,44201.00000,0.912405,44201.00000,0.965396,44201.00000,58.2113,44201.00000,0.880968,44201.00000,0.937003,44201.00000,6.28172
44201.04167,0,44201.04167,0.644093,44201.04167,0.850434,44201.04167,0.911431,44201.04167,0.964423,44201.04167,54.4589,44201.04167,0.78362,44201.04167,0.956161,44201.04167,6.31438
44201.08333,0,44201.08333,0.576075,44201.08333,0.849222,44201.08333,0.910219,44201.08333,0.963211,44201.08333,51.7838,44201.08333,0.827349,44201.08333,0.954329,44201.08333,6.3581
44201.12500,0,44201.12500,0.526853,44201.12500,0.848262,44201.12500,0.909259,44201.12500,0.962252,44201.12500,48.3494,44201.12500,0.758643,44201.12500,0.947236,44201.12500,6.39482
44201.16667,0,44201.16667,0.487232,44201.16667,0.847427,44201.16667,0.908424,44201.16667,0.961417,44201.16667,48.2648,44201.16667,0.718131,44201.16667,0.955176,44201.16667,6.42844
44201.20833,0,44201.20833,0.451623,44201.20833,0.846622,44201.20833,0.907619,44201.20833,0.960612,44201.20833,46.2686,44201.20833,0.756364,44201.20833,0.968741,44201.20833,6.4624
44201.25000,0,44201.25000,0.419519,44201.25000,0.845844,44201.25000,0.906842,44201.25000,0.959835,44201.25000,48.8213,44201.25000,0.83533,44201.25000,0.926938,44201.25000,6.49668
44201.29167,0,44201.29167,0.390494,44201.29167,0.845093,44201.29167,0.906091,44201.29167,0.959085,44201.29167,47.613,44201.29167,0.806153,44201.29167,1.01234,44201.29167,6.53125
44201.33333,0,44201.33333,0.36418,44201.33333,0.844367,44201.33333,0.905365,44201.33333,0.958359,44201.33333,45.2736,44201.33333,0.775039,44201.33333,0.984127,44201.33333,6.56611
44201.37500,0,44201.37500,0.340262,44201.37500,0.843664,44201.37500,0.904662,44201.37500,0.957656,44201.37500,45.167,44201.37500,0.765802,44201.37500,0.982667,44201.37500,6.60123
44201.41667,0.0311501,44201.41667,0.358995,44201.41667,0.843293,44201.41667,0.90429,44201.41667,0.957285,44201.41667,41.8683,44201.41667,0.730511,44201.41667,0.891667,44201.41667,6.62018
44201.45833,1.2,44201.45833,3.71244,44201.45833,0.84286,44201.45833,0.903858,44201.45833,0.956852,44201.45833,42.9774,44201.45833,0.73662,44201.45833,0.887946,44201.45833,6.64438
44201.50000,2.4,44201.50000,42.8346,44201.50000,0.842676,44201.50000,0.903671,44201.50000,0.956665,44201.50000,43.751,44201.50000,0.851918,44201.50000,0.890748,44201.50000,6.69682
44201.54167,2.4,44201.54167,55.767,44201.54167,0.842778,44201.54167,0.903772,44201.54167,0.956765,44201.54167,38.9155,44201.54167,0.798108,44201.54167,0.885942,44201.54167,6.71249
44201.58333,2.4,44201.58333,77.4727,44201.58333,0.843226,44201.58333,0.904219,44201.58333,0.957211,44201.58333,40.347,44201.58333,0.856755,44201.58333,0.914776,44201.58333,6.74613
44201.62500,2.4,44201.62500,93.9293,44201.62500,0.844212,44201.62500,0.905203,44201.62500,0.958195,44201.62500,43.544,44201.62500,0.876236,44201.62500,0.863183,44201.62500,6.79464
44201.66667,2.4,44201.66667,97.8725,44201.66667,0.84458,44201.66667,0.905571,44201.66667,0.958563,44201.66667,45.1595,44201.66667,0.895333,44201.66667,0.865949,44201.66667,6.81218
44201.70833,2.4,44201.70833,102.597,44201.70833,0.845227,44201.70833,0.906217,44201.70833,0.959209,44201.70833,46.4911,44201.70833,0.852662,44201.70833,0.851144,44201.70833,6.84466
44201.75000,2.4,44201.75000,105.689,44201.75000,0.846251,44201.75000,0.907241,44201.75000,0.960232,44201.75000,48.7981,44201.75000,0.863681,44201.75000,0.905311,44201.75000,6.89534
44201.79167,2.4,44201.79167,106.22,44201.79167,0.846551,44201.79167,0.907541,44201.79167,0.960531,44201.79167,49.0728,44201.79167,0.844945,44201.79167,0.97512,44201.79167,6.90821
44201.83333,3.6,44201.83333,121.581,44201.83333,0.847409,44201.83333,0.908398,44201.83333,0.961388,44201.83333,50.4235,44201.83333,0.841871,44201.83333,0.945671,44201.83333,6.93906
44201.87500,3.6,44201.87500,152.108,44201.87500,0.84882,44201.87500,0.909806,44201.87500,0.962795,44201.87500,47.2925,44201.87500,0.950598,44201.87500,0.889934,44201.87500,6.96835
44201.91667,2.4,44201.91667,131.364,44201.91667,0.850053,44201.91667,0.911041,44201.91667,0.96403,44201.91667,53.9484,44201.91667,0.900453,44201.91667,0.871688,44201.91667,6.99785
44201.95833,1.2,44201.95833,105.485,44201.95833,0.850926,44201.95833,0.911916,44201.95833,0.964905,44201.95833,59.5235,44201.95833,0.940452,44201.95833,0.873367,44201.95833,7.02713
44202.00000,0.48,44202.00000,67.8699,44202.00000,0.851152,44202.00000,0.912144,44202.00000,0.965134,44202.00000,64.3471,44202.00000,0.939578,44202.00000,0.784057,44202.00000,7.05708
44202.00000,0,44202.00000,50.7351,44202.00000,0.851055,44202.00000,0.912048,44202.00000,0.965039,44202.00000,64.0461,44202.00000,0.939471,44202.00000,0.78398,44202.00000,7.07474
44202.04167,0,44202.04167,33.2314,44202.04167,0.850623,44202.04167,0.911617,44202.04167,0.964608,44202.04167,61.5063,44202.04167,0.994247,44202.04167,0.801786,44202.04167,7.10599
44202.08333,0,44202.08333,21.3409,44202.08333,0.849819,44202.08333,0.910814,44202.08333,0.963806,44202.08333,56.979,44202.08333,0.90796,44202.08333,0.851062,44202.08333,7.14786
44202.12500,0,44202.12500,15.3991,44202.12500,0.849076,44202.12500,0.910072,44202.12500,0.963064,44202.12500,61.191,44202.12500,0.865025,44202.12500,0.852009,44202.12500,7.18311
44202.16667,0,44202.16667,11.8131,44202.16667,0.848376,44202.16667,0.909372,44202.16667,0.962364,44202.16667,57.4375,44202.16667,0.879928,44202.16667,0.835034,44202.16667,7.21547
44202.20833,0,44202.20833,9.27214,44202.20833,0.847664,44202.20833,0.908661,44202.20833,0.961654,44202.20833,54.4808,44202.20833,0.967807,44202.20833,0.784592,44202.20833,7.24824
44202.25000,0,44202.25000,7.42048,44202.25000,0.846952,44202.25000,0.907949,44202.25000,0.960942,44202.25000,54.8636,44202.25000,0.893587,44202.25000,0.732461,44202.25000,7.2814
44202.29167,0,44202.29167,6.03833,44202.29167,0.846246,44202.29167,0.907242,44202.29167,0.960236,44202.29167,52.299,44202.29167,0.8486,44202.29167,0.768423,44202.29167,7.31493
44202.33333,0,44202.33333,4.98501,44202.33333,0.845548,44202.33333,0.906545,44202.33333,0.959539,44202.33333,48.5843,44202.33333,0.829331,44202.33333,0.794904,44202.33333,7.34881
44202.37500,0,44202.37500,4.16765,44202.37500,0.844863,44202.37500,0.90586,44202.37500,0.958854,44202.37500,44.6124,44202.37500,0.831409,44202.37500,0.771439,44202.37500,7.38301
44202.41667,0,44202.41667,3.5232,44202.41667,0.844191,44202.41667,0.905189,44202.41667,0.958183,44202.41667,43.5421,44202.41667,0.875815,44202.41667,0.834913,44202.41667,7.41754
44202.45833,0,44202.45833,3.0079,44202.45833,0.843534,44202.45833,0.904532,44202.45833,0.957526,44202.45833,40.7286,44202.45833,0.812617,44202.45833,0.870393,44202.45833,7.45235
44202.50000,0,44202.50000,2.59063,44202.50000,0.84289,44202.50000,0.903888,44202.50000,0.956882,44202.50000,39.0186,44202.50000,0.924045,44202.50000,0.830658,44202.50000,7.48744
44202.54167,0,44202.54167,2.24894,44202.54167,0.842237,44202.54167,0.903235,44202.54167,0.95623,44202.54167,34.3491,44202.54167,0.843299,44202.54167,0.869828,44202.54167,7.5228
44202.58333,0,44202.58333,1.96627,44202.58333,0.841531,44202.58333,0.902529,44202.58333,0.955524,44202.58333,33.8711,44202.58333,0.835866,44202.58333,0.89972,44202.58333,7.55844
44202.62500,0,44202.62500,1.73027,44202.62500,0.840764,44202.62500,0.901762,44202.62500,0.954757,44202.62500,32.1173,44202.62500,0.831414,44202.62500,0.947607,44202.62500,7.59436
44202.66667,0,44202.66667,1.53158,44202.66667,0.839975,44202.66667,0.900973,44202.66667,0.953968,44202.66667,32.6737,44202.66667,0.760813,44202.66667,0.95259,44202.66667,7.63056
44202.70833,0,44202.70833,1.36302,44202.70833,0.839162,44202.70833,0.90016,44202.70833,0.953156,44202.70833,30.3563,44202.70833,0.749698,44202.70833,0.93548,44202.70833,7.66704
44202.75000,0,44202.75000,1.21901,44202.75000,0.838291,44202.75000,0.899289,44202.75000,0.952285,44202.75000,28.7068,44202.75000,0.701819,44202.75000,0.921735,44202.75000,7.7038
44202.79167,0,44202.79167,1.09518,44202.79167,0.837381,44202.79167,0.898379,44202.79167,0.951375,44202.79167,28.0312,44202.79167,0.681328,44202.79167,0.95877,44202.79167,7.74085
44202.83333,0,44202.83333,0.988061,44202.83333,0.836536,44202.83333,0.897534,44202.83333,0.950531,44202.83333,26.4491,44202.83333,0.653806,44202.83333,0.952133,44202.83333,7.77815
44202.87500,0,44202.87500,0.894895,44202.87500,0.835853,44202.87500,0.896852,44202.87500,0.949848,44202.87500,25.2645,44202.87500,0.646226,44202.87500,0.978092,44202.87500,7.81567
44202.91667,0,44202.91667,0.821613,44202.91667,0.835378,44202.91667,0.896376,44202.91667,0.949373,44202.91667,22.2582,44202.91667,0.702507,44202.91667,0.973777,44202.91667,7.84892
44202.95833,0,44202.95833,0.779294,44202.95833,0.835122,44202.95833,0.896121,44202.95833,0.949117,44202.95833,22.6816,44202.95833,0.684354,44202.95833,0.966087,44202.95833,7.86974
44203.00000,0,44203.00000,0.723599,44203.00000,0.83477,44203.00000,0.895769,44203.00000,0.948765,44203.00000,22.8716,44203.00000,0.733088,44203.00000,0.985924,44203.00000,7.89986
44203.00000,0,44203.00000,0.685778,44203.00000,0.834518,44203.00000,0.895517,44203.00000,0.948514,44203.00000,22.4599,44203.00000,0.732867,44203.00000,0.985663,44203.00000,7.92184
44203.04167,0,44203.04167,0.627344,44203.04167,0.834088,44203.04167,0.895086,44203.04167,0.948083,44203.04167,21.5902,44203.04167,0.759989,44203.04167,0.964426,44203.04167,7.96039
44203.08333,0,44203.08333,0.561711,44203.08333,0.833538,44203.08333,0.894537,44203.08333,0.947534,44203.08333,21.2708,44203.08333,0.732314,44203.08333,0.953725,44203.08333,8.01131
44203.12500,0,44203.12500,0.514153,44203.12500,0.833094,44203.12500,0.894093,44203.12500,0.94709,44203.12500,21.4114,44203.12500,0.707953,44203.12500,0.958965,44203.12500,8.05364
44203.16667,0,44203.16667,0.47583,44203.16667,0.8327,44203.16667,0.893699,44203.16667,0.946696,44203.16667,20.5463,44203.16667,0.715708,44203.16667,0.903956,44203.16667,8.09205
44203.20833,0,44203.20833,0.44135,44203.20833,0.832315,44203.20833,0.893314,44203.20833,0.946311,44203.20833,19.7953,44203.20833,0.729177,44203.20833,0.935124,44203.20833,8.13057
44203.25000,0,44203.25000,0.410234,44203.25000,0.831937,44203.25000,0.892936,44203.25000,0.945933,44203.25000,19.3968,44203.25000,0.773628,44203.25000,0.910036,44203.25000,8.16918
44203.29167,0,44203.29167,0.382079,44203.29167,0.831566,44203.29167,0.892565,44203.29167,0.945563,44203.29167,18.6496,44203.29167,0.824706,44203.29167,0.927941,44203.29167,8.20787
44203.33333,0,44203.33333,0.356533,44203.33333,0.831203,44203.33333,0.892202,44203.33333,0.9452,44203.33333,17.1089,44203.33333,0.763744,44203.33333,0.946169,44203.33333,8.24666
44203.37500,0,44203.37500,0.333295,44203.37500,0.830847,44203.37500,0.891846,44203.37500,0.944844,44203.37500,15.9524,44203.37500,0.743594,44203.37500,0.898283,44203.37500,8.28552
44203.41667,0,44203.41667,0.312107,44203.41667,0.830498,44203.41667,0.891497,44203.41667,0.944494,44203.41667,16.0105,44203.41667,0.793012,44203.41667,0.889497,44203.41667,8.32447
44203.45833,0,44203.45833,0.292742,44203.45833,0.830155,44203.45833,0.891154,44203.45833,0.944152,44203.45833,15.7636,44203.45833,0.812776,44203.45833,0.978545,44203.45833,8.36349
44203.50000,0,44203.50000,0.275005,44203.50000,0.829815,44203.50000,0.890814,44203.50000,0.943812,44203.50000,15.1284,44203.50000,0.850054,44203.50000,0.979191,44203.50000,8.40259
44203.54167,0,44203.54167,0.258725,44203.54167,0.829434,44203.54167,0.890433,44203.54167,0.943431,44203.54167,13.4499,44203.54167,0.895374,44203.54167,1.06047,44203.54167,8.44176
44203.58333,0,44203.58333,0.243753,44203.58333,0.828925,44203.58333,0.889924,44203.58333,0.942922,44203.58333,12.0857,44203.58333,0.858108,44203.58333,1.01999,44203.58333,8.48103
44203.62500,0,44203.62500,0.229958,44203.62500,0.828241,44203.62500,0.88924,44203.62500,0.942238,44203.62500,11.06,44203.62500,0.823795,44203.62500,1.03509,44203.62500,8.52042
44203.66667,0,44203.66667,0.217223,44203.66667,0.827408,44203.66667,0.888408,44203.66667,0.941406,44203.66667,10.702,44203.66667,0.798114,44203.66667,1.05581,44203.66667,8.55996
44203.70833,0,44203.70833,0.205448,44203.70833,0.826489,44203.70833,0.887488,44203.70833,0.940486,44203.70833,9.97669,44203.70833,0.756575,44203.70833,0.975828,44203.70833,8.59965
44203.75000,0,44203.75000,0.19454,44203.75000,0.825558,44203.75000,0.886557,44203.75000,0.939556,44203.75000,9.4619,44203.75000,0.901115,44203.75000,1.03583,44203.75000,8.6395
44203.79167,0,44203.79167,0.184421,44203.79167,0.824698,44203.79167,0.885697,44203.79167,0.938696,44203.79167,8.37679,44203.79167,0.881303,44203.79167,1.04865,44203.79167,8.6795
44203.83333,0,44203.83333,0.175019,44203.83333,0.823982,44203.83333,0.884982,44203.83333,0.93798,44203.83333,9.13042,44203.83333,0.84928,44203.83333,1.03321,44203.83333,8.71961
44203.87500,0,44203.87500,0.16627,44203.87500,0.823463,44203.87500,0.884463,44203.87500,0.937461,44203.87500,7.70255,44203.87500,0.818309,44203.87500,0.944956,44203.87500,8.75981
44203.91667,0,44203.91667,0.158998,44203.91667,0.823155,44203.91667,0.884154,44203.91667,0.937153,44203.91667,7.13482,44203.91667,0.857893,44203.91667,0.897461,44203.91667,8.79535
44203.95833,0,44203.95833,0.154633,44203.95833,0.823015,44203.95833,0.884015,44203.95833,0.937014,44203.95833,7.8595,44203.95833,0.891267,44203.95833,0.957208,44203.95833,8.81757
44204.00000,0,44204.00000,0.148614,44204.00000,0.822836,44204.00000,0.883835,44204.00000,0.936834,44204.00000,7.50749,44204.00000,0.92909,44204.00000,0.923214,44204.00000,8.84966
44204.00000,0,44204.00000,0.144455,44204.00000,0.822707,44204.00000,0.883707,44204.00000,0.936706,44204.00000,7.40233,44204.00000,0.928945,44204.00000,0.923087,44204.00000,8.87303
44204.04167,0,44204.04167,0.137587,44204.04167,0.822485,44204.04167,0.883485,44204.04167,0.936483,44204.04167,7.74163,44204.04167,0.913827,44204.04167,0.997046,44204.04167,8.91395
44204.08333,0,44204.08333,0.129312,44204.08333,0.822197,44204.08333,0.883197,44204.08333,0.936196,44204.08333,7.51947,44204.08333,0.918023,44204.08333,0.954672,44204.08333,8.96783
44204.12500,0,44204.12500,0.122959,44204.12500,0.821962,44204.12500,0.882962,44204.12500,0.935961,44204.12500,7.87213,44204.12500,1.01987,44204.12500,0.904449,44204.12500,9.01251
44204.16667,0,44204.16667,0.117581,44204.16667,0.821752,44204.16667,0.882752,44204.16667,0.935751,44204.16667,8.01046,44204.16667,0.960804,44204.16667,0.777494,44204.16667,9.05298
44204.20833,0,44204.20833,0.112524,44204.20833,0.821545,44204.20833,0.882545,44204.20833,0.935544,44204.20833,7.32778,44204.20833,0.980016,44204.20833,0.759482,44204.20833,9.09348
44204.25000,0,44204.25000,0.107765,44204.25000,0.82134,44204.25000,0.882339,44204.25000,0.935338,44204.25000,7.50909,44204.25000,0.91094,44204.25000,0.738697,44204.25000,9.134
44204.29167,0,44204.29167,0.103281,44204.29167,0.821137,44204.29167,0.882136,44204.29167,0.935136,44204.29167,7.0172,44204.29167,0.894486,44204.29167,0.741675,44204.29167,9.17455
44204.33333,0,44204.33333,0.0990532,44204.33333,0.820936,44204.33333,0.881936,44204.33333,0.934935,44204.33333,6.42451,44204.33333,0.826091,44204.33333,0.692037,44204.33333,9.21513
44204.37500,0,44204.37500,0.0950621,44204.37500,0.820738,44204.37500,0.881737,44204.37500,0.934736,44204.37500,6.46741,44204.37500,0.821567,44204.37500,0.683659,44204.37500,9.25573
44204.41667,0,44204.41667,0.0912913,44204.41667,0.820541,44204.41667,0.881541,44204.41667,0.93454,44204.41667,6.53477,44204.41667,0.854979,44204.41667,0.708246,44204.41667,9.29636
44204.45833,0,44204.45833,0.0877256,44204.45833,0.820348,44204.45833,0.881347,44204.45833,0.934346,44204.45833,6.23195,44204.45833,0.895691,44204.45833,0.842913,44204.45833,9.337
44204.50000,0,44204.50000,0.0843508,44204.50000,0.820154,44204.50000,0.881154,44204.50000,0.934153,44204.50000,5.32971,44204.50000,0.91358,44204.50000,0.84396,44204.50000,9.37768
44204.54167,0,44204.54167,0.081154,44204.54167,0.81994,44204.54167,0.880939,44204.54167,0.933939,44204.54167,5.21949,44204.54167,0.919364,44204.54167,0.789695,44204.54167,9.41837
44204.58333,0,44204.58333,0.0781235,44204.58333,0.819682,44204.58333,0.880682,44204.58333,0.933681,44204.58333,5.22113,44204.58333,0.943381,44204.58333,0.797647,44204.58333,9.45909
44204.62500,0,44204.62500,0.0752483,44204.62500,0.819395,44204.62500,0.880395,44204.62500,0.933394,44204.62500,4.9373,44204.62500,0.926591,44204.62500,0.783771,44204.62500,9.49984
44204.66667,0,44204.66667,0.0725183,44204.66667,0.819073,44204.66667,0.880073,44204.66667,0.933072,44204.66667,4.90276,44204.66667,0.884919,44204.66667,0.703771,44204.66667,9.54063
44204.70833,0,44204.70833,0.0699243,44204.70833,0.818682,44204.70833,0.879681,44204.70833,0.932681,44204.70833,4.19717,44204.70833,0.838135,44204.70833,0.76286,44204.70833,9.58145
44204.75000,0,44204.75000,0.0674577,44204.75000,0.818201,44204.75000,0.879201,44204.75000,0.9322,44204.75000,4.21915,44204.75000,0.800559,44204.75000,0.757903,44204.75000,9.62231
44204.79167,0,44204.79167,0.0651107,44204.79167,0.81766,44204.79167,0.878659,44204.79167,0.931659,44204.79167,3.75722,44204.79167,0.830076,44204.79167,0.769873,44204.79167,9.66322
44204.83333,0,44204.83333,0.0628759,44204.83333,0.817175,44204.83333,0.878175,44204.83333,0.931174,44204.83333,3.22263,44204.83333,0.916014,44204.83333,0.753914,44204.83333,9.70418
44204.87500,0,44204.87500,0.0607465,44204.87500,0.816836,44204.87500,0.877836,44204.87500,0.930835,44204.87500,3.167,44204.87500,0.877065,44204.87500,0.75374,44204.87500,9.74518
44204.91667,0,44204.91667,0.0589415,44204.91667,0.816634,44204.91667,0.877634,44204.91667,0.930633,44204.91667,3.47824,44204.91667,0.963293,44204.91667,0.792983,44204.91667,9.78139
44204.95833,0,44204.95833,0.0578439,44204.95833,0.816537,44204.95833,0.877537,44204.95833,0.930536,44204.95833,3.59425,44204.95833,0.995299,44204.95833,0.846182,44204.95833,9.80403
44205.00000,0,44205.00000,0.0563081,44205.00000,0.816412,44205.00000,0.877411,44205.00000,0.930411,44205.00000,3.9327,44205.00000,1.03369,44205.00000,0.888441,44205.00000,9.8367
44205.00000,0,44205.00000,0.0553484,44205.00000,0.816322,44205.00000,0.877322,44205.00000,0.930321,44205.00000,3.87924,44205.00000,1.03357,44205.00000,0.888355,44205.00000,9.86048
44205.04167,0,44205.04167,0.0535281,44205.04167,0.816166,44205.04167,0.877166,44205.04167,0.930165,44205.04167,3.58448,44205.04167,0.976411,44205.04167,0.935635,44205.04167,9.90211
44205.08333,0,44205.08333,0.051275,44205.08333,0.815963,44205.08333,0.876962,44205.08333,0.929962,44205.08333,3.59907,44205.08333,0.897552,44205.08333,0.941774,44205.08333,9.9569
44205.12500,0,44205.12500,0.0495046,44205.12500,0.815796,44205.12500,0.876795,44205.12500,0.929795,44205.12500,3.42757,44205.12500,0.910678,44205.12500,1.0311,44205.12500,10.0023
44205.16667,0,44205.16667,0.0479755,44205.16667,0.815645,44205.16667,0.876645,44205.16667,0.929645,44205.16667,3.67639,44205.16667,0.9158,44205.16667,1.02493,44205.16667,10.0434
44205.20833,0,44205.20833,0.0465114,44205.20833,0.815496,44205.20833,0.876496,44205.20833,0.929496,44205.20833,3.44928,44205.20833,0.82209,44205.20833,1.02488,44205.20833,10.0846
44205.25000,0,44205.25000,0.0451089,44205.25000,0.815348,44205.25000,0.876348,44205.25000,0.929347,44205.25000,3.38862,44205.25000,0.89376,44205.25000,0.936852,44205.25000,10.1257
