t,Obs_Underdrain flow (m3/day)_expression_noisy
40367.11,0
40367.12,0
40367.13,0
40367.14,0
40367.15,0
40367.16,0
40367.17,0
40367.18,0
40367.19,0
40367.2,0
40367.21,0
40367.22,0
40367.23,0
40367.24,0
40367.25,0
40367.26,0
40367.27,0
40367.28,0
40367.29,0
40367.3,0
40367.31,0
40367.32,0
40367.33,0
40367.34,0
40367.35,0
40367.36,0
40367.37,0
40367.38,0
40367.39,0
40367.4,0
40367.41,0
40367.42,0
40367.43,0
40367.44,0
40367.45,0
40367.46,0
40367.47,0
40367.48,0
40367.49,0
40367.5,0
40367.51,0
40367.52,0
40367.53,0
40367.54,0
40367.55,0
40367.56,0
40367.57,0
40367.58,0
40367.59,0
40367.6,0
40367.61,0
40367.62,0
40367.63,0
40367.64,0
40367.65,0
40367.66,0
40367.67,0
40367.68,0
40367.69,0
40367.7,0
40367.71,0
40367.72,0
40367.73,0
40367.74,0
40367.75,0
40367.76,0
40367.77,0
40367.78,0
40367.79,0
40367.8,0
40367.81,0
40367.82,0
40367.83,0
40367.84,0
40367.85,0
40367.86,0
40367.87,0
40367.88,0
40367.89,0
40367.9,0
40367.91,0
40367.92,0
40367.93,0
40367.94,0
40367.95,0
40367.96,0
40367.97,0
40367.98,0
40367.99,0
40368,0
40368.01,0
40368.02,0
40368.03,0
40368.04,0
40368.05,0
40368.06,0
40368.07,0
40368.08,0
40368.09,0
40368.1,0
40368.11,0
40368.12,0
40368.13,0
40368.14,0
40368.15,0
40368.16,0
40368.17,0
40368.18,0
40368.19,0
40368.2,0
40368.21,0
40368.22,0
40368.23,0
40368.24,0
40368.25,0
40368.26,0
40368.27,0
40368.28,0
40368.29,0
40368.3,0
40368.31,0
40368.32,0
40368.33,0
40368.34,0
40368.35,0
40368.36,0
40368.37,0
40368.38,0
40368.39,0
40368.4,0
40368.41,0
40368.42,0
40368.43,0
40368.44,0
40368.45,0
40368.46,0
40368.47,0
40368.48,0
40368.49,0
40368.5,0
40368.51,0
40368.52,0
40368.53,0
40368.54,0
40368.55,0
40368.56,0
40368.57,0
40368.58,0
40368.59,0
40368.6,0
40368.61,0
40368.62,0
40368.63,0
40368.64,0
40368.65,0
40368.66,0
40368.67,0
40368.68,0
40368.69,0
40368.7,0
40368.71,0
40368.72,0
40368.73,0
40368.74,0
40368.75,0
40368.76,0
40368.77,0
40368.78,0
40368.79,0
40368.8,0
40368.81,0
40368.82,0
40368.83,0
40368.84,0
40368.85,0
40368.86,0
40368.87,0
40368.88,0
40368.89,0
40368.9,0
40368.91,0
40368.92,0
40368.93,0
40368.94,0
40368.95,0
40368.96,0
40368.97,0
40368.98,0
40368.99,0
40369,0
40369.01,0
40369.02,0
40369.03,0
40369.04,0
40369.05,0
40369.06,0
40369.07,0
40369.08,0
40369.09,0
40369.1,0
40369.11,0
40369.12,0
40369.13,0
40369.14,0
40369.15,0
40369.16,0
40369.17,0
40369.18,0
40369.19,0
40369.2,0
40369.21,3.09890298673534E-07
40369.22,60.8253254766523
40369.23,435.097428050498
40369.24,439.947964524496
40369.25,378.210639499256
40369.26,290.963231169812
40369.27,177.332980986951
40369.28,121.356904357153
40369.29,105.918335640146
40369.3,119.857517575013
40369.31,141.514789054811
40369.32,169.133876103048
40369.33,204.81701060616
40369.34,239.226377908611
40369.35,264.82047810887
40369.36,276.805351743511
40369.37,246.175985249034
40369.38,205.800922901675
40369.39,143.485648613426
40369.4,99.7003712972965
40369.41,80.6078694407277
40369.42,76.9326820687634
40369.43,81.7000617269178
40369.44,86.5383155892354
40369.45,81.5894743047024
40369.46,67.1843872236508
40369.47,47.2744835382352
40369.48,1.43479337660606
40369.49,1.30232660705562
40369.5,1.18234775668551
40369.51,0.954963484366367
40369.52,0.798360823677161
40369.53,0.670001127678194
40369.54,0.515791166993571
40369.55,0.393649862958964
40369.56,0.26485906457946
40369.57,0.126668568882943
40369.58,0
40369.59,0
40369.6,0
40369.61,0
40369.62,0
40369.63,0
40369.64,0
40369.65,0
40369.66,0
40369.67,0
40369.68,0
40369.69,0
40369.7,0
40369.71,0
40369.72,0
40369.73,0
40369.74,0
40369.75,0
40369.76,0
40369.77,0
40369.78,0
40369.79,0
40369.8,0
40369.81,0
40369.82,0
40369.83,0
40369.84,0
40369.85,0
40369.86,0
40369.87,0
40369.88,0
40369.89,0
40369.9,0
40369.91,0
40369.92,0
40369.93,0
40369.94,0
40369.95,0
40369.96,0
40369.97,0
40369.98,0
40369.99,0
40370,0
40370.01,0
40370.02,0
40370.03,0
40370.04,0
40370.05,0
40370.06,0
40370.07,0
40370.08,0
40370.09,0
40370.1,0
40370.11,0
40370.12,0
40370.13,0
40370.14,0
40370.15,0
40370.16,0
40370.17,0
40370.18,0
40370.19,0
40370.2,0
40370.21,0
40370.22,0
40370.23,0
40370.24,0
40370.25,0
40370.26,0
40370.27,0
40370.28,0
40370.29,0
40370.3,0
40370.31,0
40370.32,0
40370.33,0
40370.34,0
40370.35,0
40370.36,0
40370.37,0
40370.38,0
40370.39,0
40370.4,0
40370.41,0
40370.42,0
40370.43,0
40370.44,0
40370.45,0
40370.46,0
40370.47,0
40370.48,0
40370.49,0
40370.5,0
40370.51,0
40370.52,0
40370.53,0
40370.54,0
40370.55,0
40370.56,0
40370.57,0
40370.58,0
40370.59,0
40370.6,0
40370.61,0
40370.62,0
40370.63,0
40370.64,0
40370.65,0
40370.66,0
40370.67,0
40370.68,0
40370.69,0
40370.7,0
40370.71,0
40370.72,0
40370.73,0
40370.74,0
40370.75,0
40370.76,0
40370.77,0
40370.78,0
40370.79,0
40370.8,0
40370.81,0
40370.82,0
40370.83,0
40370.84,0
40370.85,0
40370.86,0
40370.87,0
40370.88,0
40370.89,0
40370.9,0
40370.91,0
40370.92,0
40370.93,0
40370.94,0
40370.95,0
40370.96,0
40370.97,0
40370.98,0
40370.99,0
40371,0
40371.01,0
40371.02,0
40371.03,0
40371.04,0
40371.05,0
40371.06,0
40371.07,0
40371.08,0
40371.09,0
40371.1,0
40371.11,0
40371.12,0
40371.13,0
40371.14,0
40371.15,0
40371.16,0
40371.17,0
40371.18,0
40371.19,0
40371.2,0
40371.21,0
40371.22,0
40371.23,0
40371.24,0
40371.25,0
40371.26,0
40371.27,0
40371.28,0
40371.29,0
40371.3,0
40371.31,0
40371.32,0
40371.33,0
40371.34,0
40371.35,0
40371.36,0
40371.37,0
40371.38,0
40371.39,0
40371.4,0
40371.41,0
40371.42,0
40371.43,0
40371.44,0
40371.45,0
40371.46,0
40371.47,0
40371.48,0
40371.49,0
40371.5,0
40371.51,0
40371.52,0
40371.53,0
40371.54,0
40371.55,0
40371.56,0
40371.57,0
40371.58,0
40371.59,0
40371.6,0
40371.61,0
40371.62,0
40371.63,0
40371.64,0
40371.65,0
40371.66,2.38635203765186E-07
40371.67,47.001066997141
40371.68,57.1743397751207
40371.69,37.4421022839563
40371.7,26.5960893865283
40371.71,19.2605924413449
40371.72,12.5337948919455
40371.73,5.43045367141249
40371.74,4.1262049718559
40371.75,2.85001489127842
40371.76,1.61116441783252
40371.77,1.39694884203707
40371.78,1.07402000317567
40371.79,0.745225544715699
40371.8,0.433628365268414
40371.81,0.349724155683744
40371.82,0.279645903725877
40371.83,0.211322452667148
40371.84,0.144244443595422
40371.85,3.82261776831786
40371.86,9.40791283496394
40371.87,50.1845956575117
40371.88,128.153589622654
40371.89,208.059224506437
40371.9,249.820157834276
40371.91,228.964260607244
40371.92,186.949102835335
40371.93,122.931110911171
40371.94,19.3628497368617
40371.95,17.1356159855247
40371.96,14.6773222699778
40371.97,12.2194698192494
40371.98,10.5007102880305
40371.99,6.47623663081742
40372,7.40053806923019
40372.01,12.8346538424857
40372.02,21.8362107643436
40372.03,26.3166825370417
40372.04,26.6303568555445
40372.05,22.1526138471492
40372.06,16.83153880043
40372.07,2.34171874974976
40372.08,2.07993869842779
40372.09,1.83518842734749
40372.1,1.70250196592954
40372.11,1.38770650750247
40372.12,1.19024006483902
40372.13,0.939407880180566
40372.14,0.696821679021096
40372.15,0.451173475724703
40372.16,0.232710383677021
40372.17,0
40372.18,0
40372.19,0
40372.2,0
40372.21,0
40372.22,0
40372.23,0
40372.24,0
40372.25,0
40372.26,0
40372.27,0
40372.28,0
40372.29,0
40372.3,0
40372.31,0
40372.32,0
40372.33,0
40372.34,0
40372.35,0
40372.36,0
40372.37,0
40372.38,0
40372.39,0
40372.4,0
40372.41,0
40372.42,0
40372.43,0
40372.44,0
40372.45,0
40372.46,0
40372.47,0
40372.48,0
40372.49,0
40372.5,0
40372.51,0
40372.52,0
40372.53,0
40372.54,0
40372.55,0
40372.56,0
40372.57,0
40372.58,0
40372.59,0
40372.6,0
40372.61,0
40372.62,0
40372.63,0
40372.64,0
40372.65,0
40372.66,0
40372.67,0
40372.68,0
40372.69,0
40372.7,0
40372.71,0
40372.72,0
40372.73,0
40372.74,0
40372.75,0
40372.76,2.70234248561273E-07
40372.77,52.2390452027124
40372.78,180.682594168998
40372.79,383.929548721992
40372.8,581.57721497072
40372.81,788.186979072856
40372.82,866.941019684375
40372.83,793.606027114183
40372.84,710.079892834918
40372.85,446.930991206815
40372.86,89.014224398685
40372.87,74.4653559012236
40372.88,64.1469078750713
40372.89,52.9205006873315
40372.9,44.1967784013129
40372.91,33.2466935646337
40372.92,23.6822573942004
40372.93,24.3877785909311
40372.94,24.1787747119586
40372.95,134.249330620302
40372.96,325.224942547918
40372.97,522.404683910541
40372.98,717.479349689434
40372.99,832.055990069777
40373,819.571301825276
40373.01,752.899323742811
40373.02,655.060054996734
40373.03,552.079552207138
40373.04,444.534505938308
40373.05,326.32900455283
40373.06,193.815376427031
40373.07,12.5521689119087
40373.08,12.0280567741537
40373.09,10.9373173000244
40373.1,9.62210843071379
40373.11,8.38605314889405
40373.12,7.28278351742956
40373.13,6.11444446435478
40373.14,4.75092346030095
40373.15,3.59968038190582
40373.16,2.40238096876355
40373.17,1.14991602483086
40373.18,0.981903060130819
40373.19,0.811494249156132
40373.2,0.681089252453573
40373.21,0.521672668153088
40373.22,0.372146334760798
40373.23,0.225263578318576
40373.24,0.0766403584968141
40373.25,0
40373.26,0
40373.27,0
40373.28,0
40373.29,0
40373.3,0
40373.31,0
40373.32,0
40373.33,0
40373.34,0
40373.35,0
40373.36,0
40373.37,0
40373.38,0
40373.39,0
40373.4,0
40373.41,0
40373.42,0
40373.43,0
40373.44,0
40373.45,0
40373.46,0
40373.47,0
40373.48,0
40373.49,0
40373.5,0
40373.51,0
40373.52,0
40373.53,0
40373.54,0
40373.55,0
40373.56,0
40373.57,0
40373.58,0
40373.59,0
40373.6,0
40373.61,0
40373.62,0
40373.63,0
40373.64,0
40373.65,0
40373.66,0
40373.67,0
40373.68,0
40373.69,0
40373.7,0
40373.71,0
40373.72,0
40373.73,0
40373.74,0
40373.75,0
40373.76,0
40373.77,0
40373.78,0
40373.79,0
40373.8,0
40373.81,0
40373.82,0
40373.83,0
40373.84,0
40373.85,0
40373.86,0
40373.87,0
40373.88,0
40373.89,0
40373.9,0
40373.91,0
40373.92,0
40373.93,0
40373.94,0
40373.95,0
40373.96,0
40373.97,0
40373.98,0
40373.99,0
40374,0
40374.01,0
40374.02,0
40374.03,0
40374.04,0
40374.05,0
40374.06,0
40374.07,0
40374.08,0
40374.09,0
40374.1,0
40374.11,0
40374.12,0
40374.13,0
40374.14,0
40374.15,0
40374.16,0
40374.17,0
40374.18,0
40374.19,0
40374.2,0
40374.21,0
40374.22,0
40374.23,0
40374.24,0
40374.25,0
40374.26,0
40374.27,0
40374.28,0
40374.29,0
40374.3,0
40374.31,0
40374.32,0
40374.33,0
40374.34,0
40374.35,0
40374.36,0
40374.37,0
40374.38,0
40374.39,0
40374.4,0
40374.41,0
40374.42,0
40374.43,0
40374.44,0
40374.45,0
40374.46,0
40374.47,0
40374.48,0
40374.49,0
40374.5,0
40374.51,0
40374.52,0
40374.53,0
40374.54,0
40374.55,0
40374.56,0
40374.57,0
40374.58,0
40374.59,0
40374.6,0
40374.61,0
40374.62,0
40374.63,0
40374.64,0
40374.65,0
40374.66,0
40374.67,0
40374.68,0
40374.69,0
40374.7,0
40374.71,0
40374.72,0
40374.73,0
40374.74,0
40374.75,0
40374.76,0
40374.77,0
40374.78,0
40374.79,0
40374.8,0
40374.81,0
40374.82,0
40374.83,0
40374.84,0
40374.85,0
40374.86,0
40374.87,0
40374.88,0
40374.89,0
40374.9,0
40374.91,0
40374.92,0
40374.93,0
40374.94,0
40374.95,0
40374.96,0
40374.97,0
40374.98,0
40374.99,0
40375,0
40375.01,0
40375.02,0
40375.03,0
40375.04,0
40375.05,0
40375.06,0
40375.07,0
40375.08,0
40375.09,0
40375.1,0
40375.11,0
40375.12,0
40375.13,0
40375.14,0
40375.15,0
40375.16,0
40375.17,0
40375.18,0
40375.19,0
40375.2,0
40375.21,0
40375.22,0
40375.23,0
40375.24,0
40375.25,0
40375.26,0
40375.27,0
40375.28,0
40375.29,0
40375.3,0
40375.31,0
40375.32,0
40375.33,0
40375.34,0
40375.35,0
40375.36,0
40375.37,0
40375.38,0
40375.39,0
40375.4,0
40375.41,0
40375.42,0
40375.43,0
40375.44,0
40375.45,0
40375.46,0
40375.47,0
40375.48,0
40375.49,0
40375.5,0
40375.51,0
40375.52,0
40375.53,0
40375.54,0
40375.55,0
40375.56,0
40375.57,0
40375.58,0
40375.59,0
40375.6,0
40375.61,0
40375.62,0
40375.63,0
40375.64,0
40375.65,0
40375.66,0
40375.67,0
40375.68,0
40375.69,0
40375.7,0
40375.71,0
40375.72,0
40375.73,0
40375.74,0
40375.75,0
40375.76,0
40375.77,0
40375.78,0
40375.79,0
40375.8,0
40375.81,0
40375.82,0
40375.83,0
40375.84,0
40375.85,0
40375.86,0
40375.87,0
40375.88,0
40375.89,0
40375.9,0
40375.91,0
40375.92,0
40375.93,0
40375.94,0
40375.95,0
40375.96,0
40375.97,0
40375.98,0
40375.99,0
40376,0
40376.01,0
40376.02,0
40376.03,0
40376.04,0
40376.05,0
40376.06,0
40376.07,0
40376.08,0
40376.09,0
40376.1,0
40376.11,0
40376.12,0
40376.13,0
40376.14,0
40376.15,0
40376.16,0
40376.17,0
40376.18,0
40376.19,0
40376.2,0
40376.21,0
40376.22,0
40376.23,0
40376.24,0
40376.25,0
40376.26,0
40376.27,0
40376.28,0
40376.29,0
40376.3,0
40376.31,0
40376.32,0
40376.33,0
40376.34,0
40376.35,0
40376.36,0
40376.37,0
40376.38,0
40376.39,0
40376.4,0
40376.41,0
40376.42,0
40376.43,0
40376.44,0
40376.45,0
40376.46,0
40376.47,0
40376.48,0
40376.49,0
40376.5,0
40376.51,0
40376.52,0
40376.53,0
40376.54,0
40376.55,0
40376.56,0
40376.57,0
40376.58,0
40376.59,0
40376.6,0
40376.61,0
40376.62,0
40376.63,0
40376.64,0
40376.65,0
40376.66,0
40376.67,0
40376.68,0
40376.69,0
40376.7,0
40376.71,0
40376.72,0
40376.73,0
40376.74,0
40376.75,0
40376.76,0
40376.77,0
40376.78,0
40376.79,0
40376.8,0
40376.81,0
40376.82,0
40376.83,0
40376.84,0
40376.85,0
40376.86,0
40376.87,0
40376.88,0
40376.89,0
40376.9,0
40376.91,0
40376.92,0
40376.93,0
40376.94,0
40376.95,0
40376.96,0
40376.97,0
40376.98,0
40376.99,0
40377,0
40377.01,0
40377.02,0
40377.03,0
40377.04,0
40377.05,0
40377.06,0
40377.07,0
40377.08,0
40377.09,0
40377.1,0
40377.11,0
40377.12,0
40377.13,0
40377.14,0
40377.15,0
40377.16,0
40377.17,0
40377.18,0
40377.19,0
40377.2,0
40377.21,0
40377.22,0
40377.23,0
40377.24,0
40377.25,0
40377.26,0
40377.27,0
40377.28,0
40377.29,0
40377.3,0
40377.31,0
40377.32,0
40377.33,0
40377.34,0
40377.35,0
40377.36,0
40377.37,0
40377.38,0
40377.39,0
40377.4,0
40377.41,0
40377.42,0
40377.43,0
40377.44,0
40377.45,0
40377.46,0
40377.47,0
40377.48,0
40377.49,0
40377.5,0
40377.51,0
40377.52,0
40377.53,0
40377.54,0
40377.55,0
40377.56,0
40377.57,0
40377.58,0
40377.59,0
40377.6,0
40377.61,0
40377.62,0
40377.63,0
40377.64,0
40377.65,0
40377.66,0
40377.67,0
40377.68,0
40377.69,0
40377.7,0
40377.71,0
40377.72,0
40377.73,0
40377.74,0
40377.75,0
40377.76,0
40377.77,0
40377.78,0
40377.79,0
40377.8,0
40377.81,0
40377.82,0
40377.83,0
40377.84,0
40377.85,0
40377.86,0
40377.87,0
40377.88,0
40377.89,0
40377.9,0
40377.91,0
40377.92,0
40377.93,0
40377.94,0
40377.95,0
40377.96,0
40377.97,0
40377.98,0
40377.99,0
40378,0
40378.01,0
40378.02,0
40378.03,0
40378.04,0
40378.05,0
40378.06,0
40378.07,0
40378.08,0
40378.09,0
40378.1,0
40378.11,0
40378.12,0
40378.13,0
40378.14,0
40378.15,0
40378.16,0
40378.17,0
40378.18,0
40378.19,0
40378.2,0
40378.21,0
40378.22,0
40378.23,0
40378.24,0
40378.25,0
40378.26,0
40378.27,0
40378.28,0
40378.29,0
40378.3,0
40378.31,0
40378.32,0
40378.33,0
40378.34,0
40378.35,0
40378.36,0
40378.37,0
40378.38,0
40378.39,0
40378.4,0
40378.41,0
40378.42,0
40378.43,0
40378.44,0
40378.45,0
40378.46,0
40378.47,0
40378.48,0
40378.49,0
40378.5,0
40378.51,0
40378.52,0
40378.53,0
40378.54,0
40378.55,0
40378.56,0
40378.57,0
40378.58,0
40378.59,0
40378.6,0
40378.61,0
40378.62,0
40378.63,0
40378.64,0
40378.65,0
40378.66,0
40378.67,0
40378.68,0
40378.69,0
40378.7,0
40378.71,0
40378.72,0
40378.73,0
40378.74,0
40378.75,0
40378.76,0
40378.77,0
40378.78,0
40378.79,0
40378.8,0
40378.81,0
40378.82,0
40378.83,0
40378.84,0
40378.85,0
40378.86,0
40378.87,0
40378.88,0
40378.89,0
40378.9,0
40378.91,0
40378.92,0
40378.93,0
40378.94,0
40378.95,0
40378.96,0
40378.97,0
40378.98,0
40378.99,0
40379,0
40379.01,0
40379.02,0
40379.03,0
40379.04,0
40379.05,0
40379.06,0
40379.07,0
40379.08,0
40379.09,0
40379.1,0
40379.11,0
40379.12,0
40379.13,0
40379.14,0
40379.15,0
40379.16,0
40379.17,0
40379.18,0
40379.19,0
40379.2,0
40379.21,0
40379.22,0
40379.23,0
40379.24,0
40379.25,0
40379.26,0
40379.27,0
40379.28,0
40379.29,0
40379.3,0
40379.31,0
40379.32,0
40379.33,0
40379.34,0
40379.35,0
40379.36,0
40379.37,0
40379.38,0
40379.39,0
40379.4,0
40379.41,0
40379.42,0
40379.43,0
40379.44,0
40379.45,0
40379.46,0
40379.47,0
40379.48,0
40379.49,0
40379.5,0
40379.51,0
40379.52,0
40379.53,0
40379.54,0
40379.55,0
40379.56,0
40379.57,0
40379.58,0
40379.59,0
40379.6,0
40379.61,0
40379.62,0
40379.63,0
40379.64,0
40379.65,0
40379.66,0
40379.67,0
40379.68,0
40379.69,0
40379.7,0
40379.71,0
40379.72,0
40379.73,0
40379.74,0
40379.75,0
40379.76,0
40379.77,0
40379.78,0
40379.79,0
40379.8,0
40379.81,0
40379.82,0
40379.83,0
40379.84,0
40379.85,0
40379.86,0
40379.87,0
40379.88,0
40379.89,0
40379.9,0
40379.91,0
40379.92,0
40379.93,0
40379.94,0
40379.95,0
40379.96,0
40379.97,0
40379.98,0
40379.99,0
40380,0
40380.01,0
40380.02,0
40380.03,0
40380.04,0
40380.05,0
40380.06,0
40380.07,0
40380.08,0
40380.09,0
40380.1,0
40380.11,0
40380.12,0
40380.13,0
40380.14,0
40380.15,0
40380.16,0
40380.17,0
40380.18,0
40380.19,0
40380.2,0
40380.21,0
40380.22,0
40380.23,0
40380.24,0
40380.25,0
40380.26,0
40380.27,0
40380.28,0
40380.29,0
40380.3,0
40380.31,0
40380.32,0
40380.33,0
40380.34,0
40380.35,0
40380.36,0
40380.37,0
40380.38,0
40380.39,0
40380.4,0
40380.41,0
40380.42,0
40380.43,0
40380.44,0
40380.45,0
40380.46,0
40380.47,0
40380.48,0
40380.49,0
40380.5,0
40380.51,0
40380.52,0
40380.53,0
40380.54,0
40380.55,0
40380.56,0
40380.57,0
40380.58,0
40380.59,0
40380.6,0
40380.61,0
40380.62,0
40380.63,0
40380.64,0
40380.65,0
40380.66,0
40380.67,0
40380.68,0
40380.69,0
40380.7,0
40380.71,0
40380.72,0
40380.73,0
40380.74,0
40380.75,0
40380.76,0
40380.77,0
40380.78,0
40380.79,0
40380.8,0
40380.81,0
40380.82,0
40380.83,0
40380.84,0
40380.85,0
40380.86,0
40380.87,0
40380.88,0
40380.89,0
40380.9,0
40380.91,0
40380.92,0
40380.93,0
40380.94,0
40380.95,0
40380.96,0
40380.97,0
40380.98,0
40380.99,0
40381,0
40381.01,0
40381.02,0
40381.03,0
40381.04,0
40381.05,0
40381.06,0
40381.07,0
40381.08,0
40381.09,0
40381.1,0
40381.11,0
40381.12,0
40381.13,0
40381.14,0
40381.15,0
40381.16,0
40381.17,0
40381.18,0
40381.19,0
40381.2,0
40381.21,0
40381.22,0
40381.23,0
40381.24,0
40381.25,0
40381.26,0
40381.27,0
40381.28,0
40381.29,0
40381.3,0
40381.31,0
40381.32,0
40381.33,0
40381.34,0
40381.35,0
40381.36,0
40381.37,0
40381.38,0
40381.39,0
40381.4,0
40381.41,0
40381.42,0
40381.43,0
40381.44,0
40381.45,0
40381.46,0
40381.47,0
40381.48,0
40381.49,0
40381.5,0
40381.51,0
40381.52,0
40381.53,0
40381.54,0
40381.55,0
40381.56,0
40381.57,0
40381.58,0
40381.59,0
40381.6,0
40381.61,0
40381.62,0
40381.63,0
40381.64,0
40381.65,0
40381.66,0
40381.67,0
40381.68,0
40381.69,0
40381.7,0
40381.71,0
40381.72,0
40381.73,0
40381.74,0
40381.75,0
40381.76,0
40381.77,0
40381.78,0
40381.79,0
40381.8,0
40381.81,0
40381.82,0
40381.83,0
40381.84,0
40381.85,0
40381.86,0
40381.87,0
40381.88,0
40381.89,0
40381.9,0
40381.91,0
40381.92,0
40381.93,0
40381.94,0
40381.95,0
40381.96,0
40381.97,0
40381.98,0
40381.99,0
40382,0
40382.01,0
40382.02,0
40382.03,0
40382.04,0
40382.05,0
40382.06,0
40382.07,0
40382.08,0
40382.09,0
40382.1,0
40382.11,0
40382.12,0
40382.13,0
40382.14,0
40382.15,0
40382.16,0
40382.17,0
40382.18,0
40382.19,0
40382.2,0
40382.21,0
40382.22,0
40382.23,0
40382.24,0
40382.25,0
40382.26,0
40382.27,0
40382.28,0
40382.29,0
40382.3,0
40382.31,0
40382.32,0
40382.33,0
40382.34,0
40382.35,0
40382.36,0
40382.37,0
40382.38,0
40382.39,0
40382.4,0
40382.41,0
40382.42,0
40382.43,0
40382.44,0
40382.45,0
40382.46,0
40382.47,0
40382.48,0
40382.49,0
40382.5,0
40382.51,0
40382.52,0
40382.53,0
40382.54,0
40382.55,0
40382.56,0
40382.57,0
40382.58,0
40382.59,0
40382.6,0
40382.61,0
40382.62,0
40382.63,0
40382.64,0
40382.65,0
40382.66,0
40382.67,0
40382.68,0
40382.69,0
40382.7,0
40382.71,0
40382.72,0
40382.73,0
40382.74,0
40382.75,0
40382.76,0
40382.77,0
40382.78,0
40382.79,0
40382.8,0
40382.81,0
40382.82,0
40382.83,0
40382.84,0
40382.85,0
40382.86,0
40382.87,0
40382.88,0
40382.89,0
40382.9,0
40382.91,0
40382.92,0
40382.93,0
40382.94,0
40382.95,0
40382.96,0
40382.97,0
40382.98,0
40382.99,0
40383,0
40383.01,0
40383.02,0
40383.03,0
40383.04,0
40383.05,0
40383.06,0
40383.07,0
40383.08,0
40383.09,0
40383.1,0
40383.11,0
40383.12,0
40383.13,0
40383.14,0
40383.15,0
40383.16,0
40383.17,0
40383.18,0
40383.19,0
40383.2,0
40383.21,0
40383.22,0
40383.23,0
40383.24,0
40383.25,0
40383.26,0
40383.27,0
40383.28,0
40383.29,0
40383.3,0
40383.31,0
40383.32,0
40383.33,0
40383.34,0
40383.35,0
40383.36,0
40383.37,0
40383.38,0
40383.39,0
40383.4,0
40383.41,0
40383.42,0
40383.43,0
40383.44,0
40383.45,0
40383.46,0
40383.47,0
40383.48,0
40383.49,0
40383.5,0
40383.51,0
40383.52,0
40383.53,0
40383.54,0
40383.55,0
40383.56,0
40383.57,0
40383.58,0
40383.59,0
40383.6,0
40383.61,0
40383.62,0
40383.63,0
40383.64,0
40383.65,0
40383.66,0
40383.67,0
40383.68,0
40383.69,0
40383.7,0
40383.71,0
40383.72,0
40383.73,0
40383.74,0
40383.75,0
40383.76,0
40383.77,0
40383.78,0
40383.79,0
40383.8,0
40383.81,0
40383.82,0
40383.83,0
40383.84,0
40383.85,0
40383.86,0
40383.87,0
40383.88,0
40383.89,0
40383.9,0
40383.91,0
40383.92,0
40383.93,0
40383.94,0
40383.95,0
40383.96,0
40383.97,0
40383.98,0
40383.99,0
40384,0
40384.01,0
40384.02,0
40384.03,0
40384.04,0
40384.05,0
40384.06,0
40384.07,0
40384.08,0
40384.09,0
40384.1,0
40384.11,0
40384.12,0
40384.13,0
40384.14,0
40384.15,0
40384.16,0
40384.17,0
40384.18,0
40384.19,0
40384.2,0
40384.21,0
40384.22,0
40384.23,0
40384.24,0
40384.25,0
40384.26,0
40384.27,0
40384.28,0
40384.29,0
40384.3,0
40384.31,0
40384.32,0
40384.33,0
40384.34,0
40384.35,0
40384.36,0
40384.37,0
40384.38,0
40384.39,0
40384.4,0
40384.41,0
40384.42,0
40384.43,0
40384.44,0
40384.45,0
40384.46,0
40384.47,0
40384.48,0
40384.49,0
40384.5,0
40384.51,0
40384.52,0
40384.53,0
40384.54,0
40384.55,0
40384.56,0
40384.57,0
40384.58,0
40384.59,0
40384.6,0
40384.61,0
40384.62,1.12203201601857E-06
40384.63,222.64228782567
40384.64,404.976902668501
40384.65,401.019880984384
40384.66,355.319339413352
40384.67,268.760955643182
40384.68,182.434533588552
40384.69,11.5787136044907
40384.7,10.2924766140524
40384.71,8.69388191723163
40384.72,7.81302202657783
40384.73,7.02285548573468
40384.74,6.00965507855824
40384.75,4.96566042478672
40384.76,3.87414164629639
40384.77,2.87794038093012
40384.78,1.78065336045119
40384.79,0.704645294100889
40384.8,0.625201835510171
40384.81,0.514136431538255
40384.82,0.431338661860208
40384.83,0.326033045995393
40384.84,0.238042472337735
40384.85,0.140726384572665
40384.86,0.0459487083797247
40384.87,0
40384.88,0
40384.89,0
40384.9,0
40384.91,0
40384.92,0
40384.93,0
40384.94,0
40384.95,0
40384.96,0
40384.97,0
40384.98,0
40384.99,0
40385,0
40385.01,0
40385.02,0
40385.03,0
40385.04,0
40385.05,0
40385.06,0
40385.07,0
40385.08,0
40385.09,0
40385.1,0
40385.11,0
40385.12,0
40385.13,0
40385.14,0
40385.15,0
40385.16,0
40385.17,0
40385.18,0
40385.19,0
40385.2,0
40385.21,0
40385.22,0
40385.23,0
40385.24,0
40385.25,0
40385.26,0
40385.27,0
40385.28,0
40385.29,0
40385.3,0
40385.31,0
40385.32,0
40385.33,0
40385.34,0
40385.35,0
40385.36,0
40385.37,0
40385.38,0
40385.39,0
40385.4,0
40385.41,0
40385.42,0
40385.43,0
40385.44,0
40385.45,0
40385.46,0
40385.47,0
40385.48,0
40385.49,0
40385.5,0
40385.51,0
40385.52,0
40385.53,0
40385.54,0
40385.55,0
40385.56,0
40385.57,0
40385.58,0
40385.59,0
40385.6,0
40385.61,0
40385.62,0
40385.63,0
40385.64,0
40385.65,0
40385.66,0
40385.67,0
40385.68,0
40385.69,0
40385.7,0
40385.71,0
40385.72,0
40385.73,0
40385.74,0
40385.75,0
40385.76,0
40385.77,0
