t,Obs_Pond water depth (m)_expression_noisy
40195.41,0.0115346797020237
40195.42,0.0142232750252126
40195.43,0.0157699980992814
40195.44,0.0179454215592362
40195.45,0.0208543675567509
40195.46,0.0228326268686832
40195.47,0.0275482621249746
40195.48,0.0306120359027556
40195.49,0.0301201376201478
40195.5,0.0275798183681769
40195.51,0.0239763747177851
40195.52,0.0196658595054354
40195.53,0.0160886556970015
40195.54,0.0128563547060371
40195.55,0.00996808072921004
40195.56,0.00696061960334442
40195.57,0.0052072030240243
40195.58,0.00417960277493638
40195.59,0.0035251740099658
40195.6,0.00283795557668975
40195.61,0.00198684901879345
40195.62,0.00188759846045512
40195.63,0.00183775944989837
40195.64,0.00176458797690352
40195.65,0.00171842322596584
40195.66,0.00157189621510367
40195.67,0.00135087348876542
40195.68,0.00108631037107101
40195.69,0.000325869560189695
40195.7,0.000366843914760116
40195.71,0.000379104833970483
40195.72,0.000408187432223987
40195.73,0.000429936098676204
40195.74,0.000455855978658281
40195.75,0.000480991875766213
40195.76,0.000500761984971787
40195.77,0.000532830294391423
40195.78,0.000524717600712663
40195.79,0.000924089198892759
40195.8,0.00148415364204878
40195.81,0.00208221017987033
40195.82,0.00221637269030946
40195.83,0.00216466695249956
40195.84,0.00175998750007449
40195.85,0.00129915454830399
40195.86,0.000326662951116504
40195.87,0.000306355586316867
40195.88,0.000286245288278638
40195.89,0.000256435171344807
40195.9,0.000259763743167131
40195.91,0.000239943394977232
40195.92,0.000227705988415042
40195.93,0.000212233740826309
40195.94,0.000204628902285594
40195.95,0.000192216700377188
40195.96,0.00018122146433024
40195.97,0.000180990783896328
40195.98,0.000178709512889761
40195.99,0.000172222771412189
40196,0.000169823216461423
40196.01,0.000155935010510612
40196.02,0.000153373666212455
40196.03,0.000149694205659874
40196.04,0.000144164773915434
40196.05,0.000132439114676643
40196.06,0.000130873531573463
40196.07,0.000121912792203581
40196.08,0.000117510163113843
40196.09,0.000105436835976533
40196.1,0.000101517015644045
40196.11,9.76646618116328E-05
40196.12,9.36471893283962E-05
40196.13,9.01101425848481E-05
40196.14,9.27642739688021E-05
40196.15,9.0621803930004E-05
40196.16,8.94077729918623E-05
40196.17,9.26017893373786E-05
40196.18,8.66826058028071E-05
40196.19,8.81395952866671E-05
40196.2,8.48599626889749E-05
40196.21,8.11133447650607E-05
40196.22,7.80076827059142E-05
40196.23,7.21661834534774E-05
40196.24,6.73583642148192E-05
40196.25,6.36192316415364E-05
40196.26,6.10620181445198E-05
40196.27,6.06800567626559E-05
40196.28,6.15254453599908E-05
40196.29,5.99191027980905E-05
40196.3,5.95568668589458E-05
40196.31,5.92510584490864E-05
40196.32,5.78247928052558E-05
40196.33,5.71381823039152E-05
40196.34,5.51627025316101E-05
40196.35,5.4973855436019E-05
40196.36,5.35612817341371E-05
40196.37,5.25537838836756E-05
40196.38,5.18442046814255E-05
40196.39,5.09498360698718E-05
40196.4,4.88609669939914E-05
40196.41,4.60583489475007E-05
40196.42,4.50157072560804E-05
40196.43,4.33683239479626E-05
40196.44,4.18184240935232E-05
40196.45,4.08429958987962E-05
40196.46,3.96029632969156E-05
40196.47,3.96633252763655E-05
40196.48,3.96352844894476E-05
40196.49,3.81826783214535E-05
40196.5,3.81162261750239E-05
40196.51,3.66508752692447E-05
40196.52,3.69393375487732E-05
40196.53,3.7079174029717E-05
40196.54,3.65382077256191E-05
40196.55,3.68980960641741E-05
40196.56,3.73475394190803E-05
40196.57,3.71487887532535E-05
40196.58,3.46724167478488E-05
40196.59,3.42214800169132E-05
40196.6,3.38216748554989E-05
40196.61,3.39678420844945E-05
40196.62,3.24289912828735E-05
40196.63,3.25495841591192E-05
40196.64,3.25045703488549E-05
40196.65,3.24905802146742E-05
40196.66,3.10167543482555E-05
40196.67,2.99538775671893E-05
40196.68,3.05881820893035E-05
40196.69,3.0929903623419E-05
40196.7,3.04667302683152E-05
40196.71,3.09923095397032E-05
40196.72,3.0779418739897E-05
40196.73,2.99880279262504E-05
40196.74,2.83050975071362E-05
40196.75,2.87413703372118E-05
40196.76,2.82336792860335E-05
40196.77,2.80225291688335E-05
40196.78,2.62872529606847E-05
40196.79,2.55720659365376E-05
40196.8,2.54662256106332E-05
40196.81,2.49491656886102E-05
40196.82,2.40988903460553E-05
40196.83,2.30484704897396E-05
40196.84,2.28792498925445E-05
40196.85,2.2339282734126E-05
40196.86,2.18291227330912E-05
40196.87,2.13570536108827E-05
40196.88,2.06882756120054E-05
40196.89,2.02209688394868E-05
40196.9,1.96072530189569E-05
40196.91,1.93545562018883E-05
40196.92,1.83713904654896E-05
40196.93,1.75874586798727E-05
40196.94,1.7375823955716E-05
40196.95,1.70638191085642E-05
40196.96,1.68979116829575E-05
40196.97,1.75940046972415E-05
40196.98,1.76429961060236E-05
40196.99,1.79732549502321E-05
40197,1.79612047848724E-05
40197.01,1.76747603126323E-05
40197.02,1.70702334532196E-05
40197.03,1.60219302303216E-05
40197.04,1.524921570188E-05
40197.05,1.41670998770959E-05
40197.06,1.36379869934861E-05
40197.07,1.29699924547644E-05
40197.08,1.25618097843858E-05
40197.09,1.24925172087148E-05
40197.1,1.22841037095512E-05
40197.11,1.25137666235362E-05
40197.12,1.27331836024867E-05
40197.13,1.29793572148775E-05
40197.14,1.31492876607217E-05
40197.15,1.30877118685115E-05
40197.16,1.27406247664128E-05
40197.17,1.27371633635892E-05
40197.18,1.24789019268898E-05
40197.19,1.22391699843949E-05
40197.2,1.22035661115402E-05
40197.21,1.16656485213438E-05
40197.22,1.09771639485254E-05
40197.23,1.06726944548702E-05
40197.24,1.07716307291852E-05
40197.25,1.06315997074364E-05
40197.26,1.12408378230795E-05
40197.27,1.02448465428494E-05
40197.28,9.52077253164961E-06
40197.29,8.43350711451066E-06
40197.3,7.76277925139722E-06
40197.31,7.68162240004526E-06
40197.32,7.49171263187795E-06
40197.33,6.74855390591285E-06
40197.34,6.1641313973238E-06
40197.35,5.51412358684037E-06
40197.36,4.8234528064694E-06
40197.37,4.30790813888419E-06
40197.38,3.78749138346381E-06
40197.39,3.31167006220957E-06
40197.4,2.84214184516162E-06
40197.41,2.38967994757136E-06
40197.42,1.94970814562958E-06
40197.43,1.41029717333652E-06
40197.44,8.69535841218923E-07
40197.45,3.36315269451457E-07
40197.46,0
40197.47,0
40197.48,0
40197.49,0
40197.5,0
40197.51,0
40197.52,0
40197.53,0
40197.54,0
40197.55,0
40197.56,0
40197.57,0
40197.58,0
40197.59,0
40197.6,0
40197.61,0
40197.62,0
40197.63,0
40197.64,0
40197.65,0
40197.66,0
40197.67,0
40197.68,0
40197.69,0
40197.7,0
40197.71,0
40197.72,0
40197.73,0
40197.74,0
40197.75,0
40197.76,0
40197.77,0
40197.78,1.79706513557425E-07
40197.79,4.26404922463159E-07
40197.8,6.88125746249703E-07
40197.81,9.61729579163048E-07
40197.82,1.22913957648946E-06
40197.83,1.42248624969837E-06
40197.84,1.61708382527916E-06
40197.85,1.9559718495938E-06
40197.86,2.20243403012156E-06
40197.87,2.32483246563616E-06
40197.88,2.563036541634E-06
40197.89,2.87181385641315E-06
40197.9,3.14211038083069E-06
40197.91,3.38015692521587E-06
40197.92,3.39326168958291E-06
40197.93,3.62872060005416E-06
40197.94,3.84385977776306E-06
40197.95,4.26444001998049E-06
40197.96,4.49677921616709E-06
40197.97,4.72131734691708E-06
40197.98,4.89254655564594E-06
40197.99,5.10521172907494E-06
40198,5.37464887789526E-06
40198.01,5.52595470797998E-06
40198.02,5.61733696285533E-06
40198.03,5.65115680463313E-06
40198.04,5.89912956649358E-06
40198.05,6.06910242564067E-06
40198.06,6.24392816800644E-06
40198.07,6.21011128297744E-06
40198.08,6.30024789021012E-06
40198.09,6.74492844510317E-06
40198.1,1.06569123448074E-05
40198.11,1.48909115737985E-05
40198.12,1.89960802154364E-05
40198.13,2.28754189808462E-05
40198.14,2.71802963706673E-05
40198.15,2.99500556926688E-05
40198.16,3.26629549705007E-05
40198.17,3.77141904765564E-05
40198.18,4.05037279097438E-05
40198.19,4.43575535188348E-05
40198.2,0.000190027101469473
40198.21,0.000380255303705044
40198.22,0.000617650253691779
40198.23,0.0012849979142622
40198.24,0.00135426178007911
40198.25,0.00128257276000569
40198.26,0.00124985640999608
40198.27,0.00125314241374509
40198.28,0.00131210357374548
40198.29,0.00141044523780569
40198.3,0.00151399357832228
40198.31,0.00161546385093028
40198.32,0.00150872874855876
40198.33,0.00130250828489334
40198.34,0.00112544699776181
40198.35,0.000880259381817769
40198.36,3.59394122923927E-05
40198.37,3.51551020609652E-05
40198.38,3.43582931586881E-05
40198.39,3.48081131998918E-05
40198.4,3.34047411329332E-05
40198.41,3.14391977560785E-05
40198.42,3.04982048804134E-05
40198.43,3.02525419472509E-05
40198.44,2.96569997427616E-05
40198.45,2.92005901574913E-05
40198.46,2.73170473159135E-05
40198.47,2.63912762078933E-05
40198.48,2.69124389448609E-05
40198.49,2.64714596385674E-05
40198.5,2.566561437883E-05
40198.51,2.61540020373296E-05
40198.52,2.53956127479097E-05
40198.53,2.55674670451037E-05
40198.54,2.53264553789338E-05
40198.55,2.51993173250956E-05
40198.56,2.54857856856444E-05
40198.57,2.66068112268215E-05
40198.58,2.69611666602472E-05
40198.59,2.57234682855795E-05
40198.6,2.43775924537352E-05
40198.61,2.36231549357709E-05
40198.62,2.2983504015633E-05
40198.63,2.28947726824627E-05
40198.64,2.23611543226758E-05
40198.65,2.1927538329152E-05
40198.66,2.03878010056962E-05
40198.67,1.98619159980561E-05
40198.68,1.96468614671375E-05
40198.69,2.00451290022828E-05
40198.7,1.98890004733659E-05
40198.71,1.9328908312787E-05
40198.72,1.81191719009828E-05
40198.73,1.75511353731438E-05
40198.74,1.69901246989513E-05
40198.75,1.63636517848098E-05
40198.76,1.58745942177071E-05
40198.77,1.55281488730204E-05
40198.78,1.51364859432861E-05
40198.79,1.54704163089011E-05
40198.8,0.0000144168059771
40198.81,1.32119187905094E-05
40198.82,1.27807531128056E-05
40198.83,1.17957042564301E-05
40198.84,1.11891045752195E-05
40198.85,1.06284385089921E-05
40198.86,9.87025835297124E-06
40198.87,9.98005404822654E-06
40198.88,1.00389175499397E-05
40198.89,9.95001557133501E-06
40198.9,9.98673668013512E-06
40198.91,1.00886306362634E-05
40198.92,9.85501455023305E-06
40198.93,9.87242845680317E-06
40198.94,9.75874513507966E-06
40198.95,9.60650236316375E-06
40198.96,9.33597465362906E-06
40198.97,9.64696024185385E-06
40198.98,9.56698607217425E-06
40198.99,9.03720358350718E-06
40199,9.0133642384245E-06
40199.01,8.25908791716688E-06
40199.02,8.20257076405222E-06
40199.03,8.25470130912209E-06
40199.04,8.44902048671422E-06
40199.05,8.3492722643782E-06
40199.06,8.04290436466571E-06
40199.07,8.33942576059469E-06
40199.08,8.41428757393134E-06
40199.09,8.53987244704641E-06
40199.1,8.29299819970718E-06
40199.11,8.25457887267137E-06
40199.12,7.68466950989301E-06
40199.13,7.62410786504096E-06
40199.14,7.03901633409507E-06
40199.15,6.7091418635038E-06
40199.16,6.32283670373047E-06
40199.17,6.41232683465118E-06
40199.18,6.45289000231307E-06
40199.19,6.22028817994632E-06
40199.2,6.30775230540655E-06
40199.21,6.18448703994998E-06
40199.22,5.72542335136587E-06
40199.23,5.54916424311381E-06
40199.24,5.21720443490525E-06
40199.25,5.19767435584011E-06
40199.26,5.21830525077385E-06
40199.27,5.0793667275647E-06
40199.28,5.16370099521329E-06
40199.29,5.27925089469892E-06
40199.3,5.10820446593556E-06
40199.31,0.00000515122218389999
40199.32,5.0959177501873E-06
40199.33,5.01579991812851E-06
40199.34,5.21384147091351E-06
40199.35,5.06334507589764E-06
40199.36,4.96839860643494E-06
40199.37,4.91612422214599E-06
40199.38,4.95085866987384E-06
40199.39,5.010281174475E-06
40199.4,4.8311621527289E-06
40199.41,4.97081207133918E-06
40199.42,5.17224757674253E-06
40199.43,5.39804041231524E-06
40199.44,5.34195558535731E-06
40199.45,5.18831916453516E-06
40199.46,4.96461686567397E-06
40199.47,4.94687469285582E-06
40199.48,4.87031552654844E-06
40199.49,4.7975747322128E-06
40199.5,4.65324919519657E-06
40199.51,4.32171519389189E-06
40199.52,4.24353792379798E-06
40199.53,4.18094802936152E-06
40199.54,4.09736919084891E-06
40199.55,3.9013772071076E-06
40199.56,3.83949964280964E-06
40199.57,3.79205648918096E-06
40199.58,3.64474376852651E-06
40199.59,3.68313400626494E-06
40199.6,3.64895837675892E-06
40199.61,3.63145307308852E-06
40199.62,3.63873758649791E-06
40199.63,3.57885209074308E-06
40199.64,3.53717192587762E-06
40199.65,3.5549463050129E-06
40199.66,3.59262981695061E-06
40199.67,3.64025934699715E-06
40199.68,3.57580165130521E-06
40199.69,3.60678371245528E-06
40199.7,3.67223394457989E-06
40199.71,3.47942462056334E-06
40199.72,3.39381209963063E-06
40199.73,3.34651678752727E-06
40199.74,9.50280086024171E-06
40199.75,2.29818223219182E-05
40199.76,3.7113566494748E-05
40199.77,5.01870461645345E-05
40199.78,6.31428124984577E-05
40199.79,7.33158057522764E-05
40199.8,0.0000836546130265001
40199.81,9.97004156344377E-05
40199.82,0.000107180622201293
40199.83,0.000316244788143172
40199.84,0.000570170235880924
40199.85,0.000864285135127893
40199.86,0.00134797253050484
40199.87,0.00218218843812744
40199.88,0.00314272340812615
40199.89,0.00428224987158259
40199.9,0.00509237218596494
40199.91,0.00453263862583674
40199.92,0.00415127592742822
40199.93,0.00319992599745195
40199.94,0.00251035532536432
40199.95,0.00246135414296929
40199.96,0.00245968393883977
40199.97,0.002522771741294
40199.98,0.0028357639242056
40199.99,0.0027461271827775
40200,0.00264774067379911
40200.01,0.00244942103309007
40200.02,0.00216935126578641
40200.03,0.00197560134236288
40200.04,0.00165213105014955
40200.05,0.00141661137258772
40200.06,0.00105405980892106
40200.07,0.00092108559535366
40200.08,0.000964310276797984
40200.09,0.00112941119053725
40200.1,0.00131852114141055
40200.11,0.00138952768469877
40200.12,0.00136460227828011
40200.13,0.00119826932305084
40200.14,0.00100116400402354
40200.15,0.000857668460602068
40200.16,0.00089142593045039
40200.17,0.0010222971245663
40200.18,0.00125591566081663
40200.19,0.00146412732475866
40200.2,0.00140566925286216
40200.21,0.00124243748007888
40200.22,0.00107798325181549
40200.23,0.000267147572372497
40200.24,0.000257041873473572
40200.25,0.000242383563177778
40200.26,0.000227612231867801
40200.27,0.000228091972335437
40200.28,0.000211614416721025
40200.29,0.000212246924762078
40200.3,0.000194893284399089
40200.31,0.000174323747863365
40200.32,0.000171304903126003
40200.33,0.000157484727338299
40200.34,0.000158740019266789
40200.35,0.000154884132197035
40200.36,0.000148109337741684
40200.37,0.000146253075059128
40200.38,0.000139290616461307
40200.39,0.000135258895994948
40200.4,0.000129058502823353
40200.41,0.000117614072861728
40200.42,0.000113835711147512
40200.43,0.000107172111008356
40200.44,0.000101868733528774
40200.45,9.81527891025985E-05
40200.46,8.96750785024858E-05
40200.47,8.81483943352456E-05
40200.48,8.74874252413351E-05
40200.49,9.00236385491835E-05
40200.5,8.96293410493461E-05
40200.51,8.79474567345802E-05
40200.52,8.39086458279605E-05
40200.53,8.14742955309925E-05
40200.54,7.61032775095567E-05
40200.55,7.48189119462471E-05
40200.56,7.22612852280354E-05
40200.57,6.94439292339093E-05
40200.58,6.74211119184377E-05
40200.59,6.62034654573709E-05
40200.6,6.45809809937786E-05
40200.61,6.04733700651803E-05
40200.62,6.07081860275641E-05
40200.63,5.86643557334271E-05
40200.64,5.71052473861431E-05
40200.65,5.61047608914249E-05
40200.66,5.38312327915457E-05
40200.67,5.34419269353563E-05
40200.68,5.20837773195176E-05
40200.69,5.01402145575094E-05
40200.7,4.96210050620808E-05
40200.71,4.99535097223105E-05
40200.72,5.00373390791919E-05
40200.73,4.95094103651771E-05
40200.74,4.78987152072497E-05
40200.75,4.67326920548412E-05
40200.76,4.58463037705038E-05
40200.77,4.34069586637262E-05
40200.78,4.37587092817626E-05
40200.79,4.32043204809409E-05
40200.8,4.10711544847994E-05
40200.81,4.21831750241332E-05
40200.82,4.37638934273701E-05
40200.83,4.14607286829923E-05
40200.84,4.05505949364696E-05
40200.85,3.89473790490012E-05
40200.86,3.91179656357066E-05
40200.87,3.70042404078301E-05
40200.88,3.69185736881551E-05
40200.89,3.68275027379777E-05
40200.9,3.74521523353536E-05
40200.91,3.50251586995545E-05
40200.92,3.38502297877132E-05
40200.93,3.32421002034721E-05
40200.94,3.37023142693931E-05
40200.95,3.33225187975614E-05
40200.96,3.35375363198391E-05
40200.97,3.34483230258435E-05
40200.98,3.212330887193E-05
40200.99,3.15429971728035E-05
40201,3.07313270743087E-05
40201.01,3.00139522544133E-05
40201.02,2.88350138813835E-05
40201.03,2.90230854605452E-05
40201.04,2.88185749321839E-05
40201.05,2.69154745944298E-05
40201.06,2.70750544510085E-05
40201.07,2.62492565566761E-05
40201.08,2.48223806171756E-05
40201.09,2.5303125119785E-05
40201.1,2.48911105354728E-05
40201.11,2.47290077927442E-05
40201.12,2.43217950502567E-05
40201.13,2.40930859615862E-05
40201.14,2.27317769712028E-05
40201.15,2.30511582594245E-05
40201.16,2.24131807752092E-05
40201.17,2.22599865262643E-05
40201.18,2.20418658308019E-05
40201.19,2.1299704568548E-05
40201.2,2.04380693742809E-05
40201.21,2.02348580631424E-05
40201.22,2.08306985053235E-05
40201.23,2.03021053828524E-05
40201.24,1.98255766615458E-05
40201.25,1.97413428202491E-05
40201.26,1.92889061748776E-05
40201.27,1.9859472300961E-05
40201.28,1.99399133683086E-05
40201.29,2.11637133614638E-05
40201.3,2.10312681613447E-05
40201.31,2.20766582825664E-05
40201.32,2.13975216070338E-05
40201.33,2.12241706593867E-05
40201.34,2.03134502671883E-05
40201.35,1.98274866630507E-05
40201.36,1.93984364862598E-05
40201.37,1.94725355422063E-05
40201.38,1.99390449832421E-05
40201.39,1.94949364711359E-05
40201.4,1.84527257261248E-05
40201.41,1.82013101130578E-05
40201.42,1.78667875468528E-05
40201.43,1.73859636952373E-05
40201.44,1.7686221447452E-05
40201.45,1.81285647034758E-05
40201.46,1.76478863951003E-05
40201.47,1.71881455710866E-05
40201.48,1.59052733255869E-05
40201.49,1.5580030343879E-05
40201.5,1.58992320925366E-05
40201.51,1.5441652523922E-05
40201.52,1.57857483330747E-05
40201.53,1.60159206226044E-05
40201.54,1.62107550761962E-05
40201.55,1.64034304402102E-05
40201.56,1.62632190595094E-05
40201.57,1.6622900723486E-05
40201.58,1.69890238541798E-05
40201.59,1.70073653059872E-05
40201.6,1.68394436351737E-05
40201.61,1.73011353192582E-05
40201.62,1.78488400949764E-05
40201.63,1.73355848110551E-05
40201.64,1.75481271601339E-05
40201.65,1.73716323302137E-05
40201.66,1.83161422172048E-05
40201.67,1.79001701365491E-05
40201.68,1.73595403713556E-05
40201.69,1.67123440806629E-05
40201.7,1.69420463386725E-05
40201.71,1.62517155283067E-05
40201.72,1.63587740050777E-05
40201.73,1.59382914834267E-05
40201.74,1.63559522828169E-05
40201.75,1.68666584139959E-05
40201.76,1.71608703138448E-05
40201.77,1.60143399745172E-05
40201.78,1.51840394241594E-05
40201.79,1.39345300373308E-05
40201.8,1.48608278551235E-05
40201.81,1.44534075985513E-05
40201.82,1.4137607891318E-05
40201.83,1.40107527228413E-05
40201.84,1.4099581905972E-05
40201.85,1.38168372189144E-05
40201.86,1.37384775477192E-05
40201.87,1.3647568435286E-05
40201.88,1.30815524313397E-05
40201.89,1.36862357135759E-05
40201.9,1.42600617480736E-05
40201.91,1.41481451052164E-05
40201.92,1.39765177115468E-05
40201.93,1.46009657274235E-05
40201.94,1.54636492905708E-05
40201.95,1.52919925130961E-05
40201.96,1.53579192942484E-05
40201.97,1.4991630652218E-05
40201.98,1.49496257163615E-05
40201.99,1.37611732106264E-05
40202,1.28145660814311E-05
40202.01,1.28913002856544E-05
40202.02,1.27349738708907E-05
40202.03,1.27898293946662E-05
40202.04,1.27274797964611E-05
40202.05,1.28510948016174E-05
40202.06,1.28439220401168E-05
40202.07,1.26829975550464E-05
40202.08,1.27349863672038E-05
40202.09,1.24044747373411E-05
40202.1,1.28080058374269E-05
40202.11,1.23605229502257E-05
40202.12,1.21349211498228E-05
40202.13,1.23570918960673E-05
40202.14,1.21369531339514E-05
40202.15,1.23731954235848E-05
40202.16,1.27776091308459E-05
40202.17,1.29321035332655E-05
40202.18,1.26425158816607E-05
40202.19,1.31986981704892E-05
40202.2,1.3212165598024E-05
40202.21,1.27105199054045E-05
40202.22,1.3298128780916E-05
40202.23,1.31978165244502E-05
40202.24,1.32578662568993E-05
40202.25,1.34171228400093E-05
40202.26,1.30461547139959E-05
40202.27,1.32041258000326E-05
40202.28,1.25838742909118E-05
40202.29,1.20992651238852E-05
40202.3,1.184002323121E-05
40202.31,1.24513927471718E-05
40202.32,1.25045055129609E-05
40202.33,1.27501368981625E-05
40202.34,1.24242654504829E-05
40202.35,1.24457667644841E-05
40202.36,1.29166160547962E-05
40202.37,1.44889789098221E-05
40202.38,1.63421342954894E-05
40202.39,1.77195636623111E-05
40202.4,1.83183460448503E-05
40202.41,1.90165851399292E-05
40202.42,2.09289475753486E-05
40202.43,2.33445087732808E-05
40202.44,2.46683822767533E-05
40202.45,2.74301177409926E-05
40202.46,2.79904929083777E-05
40202.47,3.00732907060104E-05
40202.48,3.19092841693025E-05
40202.49,3.44693481710638E-05
40202.5,3.45631953896742E-05
40202.51,3.71352210692408E-05
40202.52,3.88081617224358E-05
40202.53,3.93955980044734E-05
40202.54,4.04187839962259E-05
40202.55,4.16993569956691E-05
40202.56,4.35719326647108E-05
40202.57,4.40406079048717E-05
40202.58,4.4484762576714E-05
40202.59,4.61251467890139E-05
40202.6,4.75995349061455E-05
40202.61,4.98062273087458E-05
40202.62,5.262560026001E-05
40202.63,5.13928980564565E-05
40202.64,5.27710111164567E-05
40202.65,5.46355050706779E-05
40202.66,5.62098359418197E-05
40202.67,5.60058934418895E-05
40202.68,5.86700387974991E-05
40202.69,6.31017982567112E-05
40202.7,6.42296574673441E-05
40202.71,6.42364397717178E-05
40202.72,6.71266257610097E-05
40202.73,6.8590655589802E-05
40202.74,7.02445679854835E-05
40202.75,7.21098972832928E-05
40202.76,7.25851434535007E-05
40202.77,7.39755821707084E-05
40202.78,7.38895837427154E-05
40202.79,7.13207749639159E-05
40202.8,7.49834725930667E-05
40202.81,7.70772994380588E-05
40202.82,7.83860116469367E-05
40202.83,8.29062426994567E-05
40202.84,8.39390128885735E-05
40202.85,8.80531551943966E-05
40202.86,0.000367632602887419
40202.87,0.000976084918317249
40202.88,0.00178605088485992
40202.89,0.00285365483010968
40202.9,0.00399327450546552
40202.91,0.00523214107021093
40202.92,0.00606678982377317
40202.93,0.00705588314550214
40202.94,0.00769989684882668
40202.95,0.00750261591242401
40202.96,0.00672107951051101
40202.97,0.00576179451691905
40202.98,0.00442608102092023
40202.99,0.00355815810453476
40203,0.00276441992531517
40203.01,0.00199302615973803
40203.02,0.0014874893986745
40203.03,0.00136952946420402
40203.04,0.00153590033054787
40203.05,0.00186839075002676
40203.06,0.00250658077791742
40203.07,0.00335267047091925
40203.08,0.00486377751480541
40203.09,0.00661621044384627
40203.1,0.00877219666044932
40203.11,0.0109793076923796
40203.12,0.0121794938798719
40203.13,0.0123891469755479
40203.14,0.0126855514681532
40203.15,0.0124610997987358
40203.16,0.0111451941940304
40203.17,0.00966528911744665
40203.18,0.00774050971090367
40203.19,0.0067113291746628
40203.2,0.00706269765182454
40203.21,0.00831367267613295
40203.22,0.0101260424406367
40203.23,0.0114228268749724
40203.24,0.0114072409937143
40203.25,0.0111033230137387
40203.26,0.00984963143587365
40203.27,0.00820488089512018
40203.28,0.00695980565149148
40203.29,0.00559148534106395
40203.3,0.00392292066658607
40203.31,0.00227759604173339
40203.32,0.00155915784994281
40203.33,0.00103885634152593
40203.34,0.00102917507766197
40203.35,0.00102744413424677
40203.36,0.00100965153081882
40203.37,0.00143958820491399
40203.38,0.0020212580923389
40203.39,0.00285749270121723
40203.4,0.00355680148057203
40203.41,0.00339962960573553
40203.42,0.00284796727601725
40203.43,0.00220467398378964
40203.44,6.12877826511326E-05
40203.45,5.92188576848904E-05
40203.46,5.8423129418068E-05
40203.47,5.52836143835225E-05
40203.48,5.15904118523781E-05
40203.49,4.98884679620971E-05
40203.5,4.66562494529951E-05
40203.51,4.51080115577029E-05
40203.52,4.42561088454325E-05
40203.53,4.37851209123049E-05
40203.54,4.53853614669387E-05
40203.55,4.33988342522319E-05
40203.56,4.20777340396554E-05
40203.57,4.07972308585655E-05
40203.58,3.89587619235677E-05
40203.59,4.05462476159723E-05
40203.6,3.88949682135937E-05
40203.61,3.79006506938103E-05
40203.62,3.69882728625069E-05
40203.63,3.88439747426361E-05
40203.64,3.76421351804224E-05
40203.65,3.60081385321039E-05
40203.66,3.6461326348468E-05
40203.67,3.49361954766245E-05
40203.68,3.21477376032226E-05
40203.69,3.24702050219561E-05
40203.7,3.25526936774423E-05
40203.71,3.04834720591612E-05
40203.72,2.87280035933348E-05
40203.73,0.0000280279355291001
40203.74,2.66156963451184E-05
40203.75,2.48906847171326E-05
40203.76,2.3509954904912E-05
40203.77,2.41676772176064E-05
40203.78,2.42775934838478E-05
40203.79,2.29036610560488E-05
40203.8,2.21762140706837E-05
40203.81,2.16101211633266E-05
40203.82,2.07689757090374E-05
40203.83,2.01153837615968E-05
40203.84,2.04678720970207E-05
40203.85,1.94009374067246E-05
40203.86,1.83075201479051E-05
40203.87,1.76225265086276E-05
40203.88,1.66374527163825E-05
40203.89,1.57946299949203E-05
40203.9,1.49739220707479E-05
40203.91,1.39516191955357E-05
40203.92,1.38220539442189E-05
40203.93,1.29342764653525E-05
40203.94,1.27802283016521E-05
40203.95,1.2327943332965E-05
40203.96,1.18780953663085E-05
40203.97,1.18379736208646E-05
40203.98,1.16204542897049E-05
40203.99,1.17720974806328E-05
40204,1.18531963913092E-05
40204.01,1.24928431762745E-05
40204.02,1.13034139859817E-05
40204.03,1.08307142016775E-05
40204.04,1.0686365143169E-05
40204.05,1.04899839277141E-05
40204.06,1.03431411396579E-05
40204.07,1.09919039923239E-05
40204.08,1.01418195899793E-05
40204.09,1.01982557537104E-05
40204.1,9.98151453429321E-06
40204.11,9.83516884326118E-06
40204.12,9.98944574394027E-06
40204.13,9.80530472197392E-06
40204.14,9.85854151223009E-06
40204.15,1.00433145805714E-05
40204.16,1.01851480718247E-05
40204.17,9.44886246614476E-06
40204.18,9.09207040668256E-06
40204.19,8.59081145514699E-06
40204.2,8.24691672970132E-06
40204.21,8.05506731288773E-06
40204.22,8.39317588531811E-06
40204.23,8.06767794611561E-06
40204.24,7.83348639711809E-06
40204.25,7.63285067629107E-06
40204.26,7.79822878358169E-06
40204.27,7.49508489366372E-06
40204.28,7.41624647130635E-06
40204.29,7.40832041640306E-06
40204.3,7.33678608722155E-06
40204.31,6.7371443113847E-06
40204.32,6.38745951930985E-06
40204.33,6.47947711911508E-06
40204.34,6.12232102305186E-06
40204.35,6.05652101773904E-06
40204.36,5.77622376567346E-06
40204.37,5.82582743261268E-06
40204.38,5.79740781834129E-06
40204.39,5.52456249997582E-06
40204.4,5.47274809615372E-06
40204.41,5.29686311354829E-06
40204.42,5.20619451219695E-06
40204.43,5.3905440615722E-06
40204.44,5.41945984544909E-06
40204.45,5.45445437920529E-06
40204.46,5.67744573841752E-06
40204.47,5.6624799766665E-06
40204.48,5.84398053605256E-06
40204.49,5.86672969110353E-06
40204.5,5.86555916470196E-06
40204.51,5.75773675371661E-06
40204.52,5.5791546187874E-06
40204.53,5.38037665802914E-06
40204.54,5.20946922822846E-06
40204.55,5.26195866587141E-06
40204.56,5.29409603538745E-06
40204.57,5.13788172900078E-06
40204.58,5.29254709671323E-06
40204.59,5.16258378524213E-06
