t, Obs_Soil Moisture_expression
40435.67000,0.362881
40435.68000,0.362877
40435.69000,0.362873
40435.70000,0.362869
40435.71000,0.362865
40435.72000,0.362861
40435.73000,0.362857
40435.74000,0.362853
40435.75000,0.362849
40435.76000,0.362845
40435.77000,0.362841
40435.78000,0.362838
40435.79000,0.362834
40435.80000,0.36283
40435.81000,0.362826
40435.82000,0.362822
40435.83000,0.362818
40435.84000,0.362814
40435.85000,0.36281
40435.86000,0.362793
40435.87000,0.362762
40435.88000,0.362732
40435.89000,0.362702
40435.90000,0.362671
40435.91000,0.362641
40435.92000,0.36261
40435.93000,0.36258
40435.94000,0.362549
40435.95000,0.362519
40435.96000,0.362488
40435.97000,0.362458
40435.98000,0.362427
40435.99000,0.362397
40436.00000,0.362366
40436.01000,0.362336
40436.02000,0.362305
40436.03000,0.362275
40436.04000,0.362245
40436.05000,0.362214
40436.06000,0.362184
40436.07000,0.362153
40436.08000,0.362123
40436.09000,0.362092
40436.10000,0.362062
40436.11000,0.362031
40436.12000,0.362001
40436.13000,0.36197
40436.14000,0.36194
40436.15000,0.361909
40436.16000,0.361879
40436.17000,0.361848
40436.18000,0.361818
40436.19000,0.361788
40436.20000,0.361757
40436.21000,0.361727
40436.22000,0.361696
40436.23000,0.361666
40436.24000,0.361635
40436.25000,0.361605
40436.26000,0.361574
40436.27000,0.361544
40436.28000,0.361513
40436.29000,0.361483
40436.30000,0.361452
40436.31000,0.361422
40436.32000,0.361392
40436.33000,0.361361
40436.34000,0.361331
40436.35000,0.3613
40436.36000,0.361283
40436.37000,0.36128
40436.38000,0.361277
40436.39000,0.361273
40436.40000,0.36127
40436.41000,0.361267
40436.42000,0.361263
40436.43000,0.36126
40436.44000,0.361256
40436.45000,0.361253
40436.46000,0.36125
40436.47000,0.361246
40436.48000,0.361243
40436.49000,0.36124
40436.50000,0.361236
40436.51000,0.361233
40436.52000,0.36123
40436.53000,0.361226
40436.54000,0.361223
40436.55000,0.36122
40436.56000,0.361216
40436.57000,0.361213
40436.58000,0.36121
40436.59000,0.361206
40436.60000,0.361203
40436.61000,0.3612
40436.62000,0.361196
40436.63000,0.361193
40436.64000,0.36119
40436.65000,0.361186
40436.66000,0.361183
40436.67000,0.36118
40436.68000,0.361176
40436.69000,0.361173
40436.70000,0.36117
40436.71000,0.361166
40436.72000,0.361163
40436.73000,0.36116
40436.74000,0.361156
40436.75000,0.361153
40436.76000,0.36115
40436.77000,0.361146
40436.78000,0.361143
40436.79000,0.36114
40436.80000,0.361136
40436.81000,0.361133
40436.82000,0.36113
40436.83000,0.361126
40436.84000,0.361123
40436.85000,0.36112
40436.86000,0.361107
40436.87000,0.361086
40436.88000,0.361064
40436.89000,0.361043
40436.90000,0.361022
40436.91000,0.361
40436.92000,0.360979
40436.93000,0.360957
40436.94000,0.360936
40436.95000,0.360915
40436.96000,0.360893
40436.97000,0.360872
40436.98000,0.36085
40436.99000,0.360829
40437.00000,0.360808
40437.01000,0.360786
40437.02000,0.360765
40437.03000,0.360743
40437.04000,0.360722
40437.05000,0.3607
40437.06000,0.360679
40437.07000,0.360658
40437.08000,0.360636
40437.09000,0.360615
40437.10000,0.360593
40437.11000,0.360572
40437.12000,0.360551
40437.13000,0.360529
40437.14000,0.360508
40437.15000,0.360486
40437.16000,0.360465
40437.17000,0.360444
40437.18000,0.360422
40437.19000,0.360401
40437.20000,0.360379
40437.21000,0.360358
40437.22000,0.360336
40437.23000,0.360315
40437.24000,0.360294
40437.25000,0.360272
40437.26000,0.360251
40437.27000,0.360229
40437.28000,0.360208
40437.29000,0.360187
40437.30000,0.360165
40437.31000,0.360144
40437.32000,0.360122
40437.33000,0.360101
40437.34000,0.36008
40437.35000,0.360058
40437.36000,0.360048
40437.37000,0.360049
40437.38000,0.360049
40437.39000,0.36005
40437.40000,0.360051
40437.41000,0.360051
40437.42000,0.360052
40437.43000,0.360053
40437.44000,0.360054
40437.45000,0.360054
40437.46000,0.360055
40437.47000,0.360056
40437.48000,0.360057
40437.49000,0.360057
40437.50000,0.360058
40437.51000,0.360059
40437.52000,0.360059
40437.53000,0.36006
40437.54000,0.360061
40437.55000,0.360062
40437.56000,0.360062
40437.57000,0.360063
40437.58000,0.360064
40437.59000,0.360065
40437.60000,0.360065
40437.61000,0.360066
40437.62000,0.360067
40437.63000,0.360067
40437.64000,0.360068
40437.65000,0.360069
40437.66000,0.36007
40437.67000,0.36007
40437.68000,0.360071
40437.69000,0.360072
40437.70000,0.360137
40437.71000,0.360321
40437.72000,0.360675
40437.73000,0.362825
40437.74000,0.362903
40437.75000,0.362981
40437.76000,0.363059
40437.77000,0.363137
40437.78000,0.363215
40437.79000,0.363538
40437.80000,0.363809
40437.81000,0.364044
40437.82000,0.364147
40437.83000,0.364095
40437.84000,0.363914
40437.85000,0.363634
40437.86000,0.36238
40437.87000,0.362375
40437.88000,0.362369
40437.89000,0.362363
40437.90000,0.362357
40437.91000,0.362352
40437.92000,0.362346
40437.93000,0.36234
40437.94000,0.362334
40437.95000,0.362329
40437.96000,0.362323
40437.97000,0.362317
40437.98000,0.362311
40437.99000,0.36233
40438.00000,0.362474
40438.01000,0.362771
40438.02000,0.363229
40438.03000,0.363589
40438.04000,0.363772
40438.05000,0.363783
40438.06000,0.363649
40438.07000,0.362865
40438.08000,0.362837
40438.09000,0.362809
40438.10000,0.36278
40438.11000,0.362752
40438.12000,0.362724
40438.13000,0.362695
40438.14000,0.362667
40438.15000,0.362639
40438.16000,0.36261
40438.17000,0.362582
40438.18000,0.362549
40438.19000,0.362515
40438.20000,0.362482
40438.21000,0.362449
40438.22000,0.362416
40438.23000,0.362383
40438.24000,0.36235
40438.25000,0.362317
40438.26000,0.362283
40438.27000,0.36225
40438.28000,0.362217
40438.29000,0.362184
40438.30000,0.362151
40438.31000,0.362093
40438.32000,0.362023
40438.33000,0.361953
40438.34000,0.361882
40438.35000,0.361812
40438.36000,0.361742
40438.37000,0.361672
40438.38000,0.361602
40438.39000,0.361532
40438.40000,0.361461
40438.41000,0.361391
40438.42000,0.361321
40438.43000,0.361251
40438.44000,0.361181
40438.45000,0.361111
40438.46000,0.36104
40438.47000,0.36097
40438.48000,0.3609
40438.49000,0.36089
40438.50000,0.360887
40438.51000,0.360885
40438.52000,0.360882
40438.53000,0.360879
40438.54000,0.360877
40438.55000,0.360874
40438.56000,0.360871
40438.57000,0.360869
40438.58000,0.360866
40438.59000,0.360864
40438.60000,0.360861
40438.61000,0.360858
40438.62000,0.360856
40438.63000,0.360853
40438.64000,0.36085
40438.65000,0.360848
40438.66000,0.360845
40438.67000,0.360842
40438.68000,0.36084
40438.69000,0.360837
40438.70000,0.360835
40438.71000,0.360832
40438.72000,0.360828
40438.73000,0.36082
40438.74000,0.360812
40438.75000,0.360805
40438.76000,0.360797
40438.77000,0.360789
40438.78000,0.360781
40438.79000,0.360773
40438.80000,0.360765
40438.81000,0.360757
40438.82000,0.360749
40438.83000,0.360741
40438.84000,0.360733
40438.85000,0.360726
40438.86000,0.360718
40438.87000,0.36071
40438.88000,0.360702
40438.89000,0.360694
40438.90000,0.360686
40438.91000,0.360678
40438.92000,0.36067
40438.93000,0.360662
40438.94000,0.360654
40438.95000,0.360646
40438.96000,0.360639
40438.97000,0.360631
40438.98000,0.360623
40438.99000,0.360615
40439.00000,0.360607
40439.01000,0.360599
40439.02000,0.360591
40439.03000,0.360583
40439.04000,0.360553
40439.05000,0.360506
40439.06000,0.360459
40439.07000,0.360413
40439.08000,0.360366
40439.09000,0.360319
40439.10000,0.360272
40439.11000,0.360226
40439.12000,0.360179
40439.13000,0.360132
40439.14000,0.360085
40439.15000,0.360039
40439.16000,0.359992
40439.17000,0.359945
40439.18000,0.359898
40439.19000,0.359852
40439.20000,0.359805
40439.21000,0.359758
40439.22000,0.359711
40439.23000,0.359665
40439.24000,0.359618
40439.25000,0.359571
40439.26000,0.359524
40439.27000,0.359478
40439.28000,0.359431
40439.29000,0.359384
40439.30000,0.359337
40439.31000,0.359291
40439.32000,0.359244
40439.33000,0.359197
40439.34000,0.35915
40439.35000,0.359104
40439.36000,0.359057
40439.37000,0.35901
40439.38000,0.358963
40439.39000,0.358917
40439.40000,0.35887
40439.41000,0.358823
40439.42000,0.358777
40439.43000,0.35873
40439.44000,0.358683
40439.45000,0.358636
40439.46000,0.358611
40439.47000,0.358614
40439.48000,0.358617
40439.49000,0.35862
40439.50000,0.358623
40439.51000,0.358626
40439.52000,0.358629
40439.53000,0.358632
40439.54000,0.358634
40439.55000,0.358637
40439.56000,0.35864
40439.57000,0.358643
40439.58000,0.358646
40439.59000,0.358649
40439.60000,0.358652
40439.61000,0.358655
40439.62000,0.358658
40439.63000,0.35866
40439.64000,0.358663
40439.65000,0.358666
40439.66000,0.358669
40439.67000,0.358672
40439.68000,0.358675
40439.69000,0.358678
40439.70000,0.358681
40439.71000,0.358684
40439.72000,0.358686
40439.73000,0.358689
40439.74000,0.358692
40439.75000,0.358695
40439.76000,0.358698
40439.77000,0.358701
40439.78000,0.358704
40439.79000,0.358707
40439.80000,0.35871
40439.81000,0.358712
40439.82000,0.358715
40439.83000,0.358718
40439.84000,0.358721
40439.85000,0.358724
40439.86000,0.358727
40439.87000,0.35873
40439.88000,0.358727
40439.89000,0.35871
40439.90000,0.358693
40439.91000,0.358676
40439.92000,0.35866
40439.93000,0.358643
40439.94000,0.358626
40439.95000,0.358609
40439.96000,0.358592
40439.97000,0.358576
40439.98000,0.358559
40439.99000,0.358542
40440.00000,0.358525
40440.01000,0.358508
40440.02000,0.358492
40440.03000,0.358475
40440.04000,0.358458
40440.05000,0.358441
40440.06000,0.358424
40440.07000,0.358408
40440.08000,0.358391
40440.09000,0.358374
40440.10000,0.358357
40440.11000,0.35834
40440.12000,0.358324
40440.13000,0.358307
40440.14000,0.35829
40440.15000,0.358273
40440.16000,0.358256
40440.17000,0.35824
40440.18000,0.358223
40440.19000,0.358206
40440.20000,0.358189
40440.21000,0.358172
40440.22000,0.358156
40440.23000,0.358139
40440.24000,0.358122
40440.25000,0.358105
40440.26000,0.358088
40440.27000,0.358072
40440.28000,0.358055
40440.29000,0.358038
40440.30000,0.358022
40440.31000,0.358011
40440.32000,0.358
40440.33000,0.357989
40440.34000,0.357978
40440.35000,0.357966
40440.36000,0.357955
40440.37000,0.357944
40440.38000,0.357933
40440.39000,0.357922
40440.40000,0.357911
40440.41000,0.357899
40440.42000,0.357888
40440.43000,0.357877
40440.44000,0.357866
40440.45000,0.357855
40440.46000,0.357844
40440.47000,0.357833
40440.48000,0.357821
40440.49000,0.35781
40440.50000,0.357799
40440.51000,0.357788
40440.52000,0.357777
40440.53000,0.357766
40440.54000,0.357754
40440.55000,0.357743
40440.56000,0.357732
40440.57000,0.357721
40440.58000,0.35771
40440.59000,0.357699
40440.60000,0.357688
40440.61000,0.357676
40440.62000,0.357665
40440.63000,0.357654
40440.64000,0.357643
40440.65000,0.357632
40440.66000,0.357621
40440.67000,0.357609
40440.68000,0.357598
40440.69000,0.357587
40440.70000,0.357576
40440.71000,0.357565
40440.72000,0.357554
40440.73000,0.357548
40440.74000,0.357542
40440.75000,0.357535
40440.76000,0.357529
40440.77000,0.357523
40440.78000,0.357517
40440.79000,0.357511
40440.80000,0.357505
40440.81000,0.357499
40440.82000,0.357493
40440.83000,0.357486
40440.84000,0.35748
40440.85000,0.357474
40440.86000,0.357468
40440.87000,0.357462
40440.88000,0.357456
40440.89000,0.35745
40440.90000,0.357444
40440.91000,0.357437
40440.92000,0.357431
40440.93000,0.357425
40440.94000,0.357419
40440.95000,0.357413
40440.96000,0.357407
40440.97000,0.357401
40440.98000,0.357395
40440.99000,0.357389
40441.00000,0.357382
40441.01000,0.357376
40441.02000,0.35737
40441.03000,0.357364
40441.04000,0.357358
40441.05000,0.357352
40441.06000,0.357346
40441.07000,0.35734
40441.08000,0.357333
40441.09000,0.357327
40441.10000,0.357321
40441.11000,0.357315
40441.12000,0.357309
40441.13000,0.357303
40441.14000,0.357297
40441.15000,0.357256
40441.16000,0.357211
40441.17000,0.357166
40441.18000,0.357121
40441.19000,0.357076
40441.20000,0.35703
40441.21000,0.356985
40441.22000,0.35694
40441.23000,0.356895
40441.24000,0.35685
40441.25000,0.356805
40441.26000,0.35676
40441.27000,0.356714
40441.28000,0.356669
40441.29000,0.356624
40441.30000,0.356579
40441.31000,0.356534
40441.32000,0.356489
40441.33000,0.356443
40441.34000,0.356398
40441.35000,0.356353
40441.36000,0.356308
40441.37000,0.356263
40441.38000,0.356218
40441.39000,0.356173
40441.40000,0.356127
40441.41000,0.356082
40441.42000,0.356037
40441.43000,0.355992
40441.44000,0.355947
40441.45000,0.355902
40441.46000,0.355856
40441.47000,0.355811
40441.48000,0.355766
40441.49000,0.355721
40441.50000,0.355676
40441.51000,0.355631
40441.52000,0.355586
40441.53000,0.35554
40441.54000,0.355495
40441.55000,0.35545
40441.56000,0.355405
40441.57000,0.355396
40441.58000,0.3554
40441.59000,0.355403
40441.60000,0.355407
40441.61000,0.35541
40441.62000,0.355414
40441.63000,0.355418
40441.64000,0.355421
40441.65000,0.355425
40441.66000,0.355429
40441.67000,0.355432
40441.68000,0.355436
40441.69000,0.35544
40441.70000,0.355443
40441.71000,0.355447
40441.72000,0.35545
40441.73000,0.355454
40441.74000,0.355458
40441.75000,0.355461
40441.76000,0.355465
40441.77000,0.355469
40441.78000,0.355472
40441.79000,0.355476
40441.80000,0.35548
40441.81000,0.355483
40441.82000,0.355487
40441.83000,0.35549
40441.84000,0.355494
40441.85000,0.355498
40441.86000,0.355501
40441.87000,0.355505
40441.88000,0.355509
40441.89000,0.355512
40441.90000,0.355516
40441.91000,0.35552
40441.92000,0.355523
40441.93000,0.355527
40441.94000,0.35553
40441.95000,0.355534
40441.96000,0.355538
40441.97000,0.355541
40441.98000,0.355545
40441.99000,0.355523
40442.00000,0.355483
40442.01000,0.355443
40442.02000,0.355404
40442.03000,0.355364
40442.04000,0.355324
40442.05000,0.355285
40442.06000,0.355245
40442.07000,0.355205
40442.08000,0.355166
40442.09000,0.355126
40442.10000,0.355086
40442.11000,0.355046
40442.12000,0.355007
40442.13000,0.354967
40442.14000,0.354927
40442.15000,0.354888
40442.16000,0.354848
40442.17000,0.354808
40442.18000,0.354769
40442.19000,0.354729
40442.20000,0.354689
40442.21000,0.35465
40442.22000,0.35461
40442.23000,0.35457
40442.24000,0.354531
40442.25000,0.354491
40442.26000,0.354451
40442.27000,0.354412
40442.28000,0.354372
40442.29000,0.354332
40442.30000,0.354293
40442.31000,0.354253
40442.32000,0.354213
40442.33000,0.354174
40442.34000,0.354134
40442.35000,0.354094
40442.36000,0.354055
40442.37000,0.354015
40442.38000,0.353975
40442.39000,0.353936
40442.40000,0.353896
40442.41000,0.353876
40442.42000,0.353878
40442.43000,0.353881
40442.44000,0.353884
40442.45000,0.353886
40442.46000,0.353889
40442.47000,0.353892
40442.48000,0.353894
40442.49000,0.353897
40442.50000,0.3539
40442.51000,0.353902
40442.52000,0.353905
40442.53000,0.353907
40442.54000,0.35391
40442.55000,0.353913
40442.56000,0.353915
40442.57000,0.353918
40442.58000,0.353921
40442.59000,0.353923
40442.60000,0.353926
40442.61000,0.353929
40442.62000,0.353931
40442.63000,0.353934
40442.64000,0.353937
40442.65000,0.353939
40442.66000,0.353942
40442.67000,0.353944
40442.68000,0.353947
40442.69000,0.35395
40442.70000,0.353952
40442.71000,0.353955
40442.72000,0.353958
40442.73000,0.35396
40442.74000,0.353963
40442.75000,0.353966
40442.76000,0.353968
40442.77000,0.353971
40442.78000,0.353974
40442.79000,0.353976
40442.80000,0.353979
40442.81000,0.353982
40442.82000,0.353984
40442.83000,0.353984
40442.84000,0.353977
40442.85000,0.35397
40442.86000,0.353963
40442.87000,0.353955
40442.88000,0.353948
40442.89000,0.353941
40442.90000,0.353934
40442.91000,0.353927
40442.92000,0.35392
40442.93000,0.353913
40442.94000,0.353906
40442.95000,0.353899
40442.96000,0.353892
40442.97000,0.353885
40442.98000,0.353878
40442.99000,0.353871
40443.00000,0.353864
40443.01000,0.353857
40443.02000,0.353849
40443.03000,0.353842
40443.04000,0.353835
40443.05000,0.353828
40443.06000,0.353821
40443.07000,0.353814
40443.08000,0.353807
40443.09000,0.3538
40443.10000,0.353793
40443.11000,0.353786
40443.12000,0.353779
40443.13000,0.353772
40443.14000,0.353765
40443.15000,0.353758
40443.16000,0.353751
40443.17000,0.353743
40443.18000,0.353736
40443.19000,0.353729
40443.20000,0.353722
40443.21000,0.353715
40443.22000,0.353708
40443.23000,0.353701
40443.24000,0.353694
40443.25000,0.353684
40443.26000,0.35366
40443.27000,0.353637
40443.28000,0.353613
40443.29000,0.353589
40443.30000,0.353566
40443.31000,0.353542
40443.32000,0.353518
40443.33000,0.353495
40443.34000,0.353471
40443.35000,0.353447
40443.36000,0.353424
40443.37000,0.3534
40443.38000,0.353376
40443.39000,0.353353
40443.40000,0.353329
40443.41000,0.353305
40443.42000,0.353282
40443.43000,0.353258
40443.44000,0.353234
40443.45000,0.353211
40443.46000,0.353187
40443.47000,0.353163
40443.48000,0.35314
40443.49000,0.353116
40443.50000,0.353093
40443.51000,0.353069
40443.52000,0.353045
40443.53000,0.353022
40443.54000,0.352998
40443.55000,0.352974
40443.56000,0.352951
40443.57000,0.352927
40443.58000,0.352903
40443.59000,0.35288
40443.60000,0.352856
40443.61000,0.352832
40443.62000,0.352809
40443.63000,0.352785
40443.64000,0.352761
40443.65000,0.352738
40443.66000,0.352714
40443.67000,0.352691
40443.68000,0.352689
40443.69000,0.352687
40443.70000,0.352685
40443.71000,0.352682
40443.72000,0.35268
40443.73000,0.352678
40443.74000,0.352676
40443.75000,0.352674
40443.76000,0.352671
40443.77000,0.352669
40443.78000,0.352667
40443.79000,0.352665
40443.80000,0.352663
40443.81000,0.35266
40443.82000,0.352658
40443.83000,0.352656
40443.84000,0.352654
40443.85000,0.352652
40443.86000,0.352649
40443.87000,0.352647
40443.88000,0.352645
40443.89000,0.352643
40443.90000,0.352641
40443.91000,0.352638
40443.92000,0.352636
40443.93000,0.352634
40443.94000,0.352632
40443.95000,0.35263
40443.96000,0.352627
40443.97000,0.352625
40443.98000,0.352623
40443.99000,0.352621
40444.00000,0.352619
40444.01000,0.352616
40444.02000,0.352614
40444.03000,0.352612
40444.04000,0.35261
40444.05000,0.352608
40444.06000,0.352605
40444.07000,0.352603
40444.08000,0.352601
40444.09000,0.352599
40444.10000,0.352557
40444.11000,0.352512
40444.12000,0.352466
40444.13000,0.35242
40444.14000,0.352374
40444.15000,0.352328
40444.16000,0.352283
40444.17000,0.352237
40444.18000,0.352191
40444.19000,0.352145
40444.20000,0.352099
40444.21000,0.352054
40444.22000,0.352008
40444.23000,0.351962
40444.24000,0.351916
40444.25000,0.35187
40444.26000,0.351825
40444.27000,0.351779
40444.28000,0.351733
40444.29000,0.351687
40444.30000,0.351641
40444.31000,0.351596
40444.32000,0.35155
40444.33000,0.351504
40444.34000,0.351458
40444.35000,0.351412
40444.36000,0.351367
40444.37000,0.351321
40444.38000,0.351275
40444.39000,0.351229
40444.40000,0.351183
40444.41000,0.351137
40444.42000,0.351092
40444.43000,0.351046
40444.44000,0.351
40444.45000,0.350954
40444.46000,0.350908
40444.47000,0.350863
40444.48000,0.350817
40444.49000,0.350771
40444.50000,0.350725
40444.51000,0.350679
40444.52000,0.350673
40444.53000,0.350679
40444.54000,0.350684
40444.55000,0.35069
40444.56000,0.350696
40444.57000,0.350701
40444.58000,0.350707
40444.59000,0.350713
40444.60000,0.350719
40444.61000,0.350724
40444.62000,0.35073
40444.63000,0.350736
40444.64000,0.350741
40444.65000,0.350747
40444.66000,0.350753
40444.67000,0.350759
40444.68000,0.350764
40444.69000,0.35077
40444.70000,0.350776
40444.71000,0.350781
40444.72000,0.350787
40444.73000,0.350793
40444.74000,0.350798
40444.75000,0.350804
40444.76000,0.35081
40444.77000,0.350816
40444.78000,0.350821
40444.79000,0.350827
40444.80000,0.350833
40444.81000,0.350838
40444.82000,0.350844
40444.83000,0.35085
40444.84000,0.350856
40444.85000,0.350861
40444.86000,0.350867
40444.87000,0.350873
40444.88000,0.350878
40444.89000,0.350884
40444.90000,0.35089
40444.91000,0.350895
40444.92000,0.350901
40444.93000,0.350907
40444.94000,0.350892
40444.95000,0.350864
40444.96000,0.350836
40444.97000,0.350808
40444.98000,0.35078
40444.99000,0.350752
40445.00000,0.350724
40445.01000,0.350696
40445.02000,0.350668
40445.03000,0.35064
40445.04000,0.350612
40445.05000,0.350584
40445.06000,0.350556
40445.07000,0.350528
40445.08000,0.3505
40445.09000,0.350471
40445.10000,0.350443
40445.11000,0.350415
40445.12000,0.350387
40445.13000,0.350359
40445.14000,0.350331
40445.15000,0.350303
40445.16000,0.350275
40445.17000,0.350247
40445.18000,0.350219
40445.19000,0.350191
40445.20000,0.350163
40445.21000,0.350135
40445.22000,0.350107
40445.23000,0.350079
40445.24000,0.350051
40445.25000,0.350023
40445.26000,0.349995
40445.27000,0.349967
40445.28000,0.349939
40445.29000,0.349911
40445.30000,0.349883
40445.31000,0.349855
40445.32000,0.349827
40445.33000,0.349799
40445.34000,0.349771
40445.35000,0.349743
40445.36000,0.349729
40445.37000,0.349729
40445.38000,0.349729
40445.39000,0.349729
40445.40000,0.34973
40445.41000,0.34973
40445.42000,0.34973
40445.43000,0.34973
40445.44000,0.34973
40445.45000,0.349731
40445.46000,0.349731
40445.47000,0.349731
40445.48000,0.349731
40445.49000,0.349731
40445.50000,0.349732
40445.51000,0.349732
40445.52000,0.349732
40445.53000,0.349732
40445.54000,0.349732
40445.55000,0.349733
40445.56000,0.349733
40445.57000,0.349733
40445.58000,0.349733
40445.59000,0.349733
40445.60000,0.349734
40445.61000,0.349734
40445.62000,0.349734
40445.63000,0.349734
40445.64000,0.349734
40445.65000,0.349735
40445.66000,0.349735
40445.67000,0.349735
40445.68000,0.349735
40445.69000,0.349736
40445.70000,0.349736
40445.71000,0.349736
40445.72000,0.349736
40445.73000,0.349736
40445.74000,0.349737
40445.75000,0.349737
40445.76000,0.349737
40445.77000,0.349737
40445.78000,0.349735
40445.79000,0.349728
40445.80000,0.349722
40445.81000,0.349715
40445.82000,0.349708
40445.83000,0.349702
40445.84000,0.349695
40445.85000,0.349688
40445.86000,0.349682
40445.87000,0.349675
40445.88000,0.349668
40445.89000,0.349662
40445.90000,0.349655
40445.91000,0.349649
40445.92000,0.349642
40445.93000,0.349635
40445.94000,0.349629
40445.95000,0.349622
40445.96000,0.349615
40445.97000,0.349609
40445.98000,0.349602
40445.99000,0.349595
40446.00000,0.349589
40446.01000,0.349582
40446.02000,0.349575
40446.03000,0.349569
40446.04000,0.349562
40446.05000,0.349555
40446.06000,0.349549
40446.07000,0.349542
40446.08000,0.349535
40446.09000,0.349529
40446.10000,0.349522
40446.11000,0.349515
40446.12000,0.349509
40446.13000,0.349502
40446.14000,0.349496
40446.15000,0.349489
40446.16000,0.349482
40446.17000,0.349476
40446.18000,0.349469
40446.19000,0.349462
40446.20000,0.34945
40446.21000,0.349415
40446.22000,0.349381
40446.23000,0.349347
40446.24000,0.349312
40446.25000,0.349278
40446.26000,0.349243
40446.27000,0.349209
40446.28000,0.349174
40446.29000,0.34914
40446.30000,0.349105
40446.31000,0.349071
40446.32000,0.349036
40446.33000,0.349002
40446.34000,0.348967
40446.35000,0.348933
40446.36000,0.348898
40446.37000,0.348864
40446.38000,0.348829
40446.39000,0.348795
40446.40000,0.34876
40446.41000,0.348726
40446.42000,0.348692
40446.43000,0.348657
40446.44000,0.348623
40446.45000,0.348588
40446.46000,0.348554
40446.47000,0.348519
40446.48000,0.348485
40446.49000,0.34845
40446.50000,0.348416
40446.51000,0.348381
40446.52000,0.348347
40446.53000,0.348312
40446.54000,0.348278
40446.55000,0.348243
40446.56000,0.348209
40446.57000,0.348174
40446.58000,0.34814
40446.59000,0.348105
40446.60000,0.348071
40446.61000,0.348037
40446.62000,0.348004
40446.63000,0.348009
40446.64000,0.348013
40446.65000,0.348017
40446.66000,0.348021
40446.67000,0.348026
40446.68000,0.34803
40446.69000,0.348034
40446.70000,0.348039
40446.71000,0.348043
40446.72000,0.348047
40446.73000,0.348051
40446.74000,0.348056
40446.75000,0.34806
40446.76000,0.348064
40446.77000,0.348068
40446.78000,0.348073
40446.79000,0.348077
40446.80000,0.348081
40446.81000,0.348085
40446.82000,0.34809
40446.83000,0.348094
40446.84000,0.348098
40446.85000,0.348102
40446.86000,0.348107
40446.87000,0.348111
40446.88000,0.348115
40446.89000,0.348119
40446.90000,0.348124
40446.91000,0.348128
40446.92000,0.348132
40446.93000,0.348136
40446.94000,0.348141
40446.95000,0.348145
40446.96000,0.348149
40446.97000,0.348154
40446.98000,0.348158
40446.99000,0.348162
40447.00000,0.348166
40447.01000,0.348171
40447.02000,0.348175
40447.03000,0.348179
40447.04000,0.348183
40447.05000,0.34818
40447.06000,0.348177
40447.07000,0.348173
40447.08000,0.348169
40447.09000,0.348165
40447.10000,0.348162
40447.11000,0.348158
40447.12000,0.348154
40447.13000,0.34815
40447.14000,0.348147
40447.15000,0.348143
40447.16000,0.348139
40447.17000,0.348135
40447.18000,0.348132
40447.19000,0.348128
40447.20000,0.348124
40447.21000,0.348121
40447.22000,0.348117
40447.23000,0.348113
40447.24000,0.348109
40447.25000,0.348106
40447.26000,0.348102
40447.27000,0.348098
40447.28000,0.348094
40447.29000,0.348091
40447.30000,0.348087
40447.31000,0.348083
40447.32000,0.348079
40447.33000,0.348076
40447.34000,0.348072
40447.35000,0.348068
40447.36000,0.348065
40447.37000,0.348051
40447.38000,0.348214
40447.39000,0.348599
40447.40000,0.349086
40447.41000,0.349438
40447.42000,0.349589
40447.43000,0.349538
40447.44000,0.346489
40447.45000,0.346494
40447.46000,0.346499
40447.47000,0.346504
40447.48000,0.34651
40447.49000,0.346515
40447.50000,0.34652
40447.51000,0.346526
40447.52000,0.346531
40447.53000,0.346536
40447.54000,0.346541
40447.55000,0.346547
40447.56000,0.346552
40447.57000,0.346557
40447.58000,0.346563
40447.59000,0.346568
40447.60000,0.346573
40447.61000,0.346578
40447.62000,0.346584
40447.63000,0.346589
40447.64000,0.346594
40447.65000,0.346599
40447.66000,0.346605
40447.67000,0.34661
40447.68000,0.346615
40447.69000,0.346621
40447.70000,0.346626
40447.71000,0.346631
40447.72000,0.346636
40447.73000,0.346642
40447.74000,0.346647
40447.75000,0.346652
40447.76000,0.346658
40447.77000,0.346663
40447.78000,0.346668
40447.79000,0.346673
40447.80000,0.346679
40447.81000,0.346684
40447.82000,0.346689
40447.83000,0.346694
40447.84000,0.3467
40447.85000,0.346705
40447.86000,0.34671
40447.87000,0.346716
40447.88000,0.346721
40447.89000,0.346726
40447.90000,0.346731
40447.91000,0.346737
40447.92000,0.346742
40447.93000,0.346747
40447.94000,0.346753
40447.95000,0.348395
40447.96000,0.352229
40447.97000,0.357682
40447.98000,0.363302
40447.99000,0.365527
40448.00000,0.36539
40448.01000,0.363767
40448.02000,0.361153
40448.03000,0.359275
40448.04000,0.358233
40448.05000,0.357904
40448.06000,0.358166
40448.07000,0.35852
40448.08000,0.358729
40448.09000,0.358767
40448.10000,0.358653
40448.11000,0.358686
40448.12000,0.359093
40448.13000,0.359867
40448.14000,0.360946
40448.15000,0.361886
40448.16000,0.362156
40448.17000,0.361855
40448.18000,0.361128
40448.19000,0.360369
40448.20000,0.360481
40448.21000,0.361591
40448.22000,0.363591
40448.23000,0.366077
40448.24000,0.367516
40448.25000,0.368068
40448.26000,0.368007
40448.27000,0.367534
40448.28000,0.366907
40448.29000,0.366188
40448.30000,0.365393
40448.31000,0.364531
40448.32000,0.362222
40448.33000,0.36219
40448.34000,0.362158
40448.35000,0.362125
40448.36000,0.362093
40448.37000,0.362061
