t, Obs_Pond water depth (m)_expression
40492.27000,3.29513e-06
40492.28000,3.28626e-06
40492.29000,3.27853e-06
40492.30000,3.27131e-06
40492.31000,3.26409e-06
40492.32000,3.25688e-06
40492.33000,3.24966e-06
40492.34000,3.24244e-06
40492.35000,3.23522e-06
40492.36000,3.228e-06
40492.37000,3.22078e-06
40492.38000,3.21356e-06
40492.39000,3.20634e-06
40492.40000,3.19913e-06
40492.41000,3.19191e-06
40492.42000,3.18469e-06
40492.43000,3.17747e-06
40492.44000,3.17025e-06
40492.45000,3.16303e-06
40492.46000,3.15581e-06
40492.47000,3.1486e-06
40492.48000,3.14138e-06
40492.49000,3.13416e-06
40492.50000,3.12694e-06
40492.51000,3.11972e-06
40492.52000,3.1125e-06
40492.53000,3.10528e-06
40492.54000,3.09807e-06
40492.55000,3.09085e-06
40492.56000,3.08363e-06
40492.57000,3.07641e-06
40492.58000,3.06919e-06
40492.59000,3.06197e-06
40492.60000,3.05475e-06
40492.61000,3.04753e-06
40492.62000,3.04032e-06
40492.63000,3.0331e-06
40492.64000,3.02588e-06
40492.65000,3.01866e-06
40492.66000,3.01144e-06
40492.67000,3.00422e-06
40492.68000,2.997e-06
40492.69000,2.98979e-06
40492.70000,2.98257e-06
40492.71000,2.97535e-06
40492.72000,2.96813e-06
40492.73000,2.96091e-06
40492.74000,2.95369e-06
40492.75000,2.94647e-06
40492.76000,2.93926e-06
40492.77000,2.93204e-06
40492.78000,2.92482e-06
40492.79000,2.91841e-06
40492.80000,2.91238e-06
40492.81000,2.90635e-06
40492.82000,2.90032e-06
40492.83000,2.89429e-06
40492.84000,2.88825e-06
40492.85000,2.88222e-06
40492.86000,2.87619e-06
40492.87000,2.87016e-06
40492.88000,2.86412e-06
40492.89000,2.85809e-06
40492.90000,2.85206e-06
40492.91000,2.84603e-06
40492.92000,2.83999e-06
40492.93000,2.83396e-06
40492.94000,2.82793e-06
40492.95000,2.8219e-06
40492.96000,2.81586e-06
40492.97000,2.80983e-06
40492.98000,2.8038e-06
40492.99000,2.79777e-06
40493.00000,2.79174e-06
40493.01000,2.7857e-06
40493.02000,2.77967e-06
40493.03000,2.77364e-06
40493.04000,2.76761e-06
40493.05000,2.76157e-06
40493.06000,2.75554e-06
40493.07000,2.74951e-06
40493.08000,2.74348e-06
40493.09000,2.73744e-06
40493.10000,2.73141e-06
40493.11000,2.72538e-06
40493.12000,2.71935e-06
40493.13000,2.71331e-06
40493.14000,2.70728e-06
40493.15000,2.70125e-06
40493.16000,2.69522e-06
40493.17000,2.68919e-06
40493.18000,2.68315e-06
40493.19000,2.67712e-06
40493.20000,2.67109e-06
40493.21000,2.66506e-06
40493.22000,2.65902e-06
40493.23000,2.65299e-06
40493.24000,2.64696e-06
40493.25000,2.64093e-06
40493.26000,2.63489e-06
40493.27000,2.62886e-06
40493.28000,2.62283e-06
40493.29000,2.61747e-06
40493.30000,2.61242e-06
40493.31000,2.60738e-06
40493.32000,2.60233e-06
40493.33000,2.59728e-06
40493.34000,2.59223e-06
40493.35000,2.58718e-06
40493.36000,2.58213e-06
40493.37000,2.57708e-06
40493.38000,2.57203e-06
40493.39000,2.56699e-06
40493.40000,2.56194e-06
40493.41000,2.55689e-06
40493.42000,2.55184e-06
40493.43000,2.54679e-06
40493.44000,2.54174e-06
40493.45000,2.53669e-06
40493.46000,2.53164e-06
40493.47000,2.5266e-06
40493.48000,2.52155e-06
40493.49000,2.5165e-06
40493.50000,2.51145e-06
40493.51000,2.5064e-06
40493.52000,2.50135e-06
40493.53000,2.4963e-06
40493.54000,2.49125e-06
40493.55000,2.48621e-06
40493.56000,2.48116e-06
40493.57000,2.47611e-06
40493.58000,2.47106e-06
40493.59000,2.46601e-06
40493.60000,2.46096e-06
40493.61000,2.45591e-06
40493.62000,2.45086e-06
40493.63000,2.44582e-06
40493.64000,2.44077e-06
40493.65000,2.43572e-06
40493.66000,2.43067e-06
40493.67000,2.42562e-06
40493.68000,2.42057e-06
40493.69000,2.41552e-06
40493.70000,2.41047e-06
40493.71000,2.40543e-06
40493.72000,2.40038e-06
40493.73000,2.39533e-06
40493.74000,2.39028e-06
40493.75000,2.38523e-06
40493.76000,2.38018e-06
40493.77000,2.37513e-06
40493.78000,2.37008e-06
40493.79000,2.36549e-06
40493.80000,2.36111e-06
40493.81000,2.35672e-06
40493.82000,2.35234e-06
40493.83000,2.34796e-06
40493.84000,2.34357e-06
40493.85000,2.33919e-06
40493.86000,2.3348e-06
40493.87000,2.33042e-06
40493.88000,2.32604e-06
40493.89000,2.32165e-06
40493.90000,2.31727e-06
40493.91000,2.31289e-06
40493.92000,2.3085e-06
40493.93000,2.30412e-06
40493.94000,2.29973e-06
40493.95000,2.29535e-06
40493.96000,2.29097e-06
40493.97000,2.28658e-06
40493.98000,2.2822e-06
40493.99000,2.27781e-06
40494.00000,2.27343e-06
40494.01000,2.26905e-06
40494.02000,2.26466e-06
40494.03000,2.26028e-06
40494.04000,2.25589e-06
40494.05000,2.25151e-06
40494.06000,2.24713e-06
40494.07000,2.24274e-06
40494.08000,2.23836e-06
40494.09000,2.23398e-06
40494.10000,2.22959e-06
40494.11000,2.22521e-06
40494.12000,2.22082e-06
40494.13000,2.21644e-06
40494.14000,2.21206e-06
40494.15000,2.20767e-06
40494.16000,2.20329e-06
40494.17000,2.1989e-06
40494.18000,2.19452e-06
40494.19000,2.19014e-06
40494.20000,2.18575e-06
40494.21000,2.18137e-06
40494.22000,2.17698e-06
40494.23000,2.1726e-06
40494.24000,2.16822e-06
40494.25000,2.16383e-06
40494.26000,2.15945e-06
40494.27000,2.15506e-06
40494.28000,2.15068e-06
40494.29000,2.14675e-06
40494.30000,2.14302e-06
40494.31000,2.1393e-06
40494.32000,2.13557e-06
40494.33000,2.13184e-06
40494.34000,2.12812e-06
40494.35000,2.12439e-06
40494.36000,2.12066e-06
40494.37000,2.11694e-06
40494.38000,2.11321e-06
40494.39000,2.10948e-06
40494.40000,2.10576e-06
40494.41000,2.10203e-06
40494.42000,2.0983e-06
40494.43000,2.09458e-06
40494.44000,2.09085e-06
40494.45000,2.08712e-06
40494.46000,2.0834e-06
40494.47000,2.07967e-06
40494.48000,2.07594e-06
40494.49000,2.07222e-06
40494.50000,2.06849e-06
40494.51000,2.06476e-06
40494.52000,2.06104e-06
40494.53000,2.05731e-06
40494.54000,2.05358e-06
40494.55000,2.04986e-06
40494.56000,2.04613e-06
40494.57000,2.0424e-06
40494.58000,2.03868e-06
40494.59000,2.03495e-06
40494.60000,2.03122e-06
40494.61000,2.0275e-06
40494.62000,2.02377e-06
40494.63000,2.02004e-06
40494.64000,2.01632e-06
40494.65000,2.01259e-06
40494.66000,2.00886e-06
40494.67000,2.00514e-06
40494.68000,2.00141e-06
40494.69000,1.99768e-06
40494.70000,1.99396e-06
40494.71000,1.99023e-06
40494.72000,1.9865e-06
40494.73000,1.98278e-06
40494.74000,1.97905e-06
40494.75000,1.97532e-06
40494.76000,1.9716e-06
40494.77000,1.96787e-06
40494.78000,1.96414e-06
40494.79000,1.96074e-06
40494.80000,1.95749e-06
40494.81000,1.95423e-06
40494.82000,1.95098e-06
40494.83000,1.94772e-06
40494.84000,1.94447e-06
40494.85000,1.94121e-06
40494.86000,1.93796e-06
40494.87000,1.9347e-06
40494.88000,1.93145e-06
40494.89000,1.92819e-06
40494.90000,1.92494e-06
40494.91000,1.92168e-06
40494.92000,1.91843e-06
40494.93000,1.91517e-06
40494.94000,1.91192e-06
40494.95000,1.90866e-06
40494.96000,1.90541e-06
40494.97000,1.90215e-06
40494.98000,1.8989e-06
40494.99000,1.89564e-06
40495.00000,1.89239e-06
40495.01000,1.88913e-06
40495.02000,1.88588e-06
40495.03000,1.88262e-06
40495.04000,1.87937e-06
40495.05000,1.87611e-06
40495.06000,1.87286e-06
40495.07000,1.8696e-06
40495.08000,1.86635e-06
40495.09000,1.86309e-06
40495.10000,1.85984e-06
40495.11000,1.85658e-06
40495.12000,1.85333e-06
40495.13000,1.85007e-06
40495.14000,1.84682e-06
40495.15000,1.84356e-06
40495.16000,1.84031e-06
40495.17000,1.83705e-06
40495.18000,1.8338e-06
40495.19000,1.83054e-06
40495.20000,1.82729e-06
40495.21000,1.82403e-06
40495.22000,1.82078e-06
40495.23000,1.81752e-06
40495.24000,1.81427e-06
40495.25000,1.81101e-06
40495.26000,1.80776e-06
40495.27000,1.8045e-06
40495.28000,1.80125e-06
40495.29000,1.79829e-06
40495.30000,1.79546e-06
40495.31000,1.79264e-06
40495.32000,1.78981e-06
40495.33000,1.78699e-06
40495.34000,1.78416e-06
40495.35000,1.78134e-06
40495.36000,1.77851e-06
40495.37000,1.77569e-06
40495.38000,1.77286e-06
40495.39000,1.77003e-06
40495.40000,1.76721e-06
40495.41000,1.76438e-06
40495.42000,1.76156e-06
40495.43000,1.75873e-06
40495.44000,1.75591e-06
40495.45000,1.75308e-06
40495.46000,1.75026e-06
40495.47000,1.74743e-06
40495.48000,1.74461e-06
40495.49000,1.74178e-06
40495.50000,1.73896e-06
40495.51000,1.73613e-06
40495.52000,1.73331e-06
40495.53000,1.73048e-06
40495.54000,1.72765e-06
40495.55000,1.72483e-06
40495.56000,1.722e-06
40495.57000,1.71918e-06
40495.58000,1.71635e-06
40495.59000,1.71353e-06
40495.60000,1.7107e-06
40495.61000,1.70788e-06
40495.62000,1.70505e-06
40495.63000,1.70223e-06
40495.64000,1.6994e-06
40495.65000,1.69658e-06
40495.66000,1.69375e-06
40495.67000,1.69093e-06
40495.68000,1.6881e-06
40495.69000,1.68527e-06
40495.70000,1.68245e-06
40495.71000,1.67962e-06
40495.72000,1.6768e-06
40495.73000,1.67397e-06
40495.74000,1.67115e-06
40495.75000,1.66832e-06
40495.76000,1.6655e-06
40495.77000,1.66267e-06
40495.78000,1.65985e-06
40495.79000,1.65725e-06
40495.80000,1.65475e-06
40495.81000,1.65225e-06
40495.82000,1.64975e-06
40495.83000,1.64726e-06
40495.84000,1.64476e-06
40495.85000,1.64226e-06
40495.86000,1.63976e-06
40495.87000,1.63727e-06
40495.88000,1.63477e-06
40495.89000,1.63227e-06
40495.90000,1.62977e-06
40495.91000,1.62728e-06
40495.92000,1.62478e-06
40495.93000,1.62228e-06
40495.94000,1.61978e-06
40495.95000,1.61728e-06
40495.96000,1.61479e-06
40495.97000,1.61229e-06
40495.98000,1.60979e-06
40495.99000,1.60729e-06
40496.00000,1.6048e-06
40496.01000,1.6023e-06
40496.02000,1.5998e-06
40496.03000,1.5973e-06
40496.04000,1.59481e-06
40496.05000,1.59231e-06
40496.06000,1.58981e-06
40496.07000,1.58731e-06
40496.08000,1.58482e-06
40496.09000,1.58232e-06
40496.10000,1.57982e-06
40496.11000,1.57732e-06
40496.12000,1.57483e-06
40496.13000,1.57233e-06
40496.14000,1.56983e-06
40496.15000,1.56733e-06
40496.16000,1.56483e-06
40496.17000,1.56234e-06
40496.18000,1.55984e-06
40496.19000,1.55734e-06
40496.20000,1.55484e-06
40496.21000,1.55235e-06
40496.22000,1.54985e-06
40496.23000,1.54735e-06
40496.24000,1.54485e-06
40496.25000,1.54236e-06
40496.26000,1.53986e-06
40496.27000,1.53736e-06
40496.28000,1.53486e-06
40496.29000,1.53256e-06
40496.30000,1.53034e-06
40496.31000,1.52812e-06
40496.32000,1.5259e-06
40496.33000,1.52368e-06
40496.34000,1.52146e-06
40496.35000,1.51924e-06
40496.36000,1.51702e-06
40496.37000,1.5148e-06
40496.38000,1.51258e-06
40496.39000,1.51036e-06
40496.40000,1.50814e-06
40496.41000,1.50592e-06
40496.42000,1.5037e-06
40496.43000,1.50148e-06
40496.44000,1.49926e-06
40496.45000,1.49704e-06
40496.46000,1.49482e-06
40496.47000,1.4926e-06
40496.48000,1.49038e-06
40496.49000,1.48816e-06
40496.50000,1.48594e-06
40496.51000,1.48372e-06
40496.52000,1.4815e-06
40496.53000,1.47928e-06
40496.54000,1.47706e-06
40496.55000,1.47484e-06
40496.56000,1.47262e-06
40496.57000,1.4704e-06
40496.58000,1.46818e-06
40496.59000,1.46596e-06
40496.60000,1.46374e-06
40496.61000,1.46152e-06
40496.62000,1.4593e-06
40496.63000,1.45708e-06
40496.64000,1.45486e-06
40496.65000,1.45264e-06
40496.66000,1.45042e-06
40496.67000,1.4482e-06
40496.68000,1.44598e-06
40496.69000,1.44376e-06
40496.70000,1.44154e-06
40496.71000,1.43932e-06
40496.72000,1.4371e-06
40496.73000,1.43488e-06
40496.74000,1.43266e-06
40496.75000,1.43044e-06
40496.76000,1.42822e-06
40496.77000,1.426e-06
40496.78000,1.42378e-06
40496.79000,1.42172e-06
40496.80000,1.41974e-06
40496.81000,1.41776e-06
40496.82000,1.41577e-06
40496.83000,1.41379e-06
40496.84000,1.41181e-06
40496.85000,1.40983e-06
40496.86000,1.40785e-06
40496.87000,1.40586e-06
40496.88000,1.40388e-06
40496.89000,1.4019e-06
40496.90000,1.39992e-06
40496.91000,1.39794e-06
40496.92000,1.39595e-06
40496.93000,1.39397e-06
40496.94000,1.39199e-06
40496.95000,1.39001e-06
40496.96000,1.38803e-06
40496.97000,1.38604e-06
40496.98000,1.38406e-06
40496.99000,1.38208e-06
40497.00000,1.3801e-06
40497.01000,1.37812e-06
40497.02000,1.37613e-06
40497.03000,1.37415e-06
40497.04000,1.37217e-06
40497.05000,1.37019e-06
40497.06000,1.36821e-06
40497.07000,1.36622e-06
40497.08000,1.36424e-06
40497.09000,1.36226e-06
40497.10000,1.36028e-06
40497.11000,1.3583e-06
40497.12000,1.35631e-06
40497.13000,1.35433e-06
40497.14000,1.35235e-06
40497.15000,1.35037e-06
40497.16000,1.34839e-06
40497.17000,1.3464e-06
40497.18000,1.34442e-06
40497.19000,1.34244e-06
40497.20000,1.34046e-06
40497.21000,1.33848e-06
40497.22000,1.33649e-06
40497.23000,1.33451e-06
40497.24000,1.33253e-06
40497.25000,1.33055e-06
40497.26000,1.32857e-06
40497.27000,1.32658e-06
40497.28000,1.3246e-06
40497.29000,1.32386e-06
40497.30000,1.32368e-06
40497.31000,1.3235e-06
40497.32000,1.32333e-06
40497.33000,1.32315e-06
40497.34000,1.32297e-06
40497.35000,1.32279e-06
40497.36000,1.32261e-06
40497.37000,1.32243e-06
40497.38000,1.32225e-06
40497.39000,1.32208e-06
40497.40000,1.3219e-06
40497.41000,1.32172e-06
40497.42000,1.32154e-06
40497.43000,1.32136e-06
40497.44000,1.32118e-06
40497.45000,1.32101e-06
40497.46000,1.32083e-06
40497.47000,1.32065e-06
40497.48000,1.32047e-06
40497.49000,1.32029e-06
40497.50000,1.32011e-06
40497.51000,1.31993e-06
40497.52000,1.31976e-06
40497.53000,1.31958e-06
40497.54000,1.3194e-06
40497.55000,1.31922e-06
40497.56000,1.31904e-06
40497.57000,1.31886e-06
40497.58000,1.31869e-06
40497.59000,1.31851e-06
40497.60000,1.31833e-06
40497.61000,1.31815e-06
40497.62000,1.31797e-06
40497.63000,1.31779e-06
40497.64000,1.31761e-06
40497.65000,1.31744e-06
40497.66000,1.31726e-06
40497.67000,1.31708e-06
40497.68000,1.3169e-06
40497.69000,1.31672e-06
40497.70000,1.31654e-06
40497.71000,1.31637e-06
40497.72000,1.31619e-06
40497.73000,1.31601e-06
40497.74000,1.31583e-06
40497.75000,1.31565e-06
40497.76000,1.31547e-06
40497.77000,1.3153e-06
40497.78000,1.31512e-06
40497.79000,1.73219e-05
40497.80000,4.06133e-05
40497.81000,6.39046e-05
40497.82000,8.7196e-05
40497.83000,0.000110487
40497.84000,0.000133779
40497.85000,0.00015707
40497.86000,0.000180362
40497.87000,0.000576364
40497.88000,0.00111791
40497.89000,0.00177382
40497.90000,0.00281498
40497.91000,0.00459946
40497.92000,0.00694168
40497.93000,0.00980778
40497.94000,0.0126045
40497.95000,0.0137308
40497.96000,0.0142188
40497.97000,0.0143701
40497.98000,0.0141704
40497.99000,0.0118562
40498.00000,0.00891203
40498.01000,0.00591424
40498.02000,0.00317267
40498.03000,0.00242204
40498.04000,0.00239807
40498.05000,0.00272114
40498.06000,0.00327524
40498.07000,0.00346538
40498.08000,0.00335731
40498.09000,0.00311461
40498.10000,0.00279945
40498.11000,0.00244674
40498.12000,0.0020764
40498.13000,0.00169929
40498.14000,0.00132071
40498.15000,0.0011573
40498.16000,0.00139443
40498.17000,0.00186378
40498.18000,0.00251328
40498.19000,0.00324734
40498.20000,0.00387483
40498.21000,0.00446323
40498.22000,0.00502617
40498.23000,0.00548287
40498.24000,0.00490797
40498.25000,0.00398795
40498.26000,0.00294833
40498.27000,0.00189999
40498.28000,0.000872469
40498.29000,0.000930398
40498.30000,0.000988326
40498.31000,0.00104626
40498.32000,0.00110418
40498.33000,0.00174953
40498.34000,0.00270618
40498.35000,0.00391953
40498.36000,0.00517696
40498.37000,0.00637968
40498.38000,0.0075679
40498.39000,0.0087484
40498.40000,0.00925294
40498.41000,0.0085598
40498.42000,0.00743873
40498.43000,0.00616921
40498.44000,0.00494162
40498.45000,0.00396021
40498.46000,0.00307504
40498.47000,0.00225989
40498.48000,0.00154877
40498.49000,0.0013674
40498.50000,0.00139684
40498.51000,0.00155918
40498.52000,0.00181855
40498.53000,0.00179084
40498.54000,0.00161598
40498.55000,0.0013603
40498.56000,0.00105666
40498.57000,0.00123289
40498.58000,0.00184611
40498.59000,0.00277485
40498.60000,0.00396719
40498.61000,0.00571197
40498.62000,0.00581549
40498.63000,0.00591901
40498.64000,0.00602253
40498.65000,0.00612605
40498.66000,0.00688328
40498.67000,0.00779888
40498.68000,0.00881149
40498.69000,0.00932561
40498.70000,0.00798831
40498.71000,0.00610217
40498.72000,0.00412765
40498.73000,0.000723191
40498.74000,0.000723094
40498.75000,0.000722997
40498.76000,0.0007229
40498.77000,0.000722803
40498.78000,0.000722706
40498.79000,0.000895917
40498.80000,0.00116824
40498.81000,0.00151216
40498.82000,0.00162383
40498.83000,0.00153256
40498.84000,0.00132941
40498.85000,0.00105944
40498.86000,0.000310951
40498.87000,0.000329691
40498.88000,0.000348432
40498.89000,0.000367173
40498.90000,0.000385913
40498.91000,0.000404654
40498.92000,0.000423394
40498.93000,0.000442135
40498.94000,0.000460875
40498.95000,0.000479616
40498.96000,0.000498356
40498.97000,0.000517097
40498.98000,0.000535837
40498.99000,0.00461312
40499.00000,0.0130322
40499.01000,0.0253347
40499.02000,0.0398203
40499.03000,0.041112
40499.04000,0.0353038
40499.05000,0.026084
40499.06000,0.0161341
40499.07000,0.0102162
40499.08000,0.00700741
40499.09000,0.0047688
40499.10000,0.00297103
40499.11000,0.000472201
40499.12000,0.000447353
40499.13000,0.000422504
40499.14000,0.000397656
40499.15000,0.000372808
40499.16000,0.000347959
40499.17000,0.000323111
40499.18000,0.000298263
40499.19000,0.000273414
40499.20000,0.000248566
40499.21000,0.000223718
40499.22000,0.000217042
40499.23000,0.000210367
40499.24000,0.000203691
40499.25000,0.000197016
40499.26000,0.00019034
40499.27000,0.000183665
40499.28000,0.000176989
40499.29000,0.000170314
40499.30000,0.000163638
40499.31000,0.000156963
40499.32000,0.000150287
40499.33000,0.000143612
40499.34000,0.000136936
40499.35000,0.00013218
40499.36000,0.000128383
40499.37000,0.000124587
40499.38000,0.000120791
40499.39000,0.000116994
40499.40000,0.000113198
40499.41000,0.000109401
40499.42000,0.000105605
40499.43000,0.000101808
40499.44000,9.80118e-05
40499.45000,9.42153e-05
40499.46000,9.04188e-05
40499.47000,8.66224e-05
40499.48000,8.35356e-05
40499.49000,8.18681e-05
40499.50000,8.02007e-05
40499.51000,7.85332e-05
40499.52000,7.68657e-05
40499.53000,7.51983e-05
40499.54000,7.35308e-05
40499.55000,7.18633e-05
40499.56000,7.01959e-05
40499.57000,6.85284e-05
40499.58000,6.68609e-05
40499.59000,6.51935e-05
40499.60000,6.3526e-05
40499.61000,6.18585e-05
40499.62000,6.01911e-05
40499.63000,5.85236e-05
40499.64000,5.68561e-05
40499.65000,5.51887e-05
40499.66000,5.40133e-05
40499.67000,5.32317e-05
40499.68000,5.245e-05
40499.69000,5.16683e-05
40499.70000,5.08866e-05
40499.71000,5.0105e-05
40499.72000,4.93233e-05
40499.73000,4.85416e-05
40499.74000,4.77599e-05
40499.75000,4.69783e-05
40499.76000,4.61966e-05
40499.77000,4.54149e-05
40499.78000,4.46333e-05
40499.79000,4.38516e-05
40499.80000,4.30699e-05
40499.81000,4.22882e-05
40499.82000,4.15066e-05
40499.83000,4.07249e-05
40499.84000,3.99432e-05
40499.85000,3.91616e-05
40499.86000,3.83799e-05
40499.87000,3.75982e-05
40499.88000,3.68165e-05
40499.89000,3.60349e-05
40499.90000,3.55942e-05
40499.91000,3.52128e-05
40499.92000,3.48314e-05
40499.93000,3.445e-05
40499.94000,3.40686e-05
40499.95000,3.36872e-05
40499.96000,3.33058e-05
40499.97000,3.29244e-05
40499.98000,3.2543e-05
40499.99000,3.21616e-05
40500.00000,3.17802e-05
40500.01000,3.13988e-05
40500.02000,3.10174e-05
40500.03000,3.0636e-05
40500.04000,3.02546e-05
40500.05000,2.98732e-05
40500.06000,2.94918e-05
40500.07000,2.91104e-05
40500.08000,2.8729e-05
40500.09000,2.83476e-05
40500.10000,2.79662e-05
40500.11000,2.75848e-05
40500.12000,2.72034e-05
40500.13000,2.6822e-05
40500.14000,2.64406e-05
40500.15000,2.60592e-05
40500.16000,2.56777e-05
40500.17000,2.52963e-05
40500.18000,2.49149e-05
40500.19000,2.45335e-05
40500.20000,2.41521e-05
40500.21000,2.38201e-05
40500.22000,2.36386e-05
40500.23000,2.3457e-05
40500.24000,2.32755e-05
40500.25000,2.3094e-05
40500.26000,2.29124e-05
40500.27000,2.27309e-05
40500.28000,2.25494e-05
40500.29000,2.23678e-05
40500.30000,2.21863e-05
40500.31000,2.20048e-05
40500.32000,2.18233e-05
40500.33000,2.16417e-05
40500.34000,2.14602e-05
40500.35000,2.12787e-05
40500.36000,2.10971e-05
40500.37000,2.09156e-05
40500.38000,2.07341e-05
40500.39000,2.05525e-05
40500.40000,2.0371e-05
40500.41000,2.01895e-05
40500.42000,2.00079e-05
40500.43000,1.98264e-05
40500.44000,1.96449e-05
40500.45000,1.94633e-05
40500.46000,1.92818e-05
40500.47000,1.91003e-05
40500.48000,1.89188e-05
40500.49000,1.87372e-05
40500.50000,1.85557e-05
40500.51000,1.83742e-05
40500.52000,1.81926e-05
40500.53000,1.80111e-05
40500.54000,1.78296e-05
40500.55000,1.7648e-05
40500.56000,1.74665e-05
40500.57000,1.7285e-05
40500.58000,1.71034e-05
40500.59000,1.69219e-05
40500.60000,1.67404e-05
40500.61000,1.65588e-05
40500.62000,1.63773e-05
40500.63000,1.62064e-05
40500.64000,1.6124e-05
40500.65000,1.60417e-05
40500.66000,1.59593e-05
40500.67000,1.58769e-05
40500.68000,1.57946e-05
40500.69000,1.57122e-05
40500.70000,1.56298e-05
40500.71000,1.55475e-05
40500.72000,1.54651e-05
40500.73000,1.53828e-05
40500.74000,1.53004e-05
40500.75000,1.5218e-05
40500.76000,1.51357e-05
40500.77000,1.50533e-05
40500.78000,1.49709e-05
40500.79000,1.48886e-05
40500.80000,1.48062e-05
40500.81000,1.47238e-05
40500.82000,1.46415e-05
40500.83000,1.45591e-05
40500.84000,1.44767e-05
40500.85000,1.43944e-05
40500.86000,1.4312e-05
40500.87000,1.42297e-05
40500.88000,1.41473e-05
40500.89000,1.40649e-05
40500.90000,1.39826e-05
40500.91000,1.39002e-05
40500.92000,1.38178e-05
40500.93000,1.37355e-05
40500.94000,1.36531e-05
40500.95000,1.35707e-05
40500.96000,1.34884e-05
40500.97000,1.3406e-05
40500.98000,1.33236e-05
40500.99000,1.32413e-05
40501.00000,1.31589e-05
40501.01000,1.30766e-05
40501.02000,1.29942e-05
40501.03000,1.29118e-05
40501.04000,1.28295e-05
40501.05000,1.27471e-05
40501.06000,1.26647e-05
40501.07000,1.25824e-05
40501.08000,1.25e-05
40501.09000,1.24176e-05
40501.10000,1.23353e-05
40501.11000,1.22529e-05
40501.12000,1.21705e-05
40501.13000,1.209e-05
40501.14000,1.20242e-05
40501.15000,1.19584e-05
40501.16000,1.18926e-05
40501.17000,1.18268e-05
40501.18000,1.1761e-05
40501.19000,1.16952e-05
40501.20000,1.16294e-05
40501.21000,1.15636e-05
40501.22000,1.14978e-05
40501.23000,1.1432e-05
40501.24000,1.13662e-05
40501.25000,1.13004e-05
40501.26000,1.12346e-05
40501.27000,1.11688e-05
40501.28000,1.1103e-05
40501.29000,1.10372e-05
40501.30000,1.09714e-05
40501.31000,1.09057e-05
40501.32000,1.08399e-05
40501.33000,1.07741e-05
40501.34000,1.07083e-05
40501.35000,1.06425e-05
40501.36000,1.05767e-05
40501.37000,1.05109e-05
40501.38000,1.04451e-05
40501.39000,1.03793e-05
40501.40000,1.03135e-05
40501.41000,1.02477e-05
40501.42000,1.01819e-05
40501.43000,1.01161e-05
40501.44000,1.00503e-05
40501.45000,9.98453e-06
40501.46000,9.91873e-06
40501.47000,9.85294e-06
40501.48000,9.78714e-06
40501.49000,9.72135e-06
40501.50000,9.65555e-06
40501.51000,9.58976e-06
40501.52000,9.52396e-06
40501.53000,9.45817e-06
40501.54000,9.39237e-06
40501.55000,9.32658e-06
40501.56000,9.26078e-06
40501.57000,9.19499e-06
40501.58000,9.12919e-06
40501.59000,9.0634e-06
40501.60000,8.99761e-06
40501.61000,8.93181e-06
40501.62000,8.86602e-06
40501.63000,8.80387e-06
40501.64000,8.77216e-06
40501.65000,8.74046e-06
40501.66000,8.70875e-06
40501.67000,8.67704e-06
40501.68000,8.64534e-06
40501.69000,8.61363e-06
40501.70000,8.58193e-06
40501.71000,8.55022e-06
40501.72000,8.51851e-06
40501.73000,8.48681e-06
40501.74000,8.4551e-06
40501.75000,8.42339e-06
40501.76000,8.39169e-06
40501.77000,8.35998e-06
40501.78000,8.32828e-06
40501.79000,8.29657e-06
40501.80000,8.26486e-06
40501.81000,8.23316e-06
40501.82000,8.20145e-06
40501.83000,8.16974e-06
40501.84000,8.13804e-06
40501.85000,8.10633e-06
40501.86000,8.07463e-06
40501.87000,8.04292e-06
40501.88000,8.01121e-06
40501.89000,7.97951e-06
40501.90000,7.9478e-06
40501.91000,7.91609e-06
40501.92000,7.88439e-06
40501.93000,7.85268e-06
40501.94000,7.82098e-06
40501.95000,7.78927e-06
40501.96000,7.75756e-06
40501.97000,7.72586e-06
40501.98000,7.69415e-06
40501.99000,7.66244e-06
40502.00000,7.63074e-06
40502.01000,7.59903e-06
40502.02000,7.56733e-06
40502.03000,7.53562e-06
40502.04000,7.50391e-06
40502.05000,7.47221e-06
40502.06000,7.4405e-06
40502.07000,7.40879e-06
40502.08000,7.37709e-06
40502.09000,7.34538e-06
40502.10000,7.31368e-06
40502.11000,7.28197e-06
40502.12000,7.25026e-06
40502.13000,7.21734e-06
40502.14000,7.17423e-06
40502.15000,7.13112e-06
40502.16000,7.08801e-06
40502.17000,7.0449e-06
40502.18000,7.0018e-06
40502.19000,6.95869e-06
40502.20000,6.91558e-06
40502.21000,6.87247e-06
40502.22000,6.82936e-06
40502.23000,6.78626e-06
40502.24000,6.74315e-06
40502.25000,6.70004e-06
40502.26000,6.65693e-06
40502.27000,6.61382e-06
40502.28000,6.57071e-06
40502.29000,6.52761e-06
40502.30000,6.4845e-06
40502.31000,6.44139e-06
40502.32000,6.39828e-06
40502.33000,6.35517e-06
40502.34000,6.31207e-06
40502.35000,6.26896e-06
40502.36000,6.22585e-06
40502.37000,6.18274e-06
40502.38000,6.13963e-06
40502.39000,6.09652e-06
40502.40000,6.05342e-06
40502.41000,6.01031e-06
40502.42000,5.9672e-06
40502.43000,5.92409e-06
40502.44000,5.88098e-06
40502.45000,5.83788e-06
40502.46000,5.79477e-06
40502.47000,5.75166e-06
40502.48000,5.70855e-06
