t, Evaporation,t, Groundwater Recharge (m3/day),t, Infiltration rate (m3/day),t, Inflow to the pond (m3/day),t, Overflow (m3/day),t, Pond water depth (m),t, Precipitation (mm/day),t, Soil Moisture,t, Underdrain flow (m3/day)
43839.00000,0.00116954,43839.00000,0.0318646,43839.00000,0.165592,43839.00000,0.160945,43839.00000,0,43839.00000,0.000141105,43839.00000,0,43839.00000,0.349492,43839.00000,0
43839.04167,0.000998508,43839.04167,0.0322967,43839.04167,0.110922,43839.04167,0.107774,43839.04167,0,43839.04167,0.000106081,43839.04167,0,43839.04167,0.364847,43839.04167,0
43839.08333,0.00100182,43839.08333,0.032885,43839.08333,0.07264,43839.08333,0.0705448,43839.08333,0,43839.08333,8.90354e-05,43839.08333,0,43839.08333,0.358289,43839.08333,0
43839.12500,0.00115136,43839.12500,0.0333871,43839.12500,0.053115,43839.12500,0.0515586,43839.12500,0,43839.12500,8.05783e-05,43839.12500,0,43839.12500,0.347157,43839.12500,0
43839.16667,0.00155503,43839.16667,0.0338541,43839.16667,0.0411527,43839.16667,0.0399284,43839.16667,0,43839.16667,6.74656e-05,43839.16667,0,43839.16667,0.338159,43839.16667,0
43839.20833,0.00186829,43839.20833,0.0343329,43839.20833,0.0325756,43839.20833,0.0315917,43839.20833,0,43839.20833,5.53917e-05,43839.20833,0,43839.20833,0.339879,43839.20833,0
43839.25000,0.00171677,43839.25000,0.0348239,43839.25000,0.0262613,43839.25000,0.0254562,43839.25000,0,43839.25000,4.51719e-05,43839.25000,0,43839.25000,0.336452,43839.25000,0
43839.29167,0.00151887,43839.29167,0.0353274,43839.29167,0.0215063,43839.29167,0.0208373,43839.29167,0,43839.29167,4.34552e-05,43839.29167,0,43839.29167,0.342761,43839.29167,0
43839.33333,0.00137974,43839.33333,0.0358437,43839.33333,0.0178546,43839.33333,0.0172912,43839.33333,0,43839.33333,4.02718e-05,43839.33333,0,43839.33333,0.351154,43839.33333,0
43839.37500,0.00128223,43839.37500,0.0363731,43839.37500,0.0150014,43839.37500,0.0145215,43839.37500,0,43839.37500,4.01103e-05,43839.37500,0,43839.37500,0.353569,43839.37500,0
43839.41667,0.00116782,43839.41667,0.0369158,43839.41667,0.0127383,43839.41667,0.0123253,43839.41667,0,43839.41667,3.6751e-05,43839.41667,0,43839.41667,0.353877,43839.41667,0
43839.45833,0.00105236,43839.45833,0.0374722,43839.45833,0.0109188,43839.45833,0.0105602,43839.45833,0,43839.45833,3.89606e-05,43839.45833,0,43839.45833,0.343519,43839.45833,0
43839.50000,0.00834822,43839.50000,0.0380427,43839.50000,0.0094383,43839.50000,0.00912433,43839.50000,0,43839.50000,3.26442e-05,43839.50000,0,43839.50000,0.331031,43839.50000,0
43839.54167,0.0981988,43839.54167,0.0386276,43839.54167,0.00822087,43839.54167,0.00794355,43839.54167,0,43839.54167,3.01837e-05,43839.54167,0,43839.54167,0.341792,43839.54167,0
43839.58333,0.353887,43839.58333,0.0392274,43839.58333,0.00721027,43839.58333,0.00696291,43839.58333,0,43839.58333,2.92807e-05,43839.58333,0,43839.58333,0.33814,43839.58333,0
43839.62500,0.703741,43839.62500,0.0398423,43839.62500,0.00636341,43839.62500,0.00614137,43839.62500,0,43839.62500,3.05623e-05,43839.62500,0,43839.62500,0.337118,43839.62500,0
43839.66667,1.00048,43839.66667,0.0404725,43839.66667,0.00564725,43839.66667,0.00544769,43839.66667,0,43839.66667,2.72831e-05,43839.66667,0,43839.66667,0.3564,43839.66667,0
43839.70833,1.15709,43839.70833,0.0411185,43839.70833,0.00503692,43839.70833,0.00485762,43839.70833,0,43839.70833,2.57075e-05,43839.70833,0,43839.70833,0.367763,43839.70833,0
43839.75000,1.13901,43839.75000,0.0417805,43839.75000,0.00451342,43839.75000,0.0043522,43839.75000,0,43839.75000,2.53211e-05,43839.75000,0,43839.75000,0.361113,43839.75000,0
43839.79167,0.972415,43839.79167,0.042459,43839.79167,0.00406206,43839.79167,0.00391663,43839.79167,0,43839.79167,2.60044e-05,43839.79167,0,43839.79167,0.365475,43839.79167,0
43839.83333,0.729062,43839.83333,0.0431542,43839.83333,0.00367103,43839.83333,0.0035391,43839.83333,0,43839.83333,2.39798e-05,43839.83333,0,43839.83333,0.370646,43839.83333,0
43839.87500,0.446656,43839.87500,0.0438666,43839.87500,0.00333046,43839.87500,0.00321005,43839.87500,0,43839.87500,2.18502e-05,43839.87500,0,43839.87500,0.391211,43839.87500,0
43839.91667,0.18276,43839.91667,0.0445085,43839.91667,0.00306286,43839.91667,0.00295079,43839.91667,0,43839.91667,2.01236e-05,43839.91667,0,43839.91667,0.395925,43839.91667,0
43839.95833,0.0261224,43839.95833,0.0449152,43839.95833,0.00291406,43839.95833,0.00280086,43839.95833,0,43839.95833,1.85728e-05,43839.95833,0,43839.95833,0.40634,43839.95833,0
43840.00000,0.00144296,43840.00000,0.0459535,43840.00000,0.00257126,43840.00000,0.00247019,43840.00000,0,43840.00000,1.78024e-05,43840.00000,0,43840.00000,0.39835,43840.00000,0
43840.04167,0.00169556,43840.04167,0.046744,43840.04167,0.00235097,43840.04167,0.00226232,43840.04167,0,43840.04167,1.58698e-05,43840.04167,0,43840.04167,0.391443,43840.04167,0
43840.08333,0.00182297,43840.08333,0.0478178,43840.08333,0.00210766,43840.08333,0.00202838,43840.08333,0,43840.08333,1.4061e-05,43840.08333,0,43840.08333,0.378686,43840.08333,0
43840.12500,0.0018134,43840.12500,0.048733,43840.12500,0.00193161,43840.12500,0.0018586,43840.12500,0,43840.12500,1.40676e-05,43840.12500,0,43840.12500,0.371104,43840.12500,0
43840.16667,0.00162341,43840.16667,0.049583,43840.16667,0.00178966,43840.16667,0.0017216,43840.16667,0,43840.16667,1.48255e-05,43840.16667,0,43840.16667,0.367469,43840.16667,0
43840.20833,0.00134418,43840.20833,0.0504537,43840.20833,0.00166181,43840.20833,0.00159821,43840.20833,0,43840.20833,1.47307e-05,43840.20833,0,43840.20833,0.370204,43840.20833,0
43840.25000,0.00101247,43840.25000,0.0513455,43840.25000,0.00154629,43840.25000,0.00148674,43840.25000,0,43840.25000,1.30048e-05,43840.25000,0,43840.25000,0.375395,43840.25000,0
43840.29167,0.000727357,43840.29167,0.0522588,43840.29167,0.00144164,43840.29167,0.00138576,43840.29167,0,43840.29167,1.35702e-05,43840.29167,0,43840.29167,0.390984,43840.29167,0
43840.33333,0.000528805,43840.33333,0.0531942,43840.33333,0.00134656,43840.33333,0.00129405,43840.33333,0,43840.33333,1.33882e-05,43840.33333,0,43840.33333,0.393361,43840.33333,0
43840.37500,0.000381009,43840.37500,0.0541521,43840.37500,0.00125997,43840.37500,0.00121054,43840.37500,0,43840.37500,1.16904e-05,43840.37500,0,43840.37500,0.389676,43840.37500,0
43840.41667,0.00035868,43840.41667,0.0551329,43840.41667,0.00118093,43840.41667,0.00113433,43840.41667,0,43840.41667,1.12622e-05,43840.41667,0,43840.41667,0.391098,43840.41667,0
43840.45833,0.000568324,43840.45833,0.0561372,43840.45833,0.00110861,43840.45833,0.00106462,43840.45833,0,43840.45833,1.07819e-05,43840.45833,0,43840.45833,0.393651,43840.45833,0
43840.50000,0.00286221,43840.50000,0.0571654,43840.50000,0.00104231,43840.50000,0.00100071,43840.50000,0,43840.50000,1.05818e-05,43840.50000,0,43840.50000,0.37819,43840.50000,0
43840.54167,0.041591,43840.54167,0.058218,43840.54167,0.000981467,43840.54167,0.000942005,43840.54167,0,43840.54167,9.5897e-06,43840.54167,0,43840.54167,0.373947,43840.54167,0
43840.58333,0.200573,43840.58333,0.0592956,43840.58333,0.00092568,43840.58333,0.00088797,43840.58333,0,43840.58333,9.45498e-06,43840.58333,0,43840.58333,0.373554,43840.58333,0
43840.62500,0.410047,43840.62500,0.0603987,43840.62500,0.000874273,43840.62500,0.000838139,43840.62500,0,43840.62500,8.95125e-06,43840.62500,0,43840.62500,0.392059,43840.62500,0
43840.66667,0.523846,43840.66667,0.0615278,43840.66667,0.000826531,43840.66667,0.00079211,43840.66667,0,43840.66667,8.96077e-06,43840.66667,0,43840.66667,0.389038,43840.66667,0
43840.70833,0.598456,43840.70833,0.0626831,43840.70833,0.00078225,43840.70833,0.000749518,43840.70833,0,43840.70833,8.26847e-06,43840.70833,0,43840.70833,0.403601,43840.70833,0
43840.75000,0.679041,43840.75000,0.0638653,43840.75000,0.00074123,43840.75000,0.000710042,43840.75000,0,43840.75000,8.16988e-06,43840.75000,0,43840.75000,0.40018,43840.75000,0
43840.79167,0.715447,43840.79167,0.0650747,43840.79167,0.00070309,43840.79167,0.000673397,43840.79167,0,43840.79167,7.93468e-06,43840.79167,0,43840.79167,0.385176,43840.79167,0
43840.83333,0.61252,43840.83333,0.0663117,43840.83333,0.000667426,43840.83333,0.000639332,43840.83333,0,43840.83333,7.22252e-06,43840.83333,0,43840.83333,0.380023,43840.83333,0
43840.87500,0.354492,43840.87500,0.0675768,43840.87500,0.000634022,43840.87500,0.00060762,43840.87500,0,43840.87500,7.13523e-06,43840.87500,0,43840.87500,0.381734,43840.87500,0
43840.91667,0.126745,43840.91667,0.068715,43840.91667,0.0006063,43840.91667,0.000581248,43840.91667,0,43840.91667,6.54866e-06,43840.91667,0,43840.91667,0.378088,43840.91667,0
43840.95833,0.0196699,43840.95833,0.0694357,43840.95833,0.000589781,43840.95833,0.000565413,43840.95833,0,43840.95833,6.32725e-06,43840.95833,0,43840.95833,0.367944,43840.95833,0
43841.00000,0.00161571,43841.00000,0.0712756,43841.00000,0.000551549,43841.00000,0.00052839,43841.00000,0,43841.00000,6.46516e-06,43841.00000,0,43841.00000,0.370048,43841.00000,0
43841.04167,0.00126472,43841.04167,0.07267,43841.04167,0.00052566,43841.04167,0.000503445,43841.04167,0,43841.04167,6.73969e-06,43841.04167,0,43841.04167,0.355628,43841.04167,0
43841.08333,0.000702483,43841.08333,0.0745565,43841.08333,0.000494407,43841.08333,0.000473382,43841.08333,0,43841.08333,6.85589e-06,43841.08333,0,43841.08333,0.3433,43841.08333,0
43841.12500,0.000512493,43841.12500,0.0761591,43841.12500,0.000470383,43841.12500,0.000450286,43841.12500,0,43841.12500,6.76252e-06,43841.12500,0,43841.12500,0.340504,43841.12500,0
43841.16667,0.00046405,43841.16667,0.0776433,43841.16667,0.000450031,43841.16667,0.000430725,43841.16667,0,43841.16667,6.62404e-06,43841.16667,0,43841.16667,0.331743,43841.16667,0
43841.20833,0.000414389,43841.20833,0.0791594,43841.20833,0.000430884,43841.20833,0.000412326,43841.20833,0,43841.20833,6.67881e-06,43841.20833,0,43841.20833,0.339632,43841.20833,0
43841.25000,0.000454472,43841.25000,0.0807077,43841.25000,0.000412853,43841.25000,0.000395002,43841.25000,0,43841.25000,6.84681e-06,43841.25000,0,43841.25000,0.344144,43841.25000,0
43841.29167,0.000571317,43841.29167,0.0822886,43841.29167,0.000395857,43841.29167,0.000378675,43841.29167,0,43841.29167,6.85543e-06,43841.29167,0,43841.29167,0.332764,43841.29167,0
43841.33333,0.000709003,43841.33333,0.0839026,43841.33333,0.00037982,43841.33333,0.000363272,43841.33333,0,43841.33333,7.02186e-06,43841.33333,0,43841.33333,0.345506,43841.33333,0
43841.37500,0.000776142,43841.37500,0.08555,43841.37500,0.000364674,43841.37500,0.000348727,43841.37500,0,43841.37500,6.50963e-06,43841.37500,0,43841.37500,0.351503,43841.37500,0
43841.41667,0.000706968,43841.41667,0.0872311,43841.41667,0.000350357,43841.41667,0.00033498,43841.41667,0,43841.41667,6.34539e-06,43841.41667,0,43841.41667,0.339293,43841.41667,0
43841.45833,0.000753996,43841.45833,0.0889463,43841.45833,0.000336811,43841.45833,0.000321977,43841.45833,0,43841.45833,5.84592e-06,43841.45833,0,43841.45833,0.351648,43841.45833,0
43841.50000,0.00246378,43841.50000,0.0906959,43841.50000,0.000323986,43841.50000,0.000309665,43841.50000,0,43841.50000,5.66578e-06,43841.50000,0,43841.50000,0.348163,43841.50000,0
43841.54167,0.0276825,43841.54167,0.0924803,43841.54167,0.000311853,43841.54167,0.000297999,43841.54167,0,43841.54167,5.53278e-06,43841.54167,0,43841.54167,0.339603,43841.54167,0
43841.58333,0.16838,43841.58333,0.0942999,43841.58333,0.000300443,43841.58333,0.000286935,43841.58333,0,43841.58333,5.19136e-06,43841.58333,0,43841.58333,0.339218,43841.58333,0
43841.62500,0.377065,43841.62500,0.096155,43841.62500,0.000289665,43841.62500,0.000276433,43841.62500,0,43841.62500,5.25398e-06,43841.62500,0,43841.62500,0.327882,43841.62500,0
43841.66667,0.530792,43841.66667,0.0980456,43841.66667,0.000279364,43841.66667,0.000266459,43841.66667,0,43841.66667,5.47274e-06,43841.66667,0,43841.66667,0.334495,43841.66667,0
43841.70833,0.689628,43841.70833,0.0999719,43841.70833,0.000269554,43841.70833,0.00025698,43841.70833,0,43841.70833,5.03593e-06,43841.70833,0,43841.70833,0.335661,43841.70833,0
43841.75000,0.814122,43841.75000,0.101934,43841.75000,0.000260189,43841.75000,0.000247963,43841.75000,0,43841.75000,4.91548e-06,43841.75000,0,43841.75000,0.329945,43841.75000,0
43841.79167,0.78005,43841.79167,0.103932,43841.79167,0.00025115,43841.79167,0.000239381,43841.79167,0,43841.79167,5.0199e-06,43841.79167,0,43841.79167,0.350778,43841.79167,0
43841.83333,0.621487,43841.83333,0.105967,43841.83333,0.00024245,43841.83333,0.000231209,43841.83333,0,43841.83333,4.96467e-06,43841.83333,0,43841.83333,0.349798,43841.83333,0
43841.87500,0.396209,43841.87500,0.108037,43841.87500,0.000234128,43841.87500,0.00022342,43841.87500,0,43841.87500,5.05323e-06,43841.87500,0,43841.87500,0.359181,43841.87500,0
43841.91667,0.165128,43841.91667,0.109892,43841.91667,0.00022707,43841.91667,0.000216817,43841.91667,0,43841.91667,4.97468e-06,43841.91667,0,43841.91667,0.36633,43841.91667,0
43841.95833,0.0228594,43841.95833,0.111064,43841.95833,0.000222787,43841.95833,0.000212801,43841.95833,0,43841.95833,5.35485e-06,43841.95833,0,43841.95833,0.361259,43841.95833,0
43842.00000,0.00104232,43842.00000,0.114044,43842.00000,0.000212836,43842.00000,0.000203213,43842.00000,0,43842.00000,4.93895e-06,43842.00000,0,43842.00000,0.370609,43842.00000,0
43842.04167,0.000994045,43842.04167,0.116286,43842.04167,0.000205957,43842.04167,0.000196568,43842.04167,0,43842.04167,4.62193e-06,43842.04167,0,43842.04167,0.36112,43842.04167,0
43842.08333,0.00110192,43842.08333,0.119293,43842.08333,0.000197405,43842.08333,0.000188343,43842.08333,0,43842.08333,4.64926e-06,43842.08333,0,43842.08333,0.373276,43842.08333,0
43842.12500,0.00134426,43842.12500,0.121831,43842.12500,0.00019067,43842.12500,0.000181878,43842.12500,0,43842.12500,4.63173e-06,43842.12500,0,43842.12500,0.375753,43842.12500,0
43842.16667,0.00146256,43842.16667,0.122963,43842.16667,0.000187761,43842.16667,0.000179086,43842.16667,0,43842.16667,4.79568e-06,43842.16667,0,43842.16667,0.357159,43842.16667,0
43842.20833,0.00161877,43842.20833,0.124706,43842.20833,4.23912,43842.20833,4.52699,43842.20833,0,43842.20833,0.000919491,43842.20833,6,43842.20833,0.355814,43842.20833,0
43842.25000,0.00158716,43842.25000,0.127092,43842.25000,18.3081,43842.25000,18.3418,43842.25000,0,43842.25000,0.00289458,43842.25000,9.6,43842.25000,0.373795,43842.25000,0
43842.29167,0.0021379,43842.29167,0.129516,43842.29167,10.7413,43842.29167,10.5353,43842.29167,0,43842.29167,0.00200789,43842.29167,3.6,43842.29167,0.367924,43842.29167,0
43842.33333,0.00210189,43842.33333,0.131977,43842.33333,3.54985,43842.33333,3.51505,43842.33333,0,43842.33333,0.000870237,43842.33333,1.2,43842.33333,0.389269,43842.33333,0
43842.37500,0.00226678,43842.37500,0.134478,43842.37500,3.29294,43842.37500,3.25818,43842.37500,0,43842.37500,0.000828732,43842.37500,1.2,43842.37500,0.381099,43842.37500,0
43842.41667,0.00232382,43842.41667,0.138128,43842.41667,1.09502,43842.41667,1.08466,43842.41667,0,43842.41667,0.000422347,43842.41667,0.38,43842.41667,0.378255,43842.41667,0
43842.45833,0.0015732,43842.45833,0.139591,43842.45833,5.68545,43842.45833,5.93332,43842.45833,0,43842.45833,0.00118452,43842.45833,6,43842.45833,0.381958,43842.45833,0
43842.50000,0.000754197,43842.50000,0.142213,43842.50000,14.1793,43842.50000,14.0144,43842.50000,0,43842.50000,0.0022584,43842.50000,6,43842.50000,0.387131,43842.50000,0
43842.54167,0.0240669,43842.54167,0.144878,43842.54167,7.6313,43842.54167,7.74021,43842.54167,0,43842.54167,0.00143448,43842.54167,4.8,43842.54167,0.384418,43842.54167,0
43842.58333,0.218535,43842.58333,0.147587,43842.58333,14.5429,43842.58333,14.5154,43842.58333,0,43842.58333,0.00257483,43842.58333,7.2,43842.58333,0.391688,43842.58333,0
43842.62500,0.615574,43842.62500,0.15034,43842.62500,7.77825,43842.62500,7.62432,43842.62500,0,43842.62500,0.00164851,43842.62500,2.4,43842.62500,0.387087,43842.62500,0
43842.66667,0.896536,43842.66667,0.159744,43842.66667,0.764602,43842.66667,0.734652,43842.66667,0,43842.66667,0.000328251,43842.66667,0,43842.66667,0.369005,43842.66667,0
43842.70833,1.07367,43842.70833,0.163717,43842.70833,0.50936,43842.70833,0.491046,43842.70833,0,43842.70833,0.000269491,43842.70833,0,43842.70833,0.368881,43842.70833,0
43842.75000,1.2508,43842.75000,0.16769,43842.75000,0.254118,43842.75000,0.247441,43842.75000,0,43842.75000,0.000195906,43842.75000,0,43842.75000,0.384695,43842.75000,0
43842.79167,1.0105,43842.79167,0.169752,43842.79167,0.20993,43842.79167,0.204794,43842.79167,0,43842.79167,0.000185461,43842.79167,0,43842.79167,0.400365,43842.79167,0
43842.83333,0.761679,43842.83333,0.171775,43842.83333,0.17005,43842.83333,0.166249,43842.83333,0,43842.83333,0.000167246,43842.83333,0,43842.83333,0.399566,43842.83333,0
43842.87500,0.51286,43842.87500,0.173797,43842.87500,0.130169,43842.87500,0.127703,43842.87500,0,43842.87500,0.000147774,43842.87500,0,43842.87500,0.400442,43842.87500,0
43842.91667,0.286731,43842.91667,0.174528,43842.91667,0.117567,43842.91667,0.11514,43842.91667,0,43842.91667,0.000133693,43842.91667,0,43842.91667,0.382422,43842.91667,0
43842.95833,0.0670011,43842.95833,0.174894,43842.95833,0.112658,43842.95833,0.109904,43842.95833,0,43842.95833,0.000125688,43842.95833,0,43842.95833,0.397495,43842.95833,0
43843.00000,0.0010184,43843.00000,0.179124,43843.00000,0.0706302,43843.00000,0.0685816,43843.00000,0,43843.00000,9.53663e-05,43843.00000,0,43843.00000,0.415429,43843.00000,0
43843.04167,0.000880029,43843.04167,0.182439,43843.04167,0.0523705,43843.04167,0.050828,43843.04167,0,43843.04167,8.41501e-05,43843.04167,0,43843.04167,0.387499,43843.04167,0
43843.08333,0.000693655,43843.08333,0.18688,43843.08333,0.0376103,43843.08333,0.0364827,43843.08333,0,43843.08333,7.63652e-05,43843.08333,0,43843.08333,0.382214,43843.08333,0
43843.12500,0.00066462,43843.12500,0.19062,43843.12500,0.0292897,43843.12500,0.0283977,43843.12500,0,43843.12500,6.06145e-05,43843.12500,0,43843.12500,0.389772,43843.12500,0
43843.16667,0.00071157,43843.16667,0.194059,43843.16667,0.0237991,43843.16667,0.0230637,43843.16667,0,43843.16667,5.07319e-05,43843.16667,0,43843.16667,0.369445,43843.16667,0
43843.20833,0.00070009,43843.20833,0.197547,43843.20833,0.0196234,43843.20833,0.0190084,43843.20833,0,43843.20833,4.51971e-05,43843.20833,0,43843.20833,0.362293,43843.20833,0
43843.25000,0.000722611,43843.25000,0.201083,43843.25000,0.0163887,43843.25000,0.0158681,43843.25000,0,43843.25000,4.42196e-05,43843.25000,0,43843.25000,0.369687,43843.25000,0
43843.29167,0.000787052,43843.29167,0.204666,43843.29167,0.0138423,43843.29167,0.0133967,43843.29167,0,43843.29167,3.87413e-05,43843.29167,0,43843.29167,0.362795,43843.29167,0
43843.33333,0.000796749,43843.33333,0.208298,43843.33333,0.0118088,43843.33333,0.0114238,43843.33333,0,43843.33333,3.5937e-05,43843.33333,0,43843.33333,0.360146,43843.33333,0
43843.37500,0.000719259,43843.37500,0.211976,43843.37500,0.0101641,43843.37500,0.00982862,43843.37500,0,43843.37500,3.44647e-05,43843.37500,0,43843.37500,0.364513,43843.37500,0
43843.41667,0.000596156,43843.41667,0.2157,43843.41667,0.00881862,43843.41667,0.0085241,43843.41667,0,43843.41667,3.27677e-05,43843.41667,0,43843.41667,0.356007,43843.41667,0
43843.45833,0.000511083,43843.45833,0.219469,43843.45833,0.00770657,43843.45833,0.00744623,43843.45833,0,43843.45833,2.83895e-05,43843.45833,0,43843.45833,0.374618,43843.45833,0
43843.50000,0.00542186,43843.50000,0.223284,43843.50000,0.0067789,43843.50000,0.00654732,43843.50000,0,43843.50000,2.44818e-05,43843.50000,0,43843.50000,0.375217,43843.50000,0
43843.54167,0.0566399,43843.54167,0.227142,43843.54167,0.00599872,43843.54167,0.00579128,43843.54167,0,43843.54167,2.19083e-05,43843.54167,0,43843.54167,0.373766,43843.54167,0
43843.58333,0.199475,43843.58333,0.231045,43843.58333,0.0053376,43843.58333,0.00515039,43843.58333,0,43843.58333,2.1746e-05,43843.58333,0,43843.58333,0.360254,43843.58333,0
